;age;job;marital;education;default;balance;housing;loan;contact;day_of_week;month;duration;campaign;pdays;previous;poutcome;y;predict;euclidean;euclidean_medio;hamming;hamming_medio;cobertura_pct;erro_pct
45;32;management;divorced;tertiary;no;63194;yes;no;cellular;17;apr;1095;1;274;5;failure;no;ok;5,182772636413574;2,6449558092355727;2,0;1,696;100,0;0,0
46;46;blue-collar;married;primary;no;0;yes;no;telephone;30;may;1348;4;304;2;other;yes;ok;3,3895065784454346;2,6449558092355727;2,0;1,696;100,0;0,0
47;31;management;married;tertiary;no;732;yes;no;cellular;29;jan;542;1;771;1;failure;yes;ok;2,782776117324829;2,6449558092355727;1,0;1,696;100,0;0,0
48;59;blue-collar;married;secondary;no;32948;no;no;cellular;23;nov;243;1;174;2;failure;yes;ok;1,3367701768875122;2,6449558092355727;2,0;1,696;100,0;0,0
49;38;technician;married;secondary;no;728;yes;no;cellular;18;nov;286;1;181;2;success;yes;ok;1,162463903427124;2,6449558092355727;1,0;1,696;100,0;0,0
50;76;retired;married;primary;no;3324;no;no;cellular;11;feb;309;1;48;4;other;no;ok;1,18319571018219;2,6449558092355727;2,0;1,696;100,0;0,0
51;34;technician;married;secondary;yes;5553;yes;no;cellular;21;nov;1527;2;182;5;failure;no;ok;7,263658046722412;2,6449558092355727;2,0;1,696;100,0;0,0
52;43;admin.;married;secondary;no;1220;yes;no;cellular;20;apr;349;2;455;1;other;yes;ok;0,6090604066848755;2,6449558092355727;1,0;1,696;100,0;0,0
53;30;services;married;primary;no;586;yes;no;cellular;20;nov;857;6;176;4;success;yes;ok;3,046180009841919;2,6449558092355727;3,0;1,696;100,0;0,0
54;40;blue-collar;single;primary;no;446;yes;no;cellular;8;apr;827;4;657;1;failure;yes;ok;1,7628370523452759;2,6449558092355727;2,0;1,696;100,0;0,0
55;43;admin.;single;secondary;no;375;no;no;cellular;5;feb;193;2;605;4;failure;yes;ok;3,3557701110839844;2,6449558092355727;2,0;1,696;100,0;0,0
56;36;technician;single;secondary;no;144;no;no;cellular;26;may;87;1;754;2;failure;yes;ok;2,3417322635650635;2,6449558092355727;1,0;1,696;100,0;0,0
57;31;admin.;married;secondary;no;8781;yes;no;cellular;14;may;680;7;177;1;failure;no;ok;3,32376766204834;2,6449558092355727;2,0;1,696;100,0;0,0
58;58;management;divorced;secondary;no;44;yes;no;cellular;29;jan;1918;1;391;1;other;yes;ok;3,366006851196289;2,6449558092355727;2,0;1,696;100,0;0,0
59;46;services;married;secondary;no;0;yes;no;cellular;22;jun;685;1;124;1;other;yes;ok;0,9609068036079407;2,6449558092355727;1,0;1,696;100,0;0,0
60;53;management;single;tertiary;no;1356;yes;no;cellular;9;nov;371;2;721;4;failure;yes;ok;3,6431398391723633;2,6449558092355727;2,0;1,696;100,0;0,0
61;39;blue-collar;married;tertiary;no;3324;no;no;cellular;17;nov;783;1;131;1;failure;yes;ok;3,2336840629577637;2,6449558092355727;2,0;1,696;100,0;0,0
62;82;entrepreneur;single;tertiary;yes;-405;yes;yes;cellular;21;nov;846;1;26;2;success;no;ok;3,7080297470092773;2,6449558092355727;2,0;1,696;100,0;0,0
63;58;management;married;tertiary;no;43014;yes;no;telephone;18;nov;982;3;172;3;other;yes;ok;2,997011661529541;2,6449558092355727;2,0;1,696;100,0;0,0
64;34;retired;married;secondary;no;529;yes;no;cellular;14;may;325;1;659;3;failure;yes;ok;2,035949468612671;2,6449558092355727;2,0;1,696;100,0;0,0
65;26;student;single;secondary;no;2138;yes;no;cellular;26;may;527;8;371;1;other;yes;ok;1,6710827350616455;2,6449558092355727;2,0;1,696;100,0;0,0
66;51;blue-collar;married;primary;no;1164;yes;no;cellular;12;may;1295;1;369;2;failure;yes;ok;2,1624927520751953;2,6449558092355727;1,0;1,696;100,0;0,0
67;32;admin.;single;secondary;no;12;yes;no;cellular;5;may;879;1;365;2;failure;yes;ok;1,1527262926101685;2,6449558092355727;1,0;1,696;100,0;0,0
68;47;student;single;secondary;no;287;no;no;telephone;3;mar;254;3;180;1;other;no;ok;1,913852334022522;2,6449558092355727;2,0;1,696;100,0;0,0
69;47;admin.;married;tertiary;no;97;yes;no;cellular;6;may;220;1;87;14;failure;no;ok;1,967921257019043;2,6449558092355727;1,0;1,696;100,0;0,0
70;53;admin.;married;primary;no;225;yes;no;cellular;20;apr;304;1;805;1;failure;yes;ok;2,8615856170654297;2,6449558092355727;2,0;1,696;100,0;0,0
71;32;services;married;secondary;no;12025;yes;no;cellular;15;apr;903;2;341;2;failure;yes;ok;0,8023968935012817;2,6449558092355727;1,0;1,696;100,0;0,0
72;46;admin.;married;secondary;no;5021;no;no;cellular;15;jul;85;1;182;1;success;no;ok;1,5779863595962524;2,6449558092355727;1,0;1,696;100,0;0,0
73;47;unemployed;divorced;secondary;no;0;no;yes;cellular;30;jan;1607;2;233;8;success;yes;ok;2,919633150100708;2,6449558092355727;2,0;1,696;100,0;0,0
74;58;retired;divorced;primary;no;22016;yes;no;cellular;22;may;807;1;310;1;other;yes;ok;1,5333616733551025;2,6449558092355727;1,0;1,696;100,0;0,0
75;55;management;married;primary;no;113;no;no;cellular;19;aug;306;1;281;3;failure;no;ok;1,2811033725738525;2,6449558092355727;2,0;1,696;100,0;0,0
76;58;admin.;married;secondary;no;1227;no;no;cellular;29;jul;625;1;156;1;failure;yes;ok;3,078305959701538;2,6449558092355727;2,0;1,696;100,0;0,0
77;24;self-employed;single;tertiary;no;-94;yes;no;cellular;4;feb;1164;1;203;1;failure;yes;ok;1,2292057275772095;2,6449558092355727;1,0;1,696;100,0;0,0
78;37;management;single;tertiary;no;2163;no;no;cellular;25;jan;743;1;234;1;failure;yes;ok;1,138249397277832;2,6449558092355727;1,0;1,696;100,0;0,0
79;45;blue-collar;married;tertiary;no;17;yes;no;cellular;18;nov;720;1;152;14;failure;yes;ok;1,904845118522644;2,6449558092355727;2,0;1,696;100,0;0,0
80;38;technician;married;secondary;no;581;yes;no;cellular;2;feb;223;2;657;1;failure;yes;ok;2,0214505195617676;2,6449558092355727;1,0;1,696;100,0;0,0
81;67;retired;married;primary;no;1430;no;no;cellular;11;jan;499;12;91;3;success;no;ok;4,591067790985107;2,6449558092355727;2,0;1,696;100,0;0,0
82;44;management;married;tertiary;no;38;yes;no;telephone;16;apr;1495;2;62;8;other;yes;ok;2,7319118976593018;2,6449558092355727;2,0;1,696;100,0;0,0
83;50;blue-collar;married;secondary;no;2419;yes;no;cellular;11;may;309;1;498;3;other;yes;ok;0,8190812468528748;2,6449558092355727;1,0;1,696;100,0;0,0
84;34;management;divorced;tertiary;no;0;no;no;cellular;5;feb;2077;4;175;3;failure;yes;ok;3,563136577606201;2,6449558092355727;1,0;1,696;100,0;0,0
85;41;blue-collar;married;secondary;no;1522;yes;yes;cellular;20;apr;377;8;586;2;failure;yes;ok;3,0552167892456055;2,6449558092355727;2,0;1,696;100,0;0,0
86;41;admin.;married;secondary;no;3126;yes;no;cellular;29;jun;863;1;91;7;failure;yes;ok;1,1599647998809814;2,6449558092355727;1,0;1,696;100,0;0,0
87;30;admin.;single;tertiary;no;41;yes;no;cellular;15;feb;2181;4;186;2;success;yes;ok;3,823721408843994;2,6449558092355727;1,0;1,696;100,0;0,0
88;53;management;married;tertiary;no;1624;no;no;cellular;30;apr;211;3;84;3;success;no;ok;0,13210207223892212;2,6449558092355727;1,0;1,696;100,0;0,0
89;38;retired;divorced;primary;no;928;no;no;telephone;23;sep;922;2;188;3;other;yes;ok;3,427738666534424;2,6449558092355727;2,0;1,696;100,0;0,0
90;45;technician;married;secondary;no;54164;no;no;cellular;5;feb;617;4;251;2;success;yes;ok;4,562353610992432;2,6449558092355727;2,0;1,696;100,0;0,0
91;33;management;single;tertiary;no;417;yes;no;cellular;4;jan;170;2;87;1;failure;yes;ok;1,1916378736495972;2,6449558092355727;1,0;1,696;100,0;0,0
92;45;management;married;tertiary;no;96;yes;no;cellular;19;nov;167;1;127;1;success;yes;ok;2,328380584716797;2,6449558092355727;2,0;1,696;100,0;0,0
93;48;unemployed;married;secondary;no;926;no;no;cellular;12;aug;1299;2;178;10;failure;no;ok;2,7340431213378906;2,6449558092355727;2,0;1,696;100,0;0,0
94;31;admin.;single;secondary;no;8626;no;no;cellular;25;may;1714;1;471;1;failure;yes;ok;3,389860153198242;2,6449558092355727;2,0;1,696;100,0;0,0
95;39;management;married;tertiary;no;141;yes;no;cellular;13;may;113;2;331;6;other;no;ok;1,2214916944503784;2,6449558092355727;1,0;1,696;100,0;0,0
96;47;blue-collar;single;primary;no;159;yes;no;cellular;29;may;555;6;357;13;other;yes;ok;1,7109971046447754;2,6449558092355727;2,0;1,696;100,0;0,0
97;49;management;married;tertiary;no;1;no;no;telephone;13;aug;640;2;101;27;failure;no;ok;4,726141452789307;2,6449558092355727;2,0;1,696;100,0;0,0
98;35;entrepreneur;married;secondary;no;2971;no;no;cellular;7;aug;158;2;95;36;success;no;ok;5,367058277130127;2,6449558092355727;1,0;1,696;100,0;0,0
99;60;management;married;tertiary;no;3401;no;no;cellular;2;feb;121;1;762;2;success;no;ok;3,5020976066589355;2,6449558092355727;1,0;1,696;100,0;0,0
100;33;services;single;secondary;no;358;yes;no;cellular;7;may;1027;1;356;3;failure;yes;ok;1,3119726181030273;2,6449558092355727;1,0;1,696;100,0;0,0
101;27;admin.;single;secondary;no;292;yes;no;cellular;12;may;1321;4;362;8;other;yes;ok;3,0303990840911865;2,6449558092355727;2,0;1,696;100,0;0,0
102;31;self-employed;married;tertiary;no;2666;no;no;telephone;8;jul;411;2;50;9;other;yes;ok;0,5145509839057922;2,6449558092355727;1,0;1,696;100,0;0,0
103;69;entrepreneur;single;secondary;no;866;yes;no;cellular;11;may;629;1;173;12;failure;yes;ok;3,0929293632507324;2,6449558092355727;2,0;1,696;100,0;0,0
104;37;services;single;secondary;no;1175;yes;no;cellular;15;may;1740;1;333;2;success;yes;ok;3,767159938812256;2,6449558092355727;2,0;1,696;100,0;0,0
105;53;blue-collar;married;primary;no;306;no;no;cellular;28;jul;388;3;181;29;other;no;ok;5,142368316650391;2,6449558092355727;2,0;1,696;100,0;0,0
106;30;management;single;secondary;no;3096;no;no;cellular;2;aug;226;3;188;1;success;yes;ok;2,6334714889526367;2,6449558092355727;2,0;1,696;100,0;0,0
107;32;blue-collar;married;secondary;no;112;yes;no;cellular;20;apr;311;1;728;1;other;yes;ok;2,1369619369506836;2,6449558092355727;1,0;1,696;100,0;0,0
108;37;blue-collar;married;tertiary;no;15341;no;no;cellular;30;apr;96;2;84;1;success;yes;ok;1,4585572481155396;2,6449558092355727;2,0;1,696;100,0;0,0
109;40;services;divorced;secondary;no;5766;yes;yes;cellular;17;nov;1923;2;547;1;failure;yes;ok;3,88901948928833;2,6449558092355727;2,0;1,696;100,0;0,0
110;30;student;single;primary;no;459;no;no;cellular;13;jul;1720;2;210;22;success;yes;ok;3,2928988933563232;2,6449558092355727;2,0;1,696;100,0;0,0
111;41;entrepreneur;married;tertiary;no;10;yes;no;cellular;8;may;1038;2;172;2;other;yes;ok;1,523697853088379;2,6449558092355727;1,0;1,696;100,0;0,0
112;32;admin.;single;tertiary;no;4041;no;no;telephone;7;aug;325;1;99;2;other;no;ok;3,5586585998535156;2,6449558092355727;2,0;1,696;100,0;0,0
113;53;admin.;divorced;tertiary;no;0;yes;yes;cellular;12;jan;171;12;372;6;other;no;ok;4,645328044891357;2,6449558092355727;2,0;1,696;100,0;0,0
114;65;retired;divorced;primary;no;698;no;no;telephone;9;dec;135;3;191;2;success;yes;ok;2,3958075046539307;2,6449558092355727;2,0;1,696;100,0;0,0
115;36;management;single;tertiary;yes;181;yes;no;cellular;13;may;597;2;278;4;failure;yes;ok;7,186698913574219;2,6449558092355727;2,0;1,696;100,0;0,0
116;71;blue-collar;single;secondary;no;2235;yes;no;cellular;20;apr;763;2;151;2;failure;yes;ok;2,536001682281494;2,6449558092355727;2,0;1,696;100,0;0,0
117;39;management;married;tertiary;no;481;no;no;telephone;7;dec;929;13;189;1;other;no;ok;4,619870185852051;2,6449558092355727;2,0;1,696;100,0;0,0
118;59;management;single;tertiary;no;138;yes;yes;cellular;16;nov;998;2;187;5;failure;yes;ok;2,1891586780548096;2,6449558092355727;2,0;1,696;100,0;0,0
119;37;management;married;tertiary;no;539;no;no;cellular;18;mar;540;2;115;3;success;yes;ok;2,490791082382202;2,6449558092355727;2,0;1,696;100,0;0,0
120;36;technician;single;secondary;no;48567;no;no;cellular;9;jul;1463;1;367;4;other;yes;ok;5,313527584075928;2,6449558092355727;3,0;1,696;100,0;0,0
121;30;management;married;tertiary;yes;8089;no;no;cellular;18;mar;232;2;294;2;failure;yes;ok;7,434035778045654;2,6449558092355727;2,0;1,696;100,0;0,0
122;44;self-employed;divorced;tertiary;no;1070;yes;no;cellular;12;aug;475;2;104;3;success;yes;ok;0,6116506457328796;2,6449558092355727;1,0;1,696;100,0;0,0
123;49;blue-collar;single;secondary;no;-367;yes;no;cellular;2;feb;1543;1;207;1;success;yes;ok;3,4989964962005615;2,6449558092355727;2,0;1,696;100,0;0,0
124;32;management;married;tertiary;no;2737;yes;yes;cellular;21;nov;849;4;182;1;failure;yes;ok;1,4567420482635498;2,6449558092355727;1,0;1,696;100,0;0,0
125;36;technician;married;tertiary;no;911;yes;yes;cellular;25;may;2049;2;405;3;failure;yes;ok;4,035881996154785;2,6449558092355727;2,0;1,696;100,0;0,0
126;35;admin.;married;secondary;no;159;yes;no;cellular;9;apr;1653;2;262;14;failure;yes;ok;3,4311137199401855;2,6449558092355727;2,0;1,696;100,0;0,0
127;40;housemaid;married;secondary;no;4136;yes;no;cellular;11;aug;508;3;795;5;failure;yes;ok;3,8748366832733154;2,6449558092355727;2,0;1,696;100,0;0,0
128;30;services;married;primary;no;-88;yes;yes;cellular;17;apr;313;1;147;2;success;yes;ok;2,507758617401123;2,6449558092355727;2,0;1,696;100,0;0,0
129;46;entrepreneur;divorced;tertiary;no;148;yes;no;cellular;18;may;1329;3;469;5;other;yes;ok;2,378141164779663;2,6449558092355727;2,0;1,696;100,0;0,0
130;30;self-employed;single;tertiary;no;0;yes;no;cellular;5;may;715;1;301;1;failure;yes;ok;1,1907283067703247;2,6449558092355727;1,0;1,696;100,0;0,0
131;42;services;married;secondary;no;1027;yes;no;cellular;17;feb;188;2;613;2;failure;yes;ok;4,46843147277832;2,6449558092355727;3,0;1,696;100,0;0,0
132;48;management;married;tertiary;no;1147;no;no;cellular;5;jan;389;1;64;2;other;no;ok;1,4663126468658447;2,6449558092355727;2,0;1,696;100,0;0,0
133;41;services;divorced;secondary;no;5745;yes;yes;cellular;15;may;1081;3;357;1;failure;yes;ok;1,8313329219818115;2,6449558092355727;1,0;1,696;100,0;0,0
134;32;blue-collar;married;secondary;no;491;yes;no;cellular;18;nov;1120;3;766;2;failure;yes;ok;3,496121644973755;2,6449558092355727;2,0;1,696;100,0;0,0
135;42;blue-collar;married;secondary;no;2717;yes;yes;cellular;20;apr;705;2;460;2;failure;yes;ok;1,3763582706451416;2,6449558092355727;2,0;1,696;100,0;0,0
136;76;management;single;tertiary;no;0;yes;no;cellular;6;feb;1451;8;9;2;other;yes;ok;3,73215651512146;2,6449558092355727;2,0;1,696;100,0;0,0
137;36;technician;single;secondary;no;1228;yes;no;cellular;14;aug;418;2;102;3;success;yes;ok;0,4795485734939575;2,6449558092355727;1,0;1,696;100,0;0,0
138;33;technician;single;tertiary;no;696;no;yes;cellular;5;feb;843;1;176;8;failure;yes;ok;1,1762514114379883;2,6449558092355727;1,0;1,696;100,0;0,0
139;30;management;married;secondary;no;-559;yes;yes;cellular;7;may;1082;1;167;2;other;yes;ok;2,1265194416046143;2,6449558092355727;2,0;1,696;100,0;0,0
140;27;technician;single;secondary;no;-437;no;no;cellular;4;feb;662;1;216;10;other;yes;ok;1,5372306108474731;2,6449558092355727;2,0;1,696;100,0;0,0
141;40;services;married;primary;no;104;yes;no;cellular;13;may;277;2;343;2;success;yes;ok;2,9744791984558105;2,6449558092355727;2,0;1,696;100,0;0,0
142;38;technician;divorced;secondary;no;1559;no;no;cellular;18;may;1435;6;179;10;success;yes;ok;4,0234270095825195;2,6449558092355727;3,0;1,696;100,0;0,0
143;35;blue-collar;married;primary;no;11134;yes;no;cellular;18;may;1346;5;363;11;other;yes;ok;2,422421455383301;2,6449558092355727;2,0;1,696;100,0;0,0
144;82;retired;divorced;primary;no;0;no;no;telephone;15;mar;506;2;195;32;other;yes;ok;5,545959949493408;2,6449558092355727;1,0;1,696;100,0;0,0
145;47;services;married;secondary;no;1269;yes;no;cellular;7;aug;181;1;554;6;other;yes;ok;2,616569757461548;2,6449558092355727;2,0;1,696;100,0;0,0
146;28;technician;single;primary;no;769;yes;no;cellular;15;may;468;1;371;2;failure;yes;ok;1,5977236032485962;2,6449558092355727;2,0;1,696;100,0;0,0
147;29;management;married;tertiary;no;451;no;no;cellular;4;may;1227;1;96;1;failure;yes;ok;2,122681140899658;2,6449558092355727;1,0;1,696;100,0;0,0
148;38;admin.;divorced;secondary;no;3834;yes;no;cellular;13;apr;363;2;813;1;failure;yes;ok;2,551753044128418;2,6449558092355727;1,0;1,696;100,0;0,0
149;31;technician;single;secondary;no;36431;no;no;cellular;7;may;356;2;286;3;success;yes;ok;3,4604504108428955;2,6449558092355727;2,0;1,696;100,0;0,0
150;38;management;married;tertiary;no;536;yes;no;cellular;22;oct;234;7;92;1;success;no;ok;2,375319242477417;2,6449558092355727;1,0;1,696;100,0;0,0
151;51;blue-collar;married;primary;no;36036;no;no;cellular;17;apr;666;3;274;3;failure;no;ok;3,3470373153686523;2,6449558092355727;2,0;1,696;100,0;0,0
152;79;technician;married;secondary;no;239;yes;no;cellular;20;apr;419;3;150;10;failure;yes;ok;3,6027278900146484;2,6449558092355727;2,0;1,696;100,0;0,0
153;81;retired;married;primary;no;243;no;no;cellular;27;jan;340;16;92;1;other;no;ok;6,051008701324463;2,6449558092355727;2,0;1,696;100,0;0,0
154;53;self-employed;married;secondary;no;248;no;yes;cellular;17;nov;414;1;126;3;success;yes;ok;2,3937883377075195;2,6449558092355727;2,0;1,696;100,0;0,0
155;47;management;single;tertiary;no;334;yes;no;cellular;28;jun;614;16;22;9;success;no;ok;5,160390853881836;2,6449558092355727;2,0;1,696;100,0;0,0
156;23;admin.;single;tertiary;no;897;yes;no;cellular;8;feb;672;2;69;8;failure;yes;ok;1,4100172519683838;2,6449558092355727;2,0;1,696;100,0;0,0
157;75;retired;divorced;primary;no;1926;no;no;cellular;9;sep;58;1;93;5;other;no;ok;1,2721611261367798;2,6449558092355727;1,0;1,696;100,0;0,0
158;69;housemaid;married;primary;no;1080;no;yes;cellular;18;aug;2034;2;118;2;failure;yes;ok;4,215181350708008;2,6449558092355727;2,0;1,696;100,0;0,0
159;28;technician;single;tertiary;no;372;yes;yes;cellular;15;may;2167;3;78;2;success;yes;ok;3,7340991497039795;2,6449558092355727;2,0;1,696;100,0;0,0
160;56;technician;married;secondary;no;778;no;no;cellular;2;feb;315;2;422;1;failure;yes;ok;1,1236114501953125;2,6449558092355727;1,0;1,696;100,0;0,0
161;29;blue-collar;married;secondary;no;1958;yes;no;cellular;18;mar;882;4;349;1;failure;yes;ok;1,4248958826065063;2,6449558092355727;2,0;1,696;100,0;0,0
162;37;technician;married;secondary;no;494;yes;no;cellular;2;feb;247;2;844;3;failure;yes;ok;3,019049644470215;2,6449558092355727;1,0;1,696;100,0;0,0
163;36;blue-collar;married;secondary;no;-461;no;no;cellular;11;may;1467;2;353;1;success;yes;ok;3,197437047958374;2,6449558092355727;2,0;1,696;100,0;0,0
164;33;blue-collar;married;primary;no;2456;yes;no;cellular;21;nov;552;14;127;1;success;yes;ok;4,936512470245361;2,6449558092355727;2,0;1,696;100,0;0,0
165;35;technician;divorced;secondary;no;2779;no;no;cellular;26;dec;182;2;186;2;success;yes;ok;1,690778136253357;2,6449558092355727;2,0;1,696;100,0;0,0
166;32;retired;married;tertiary;no;15834;no;no;cellular;5;apr;172;3;186;1;success;yes;ok;3,5992772579193115;2,6449558092355727;2,0;1,696;100,0;0,0
167;41;retired;single;secondary;no;200;yes;no;cellular;31;may;353;6;373;2;failure;yes;ok;2,4845988750457764;2,6449558092355727;2,0;1,696;100,0;0,0
