;X1;X2;X3;X4;X5;X6;X7;X8;X9;X10;X11;X12;X13;X14;X15;X16;X17;X18;X19;X20;X21;X22;X23;Y;predict;euclidean;euclidean_medio;hamming;hamming_medio;cobertura_pct;erro_pct
30;50000;2;2;2;23;2;0;0;0;0;0;49441;45880;396058;21734;18775;19590;1998;2198;287296;655;1100;654;1,0;ok;7,190685272216797;3,543661587893963;2,0;1,85;100,0;0,0
31;20000;1;2;1;33;0;0;0;2;2;-2;18706;17483;19509;18828;0;0;1275;770;0;0;0;0;1,0;ok;0,06309488415718079;3,543661587893963;1,0;1,85;100,0;0,0
32;337387;1;2;2;25;6;0;-2;-1;0;0;13899;-9;-9;3231;125140;124880;0;0;3240;125009;5009;5013;1,0;ok;2,25;3,543661587893963;2,0;1,85;100,0;0,0
33;130000;2;1;2;27;2;2;2;0;0;0;73561;70071;68392;69435;67790;69248;3500;0;2798;3500;223503;3000;0,0;ok;5,67540979385376;3,543661587893963;2,0;1,85;100,0;0,0
34;468145;2;1;2;28;-1;-1;-2;-2;-2;-2;350;0;0;0;0;0;0;0;0;0;0;0;1,0;ok;2,5198309421539307;3,543661587893963;1,0;1,85;100,0;0,0
35;30000;1;1;2;25;0;0;-2;-2;-2;-2;7833;0;0;461946;0;0;0;16538;0;0;0;0;0,0;ok;3,9978392124176025;3,543661587893963;2,0;1,85;100,0;0,0
36;120000;2;1;2;24;-1;2;-2;-2;-2;-2;600;0;0;0;0;0;0;0;0;0;0;0;1,0;ok;2,134587526321411;3,543661587893963;1,0;1,85;100,0;0,0
37;230000;2;5;2;23;4;0;0;0;0;0;55197;53593;213473;137734;135386;14718;2712;1551;95022;3015;3003;153001;1,0;ok;1,7756024599075317;3,543661587893963;2,0;1,85;100,0;0,0
38;180000;1;2;2;40;3;-1;-1;-2;-2;-2;4289;1000;0;0;0;0;1000;0;44404;0;0;10443;1,0;ok;1,7413537502288818;3,543661587893963;2,0;1,85;100,0;0,0
39;150000;1;1;2;37;8;-1;0;-1;0;0;219798;87920;17991;101553;95786;82645;89524;155176;102989;2608;7845;0;1,0;ok;5,312056064605713;3,543661587893963;3,0;1,85;100,0;0,0
40;200000;2;3;1;54;4;2;-1;-1;-1;5;2841;1709;1312;2404;3786;1916;0;1312;2404;3786;1916;2299;1,0;ok;4,129695892333984;3,543661587893963;2,0;1,85;100,0;0,0
41;20000;1;3;2;51;4;-2;-2;-2;-2;-2;21353;3747;20000;0;0;0;0;38;0;0;0;0;1,0;ok;2,0952742099761963;3,543661587893963;2,0;1,85;100,0;0,0
42;100000;2;2;2;30;0;0;1;0;0;0;96636;95169;438972;99339;77082;77677;3402;3663;3788;2695;2772;2903;1,0;ok;2,452723264694214;3,543661587893963;2,0;1,85;100,0;0,0
43;438851;2;2;2;32;7;0;0;0;2;0;33763;43081;44277;46605;35766;26175;10000;2200;3500;0;1100;800;1,0;ok;2,4649312496185303;3,543661587893963;2,0;1,85;100,0;0,0
44;150000;1;1;1;41;3;-2;-1;-1;-1;-2;-200;-200;428027;5431;0;0;0;1800;5431;0;0;0;1,0;ok;3,02809476852417;3,543661587893963;2,0;1,85;100,0;0,0
45;220000;2;2;1;41;6;0;0;0;0;0;126532;90013;476532;86139;83743;78555;4500;4006;3000;3000;3000;6000;1,0;ok;3,3816463947296143;3,543661587893963;2,0;1,85;100,0;0,0
46;100000;1;2;2;50;0;0;0;0;0;0;104466;96370;370783;66435;64975;66951;4000;3000;3000;3000;3000;3000;1,0;ok;2,0008835792541504;3,543661587893963;1,0;1,85;100,0;0,0
47;180000;2;3;1;61;5;0;0;0;0;0;20554;21560;22587;23599;24069;24573;1353;1380;1392;192491;892;1000;1,0;ok;6,180413246154785;3,543661587893963;2,0;1,85;100,0;0,0
48;180000;1;1;2;33;7;0;0;-1;-1;-1;48252;39451;20027;15000;14958;-42;9024;1104;15000;14958;0;0;1,0;ok;2,431018114089966;3,543661587893963;1,0;1,85;100,0;0,0
49;120000;2;2;2;23;3;0;0;0;0;0;38609;41992;36607;38828;38325;39222;5000;4000;36614;3000;3000;3000;1,0;ok;1,2960166931152344;3,543661587893963;2,0;1,85;100,0;0,0
50;150000;2;1;2;25;-1;0;-1;-1;-1;-2;18836;5312;243010;10;0;0;2000;740;1410;0;0;0;1,0;ok;1,6745104789733887;3,543661587893963;1,0;1,85;100,0;0,0
51;150000;1;1;1;35;2;0;0;0;0;0;72223;153981;129725;103050;54447;46943;6100;5100;4200;1900;1600;1500;1,0;ok;1,113748550415039;3,543661587893963;2,0;1,85;100,0;0,0
52;50000;2;2;3;24;1;2;0;0;0;0;48861;48082;433293;26667;26036;26850;2000;2233;1083;1100;1400;3000;1,0;ok;3,2454593181610107;3,543661587893963;2,0;1,85;100,0;0,0
53;400000;2;3;1;25;6;7;-1;-1;-1;-1;12570;958;4465;14272;1965;958;958;4465;14272;1965;958;6405;1,0;ok;6,061637878417969;3,543661587893963;2,0;1,85;100,0;0,0
54;433639;1;1;2;36;8;-1;-1;-2;-2;-2;1772;9619;-6;-6;-6;-6;9647;0;0;0;0;2011;1,0;ok;4,123579025268555;3,543661587893963;2,0;1,85;100,0;0,0
55;40000;2;2;2;27;0;0;0;0;0;4;29009;34183;443053;37018;37184;38066;9000;2000;2000;1349;1500;1500;1,0;ok;3,764366865158081;3,543661587893963;2,0;1,85;100,0;0,0
56;230000;2;2;1;40;6;-2;-2;6;-2;-2;273;273;2418;1428;4398;5748;273;3588;1428;4398;5748;3768;1,0;ok;5,242311954498291;3,543661587893963;2,0;1,85;100,0;0,0
57;512863;2;3;1;27;3;2;0;0;0;0;16004;15450;16892;485799;14017;0;0;1696;1200;22;0;0;1,0;ok;5,197065353393555;3,543661587893963;2,0;1,85;100,0;0,0
58;30000;2;1;2;36;0;0;2;5;-1;-1;14254;16598;15908;495448;6501;0;2890;0;321;6501;0;0;1,0;ok;4,971412658691406;3,543661587893963;2,0;1,85;100,0;0,0
59;140000;2;2;1;33;8;0;0;0;0;0;133094;132777;131672;133496;128509;124035;5005;4603;5002;159129;4400;4300;1,0;ok;5,534013748168945;3,543661587893963;2,0;1,85;100,0;0,0
60;697477;2;2;2;33;7;0;0;0;0;0;29965;28048;29775;27736;26956;28142;2000;3000;3000;2000;2000;2000;1,0;ok;5,068840503692627;3,543661587893963;2,0;1,85;100,0;0,0
61;50000;2;2;2;33;0;0;0;0;0;0;51444;52607;308694;30205;29747;30042;2000;1500;1690;1200;1200;992;1,0;ok;1,8012789487838745;3,543661587893963;1,0;1,85;100,0;0,0
62;30000;1;2;2;29;5;0;0;-1;-1;0;13172;7965;3101;489007;7365;3245;1082;1000;3126;7365;0;828;1,0;ok;4,524549961090088;3,543661587893963;2,0;1,85;100,0;0,0
63;50000;2;2;1;38;0;0;0;-2;-2;-2;3239;4166;339397;373469;0;0;1000;0;0;0;0;0;1,0;ok;3,976972818374634;3,543661587893963;2,0;1,85;100,0;0,0
64;80000;2;2;1;40;0;0;0;0;0;0;74228;76138;281316;30526;28356;2661;3500;2000;1400;1600;400;1000;1,0;ok;1,6333991289138794;3,543661587893963;2,0;1,85;100,0;0,0
65;360000;2;3;2;34;-1;2;2;3;4;-2;2500;2500;0;0;0;0;0;0;0;0;0;0;1,0;ok;4,918539524078369;3,543661587893963;2,0;1,85;100,0;0,0
66;10000;2;3;1;52;2;2;2;2;2;2;32313;4366;4148;4579;4360;4787;1100;50353;500;0;500;0;0,0;ok;1,4039859771728516;3,543661587893963;2,0;1,85;100,0;0,0
67;79736;1;2;2;25;0;0;3;0;0;0;107001;108619;408321;110333;85201;84809;5000;5000;5000;3000;5000;10000;1,0;ok;2,9733293056488037;3,543661587893963;3,0;1,85;100,0;0,0
68;230000;2;3;2;39;-2;-2;-2;-2;-2;-2;1876;1876;1876;2848;1876;154409;1876;1876;2848;1876;4634;1876;0,0;ok;2,0692687034606934;3,543661587893963;1,0;1,85;100,0;0,0
69;50000;1;2;2;43;0;0;0;0;0;0;50756;50552;416417;40020;10407;9037;1934;1917;2500;500;500;12502;1,0;ok;2,5414860248565674;3,543661587893963;2,0;1,85;100,0;0,0
70;80000;1;2;2;26;7;0;-1;-1;-1;-1;350;-40;171923;180;-210;220;0;500;500;0;820;500;1,0;ok;2,7056849002838135;3,543661587893963;2,0;1,85;100,0;0,0
71;20000;1;1;2;27;1;2;3;2;3;1;4473;7216;6958;7496;7231;7269;75750;0;800;0;300;0;0,0;ok;2,546027421951294;3,543661587893963;2,0;1,85;100,0;0,0
72;360000;2;2;2;35;2;0;0;0;0;5;35327;42032;35665;37071;38680;42352;10000;2453;5000;5000;10000;10017;1,0;ok;3,1987268924713135;3,543661587893963;2,0;1,85;100,0;0,0
73;300000;2;2;2;26;4;0;0;-1;0;0;29300;18988;6893;49379;294486;50646;1214;2000;49379;1500;2000;15000;1,0;ok;3,551724672317505;3,543661587893963;2,0;1,85;100,0;0,0
74;50000;1;2;1;36;0;0;0;0;0;0;47599;48542;49691;49172;9957;10044;2000;2200;1148;500;36127;376;0,0;ok;0,854069709777832;3,543661587893963;1,0;1,85;100,0;0,0
75;30000;2;1;2;61;0;4;4;3;2;3;26185;29944;29399;28632;30363;29594;4518;206;0;2500;0;2000;1,0;ok;3,83145809173584;3,543661587893963;2,0;1,85;100,0;0,0
76;360000;2;1;2;31;6;-2;-2;-2;-2;-2;3429;33535;2441;5681;65816;17577;134473;2453;5710;66145;17589;8050;1,0;ok;4,405473232269287;3,543661587893963;2,0;1,85;100,0;0,0
77;60000;2;0;1;42;6;0;0;0;0;0;58264;57923;58987;17350;17937;17298;3200;3000;800;1000;1000;1000;1,0;ok;3,117549180984497;3,543661587893963;2,0;1,85;100,0;0,0
78;180000;2;2;1;40;5;-1;-1;0;0;-2;632;316;166;6988;6822;466;316;166;6822;466;0;632;1,0;ok;3,2529304027557373;3,543661587893963;2,0;1,85;100,0;0,0
79;70000;2;2;2;26;3;0;8;0;0;0;23409;23174;26103;28342;24894;25272;3003;5106;4026;755;1029;5303;1,0;ok;5,402102947235107;3,543661587893963;2,0;1,85;100,0;0,0
80;509746;1;3;1;38;3;-1;2;0;-1;2;6270;14412;12540;1261;2705;1261;19421;0;0;2705;0;1261;1,0;ok;3,182832717895508;3,543661587893963;2,0;1,85;100,0;0,0
81;450000;1;1;2;36;-1;-1;-2;-2;-2;-2;2500;0;0;0;0;0;0;0;0;0;0;247973;0,0;ok;3,504633665084839;3,543661587893963;1,0;1,85;100,0;0,0
82;509711;2;3;2;51;4;-1;0;-1;0;3;43715;60718;21814;47964;33405;2981;60718;2200;48000;0;2981;35500;1,0;ok;3,1625869274139404;3,543661587893963;3,0;1,85;100,0;0,0
83;50000;2;2;2;22;2;0;0;0;0;0;28544;28681;23306;16282;9451;9408;1450;1400;1300;218958;400;400;1,0;ok;6,800558090209961;3,543661587893963;2,0;1,85;100,0;0,0
84;220000;2;3;1;63;3;-2;-2;-2;-2;-2;1293;494;1379;-1;272;1628;496;1385;0;273;1636;531;1,0;ok;2,681216239929199;3,543661587893963;2,0;1,85;100,0;0,0
85;150000;1;5;2;31;5;-2;-2;-2;-2;-2;136692;91815;0;0;0;0;2000;0;0;0;0;480219;1,0;ok;7,2092413902282715;3,543661587893963;2,0;1,85;100,0;0,0
86;230000;1;2;2;30;6;4;-1;0;0;0;9125;7795;191795;192255;187755;187740;4000;191795;10000;8000;8000;8000;1,0;ok;3,7430241107940674;3,543661587893963;2,0;1,85;100,0;0,0
87;200000;2;1;1;32;2;0;-1;-1;-2;-2;12367;13732;467934;0;0;0;2000;1513;0;0;0;0;1,0;ok;3,297762632369995;3,543661587893963;2,0;1,85;100,0;0,0
88;491629;2;3;1;47;0;0;0;0;0;0;366484;365469;364081;365927;363629;303097;179767;15861;13600;12057;9340;9515;0,0;ok;5,676591873168945;3,543661587893963;2,0;1,85;100,0;0,0
89;50000;1;2;1;47;0;0;0;0;0;0;11325;12335;13431;436783;14602;14918;1504;1600;1537;700;700;600;1,0;ok;3,631723403930664;3,543661587893963;1,0;1,85;100,0;0,0
90;350000;1;2;1;37;4;0;0;0;0;0;219376;221056;224591;255247;259512;283724;7669;7957;35300;9247;29459;20000;1,0;ok;1,389153242111206;3,543661587893963;1,0;1,85;100,0;0,0
91;160000;1;3;1;62;5;0;0;0;0;-2;37615;38707;40460;41149;-1;33983;1700;2400;2000;0;0;0;1,0;ok;1,7987984418869019;3,543661587893963;2,0;1,85;100,0;0,0
92;60000;1;1;2;28;0;0;0;2;0;0;59114;59350;62130;56391;39083;39122;2800;4905;10;1600;1600;45044;1,0;ok;0,6139995455741882;3,543661587893963;1,0;1,85;100,0;0,0
93;350000;2;1;1;57;7;-2;-2;-2;-2;6;432164;2554;281521;66525;7502;15268;193284;44538;67211;7502;15268;228300;1,0;ok;9,843979835510254;3,543661587893963;5,0;1,85;100,0;0,0
94;200000;2;1;2;26;8;-2;-2;-2;-2;-2;2364;442;448454;2140;964;2075;442;33448;2140;964;2075;7511;1,0;ok;4,504329204559326;3,543661587893963;2,0;1,85;100,0;0,0
95;502333;2;5;1;32;4;-1;-1;-1;0;0;5353;5739;5578;57722;55468;55026;6081;5588;58476;1910;1974;2254;1,0;ok;1,7365111112594604;3,543661587893963;2,0;1,85;100,0;0,0
96;623614;1;2;2;37;6;0;0;0;0;0;112091;112380;86544;77131;60895;60936;4625;3112;2467;2182;2190;2182;1,0;ok;4,006966590881348;3,543661587893963;2,0;1,85;100,0;0,0
97;280000;2;1;1;63;1;-2;-2;-2;-1;-1;0;0;0;0;710;7611;0;0;0;710;7611;4750;1,0;ok;3,713282585144043;3,543661587893963;2,0;1,85;100,0;0,0
98;120110;1;3;2;29;6;-1;-1;5;-1;-1;4453;7997;6573;7422;4381;11718;8019;6779;7547;4589;12000;7556;1,0;ok;4,179888725280762;3,543661587893963;3,0;1,85;100,0;0,0
99;132904;2;2;2;26;7;0;0;0;-1;-1;36835;37528;35964;34258;516;38432;2000;2000;5000;516;39235;2000;1,0;ok;2,5086071491241455;3,543661587893963;2,0;1,85;100,0;0,0
100;500000;1;2;2;35;3;0;0;0;0;0;207237;377060;275615;220088;216482;136086;20001;30168;6022;6375;5005;5000;1,0;ok;2,23630952835083;3,543661587893963;2,0;1,85;100,0;0,0
101;20000;1;2;2;43;0;0;2;0;0;0;13817;15398;395571;16862;17197;17558;1815;1000;1279;614;637;2350;1,0;ok;2,6245241165161133;3,543661587893963;1,0;1,85;100,0;0,0
102;50000;2;2;1;54;0;0;0;4;0;0;46137;46975;47500;47921;17125;16686;2000;2045;1466;600;604;608;1,0;ok;2,222771167755127;3,543661587893963;1,0;1,85;100,0;0,0
103;10000;1;2;2;29;6;2;2;2;0;0;8393;9069;8019;5819;5626;5621;1000;2000;1000;0;2000;1000;1,0;ok;2,2012429237365723;3,543661587893963;2,0;1,85;100,0;0,0
104;20000;1;2;2;39;0;0;0;0;0;0;15972;16432;17618;233991;17719;17740;1500;1600;347;354;355;0;1,0;ok;1,8627605438232422;3,543661587893963;1,0;1,85;100,0;0,0
105;300000;1;1;2;32;4;-2;-2;-2;-2;-2;264;264;264;98024;414;264;264;264;264;414;264;264;1,0;ok;2,24690842628479;3,543661587893963;2,0;1,85;100,0;0,0
106;360000;1;1;2;39;4;-1;-1;3;-2;-2;2758;1448;3740;0;0;0;1448;3740;0;0;0;3942;1,0;ok;2,8206276893615723;3,543661587893963;2,0;1,85;100,0;0,0
107;350000;1;2;1;39;4;0;0;0;0;0;179189;173622;470986;173283;169815;163058;6695;6958;6669;5596;5676;5487;1,0;ok;2,4950382709503174;3,543661587893963;2,0;1,85;100,0;0,0
108;500000;2;3;2;29;7;-2;-2;-2;7;-2;5024;798;5921;2381;823;801;802;5950;2392;827;805;30435;1,0;ok;6,843371391296387;3,543661587893963;2,0;1,85;100,0;0,0
109;280000;1;1;1;37;2;0;0;0;0;0;345864;21575;447450;23102;22734;29434;5000;3000;10000;165810;16934;10234;1,0;ok;6,5144219398498535;3,543661587893963;4,0;1,85;100,0;0,0
110;230000;2;3;1;37;1;-2;-2;3;-1;-1;0;0;386489;0;2533;0;0;0;0;2533;0;500;1,0;ok;3,8543214797973633;3,543661587893963;2,0;1,85;100,0;0,0
111;80000;1;3;1;58;1;-2;-2;-2;-2;-1;0;0;0;0;0;2060;0;0;0;0;2060;0;1,0;ok;1,5061919689178467;3,543661587893963;1,0;1,85;100,0;0,0
112;50000;1;2;2;49;-2;4;3;2;0;0;52321;51210;50125;48640;17450;60;0;0;94270;2000;1003;1076;1,0;ok;3,2983767986297607;3,543661587893963;2,0;1,85;100,0;0,0
113;150000;2;2;0;25;4;0;0;0;0;0;151761;149060;151308;152576;152368;142030;5752;6308;16644;12381;9320;5977;1,0;ok;3,9730048179626465;3,543661587893963;2,0;1,85;100,0;0,0
114;170000;1;2;1;27;6;-1;-1;-1;0;0;2697;0;1409;1337;1337;53885;0;1409;1337;0;53885;2000;1,0;ok;2,5099453926086426;3,543661587893963;2,0;1,85;100,0;0,0
115;160000;2;1;2;23;4;0;0;0;0;-2;151246;155926;113767;50531;-10;487537;10517;20258;20157;0;0;3570;1,0;ok;6,877560138702393;3,543661587893963;2,0;1,85;100,0;0,0
116;110000;2;1;1;29;4;-1;-1;5;0;-1;3261;1380;1380;2760;1380;1700;1380;1380;2760;0;1700;0;1,0;ok;3,759232521057129;3,543661587893963;2,0;1,85;100,0;0,0
117;390000;2;1;2;43;5;0;0;0;0;2;90294;87292;88335;89396;90769;91825;3200;3200;3200;3500;3300;4000;1,0;ok;2,1389567852020264;3,543661587893963;2,0;1,85;100,0;0,0
118;645267;2;2;1;34;-2;-2;-2;-2;7;-2;0;0;0;116;0;1500;0;0;116;0;1500;0;1,0;ok;6,924905776977539;3,543661587893963;2,0;1,85;100,0;0,0
119;280000;2;2;1;47;2;0;0;7;0;-1;231181;26610;24910;118077;5821;143866;1610;1910;1133;821;155681;4785;1,0;ok;4,040135383605957;3,543661587893963;3,0;1,85;100,0;0,0
120;260000;1;1;1;51;-1;-1;2;-1;-1;-1;229;674;476;2856;814;605;674;0;2880;814;605;211348;0,0;ok;2,9619076251983643;3,543661587893963;1,0;1,85;100,0;0,0
121;100000;1;6;1;35;0;0;0;0;0;0;96521;98728;481369;75704;55704;56810;3938;2515;2516;4022;2032;2112;1,0;ok;4,474053859710693;3,543661587893963;2,0;1,85;100,0;0,0
122;350000;1;2;1;37;-1;-1;-1;-1;-1;-1;325;294;336743;3543;1654;6186;294;6636;3559;1659;6215;325;1,0;ok;2,2820467948913574;3,543661587893963;1,0;1,85;100,0;0,0
123;419352;1;2;2;30;-1;2;2;2;-1;-1;780;780;390;0;780;0;390;0;234972;780;0;0;0,0;ok;5,881473064422607;3,543661587893963;2,0;1,85;100,0;0,0
124;440000;2;1;1;37;5;-1;-1;-1;-1;-1;5302;13333;686;-414;2736;12586;13333;1383;0;3150;17705;5500;1,0;ok;2,086780071258545;3,543661587893963;2,0;1,85;100,0;0,0
125;270000;2;1;2;36;4;0;0;0;0;0;16699;17908;19114;20341;20617;16223;1800;1500;1600;187208;1000;1000;1,0;ok;5,933827877044678;3,543661587893963;2,0;1,85;100,0;0,0
126;20000;1;1;2;28;1;-2;-2;5;-1;0;447587;0;0;0;12723;30000;0;0;0;12723;18000;32200;1,0;ok;5,891463279724121;3,543661587893963;2,0;1,85;100,0;0,0
127;140000;2;2;1;25;8;0;0;0;0;2;81960;81757;83046;84034;77659;77180;3005;3000;3000;3000;3000;5000;1,0;ok;3,0461275577545166;3,543661587893963;2,0;1,85;100,0;0,0
128;100000;2;3;1;26;0;0;0;0;0;0;45807;47099;414435;37735;35437;34155;5000;2500;299555;1597;2457;5660;1,0;ok;7,474945068359375;3,543661587893963;2,0;1,85;100,0;0,0
129;390000;1;1;2;26;2;0;0;0;0;0;112320;106156;399694;85806;76981;69641;5073;3950;2627;144440;2344;3036;1,0;ok;4,884729862213135;3,543661587893963;2,0;1,85;100,0;0,0
130;130000;2;1;1;38;7;-1;-1;-2;-2;-2;173931;649;0;0;0;0;649;0;0;0;0;0;1,0;ok;3,2406280040740967;3,543661587893963;2,0;1,85;100,0;0,0
131;170000;1;3;2;30;4;-1;0;0;0;0;10392;168088;168955;161351;126198;124746;168096;6409;7335;87298;4519;5003;1,0;ok;2,916525363922119;3,543661587893963;2,0;1,85;100,0;0,0
132;510954;1;1;1;34;-1;-1;-1;-1;-1;-1;4400;2990;3762;5231;2092;3395;3018;3772;5254;2098;3403;215;1,0;ok;2,8857223987579346;3,543661587893963;2,0;1,85;100,0;0,0
133;90000;2;2;1;50;0;0;0;2;0;0;456577;44512;390626;46615;47537;48616;2100;4200;0;2000;2000;2000;1,0;ok;4,722218036651611;3,543661587893963;2,0;1,85;100,0;0,0
134;390000;1;1;2;28;2;0;0;0;0;0;18891;19521;28868;29661;21907;8205;6000;10000;2000;15000;5000;2000;1,0;ok;0,694576621055603;3,543661587893963;1,0;1,85;100,0;0,0
135;190000;2;4;2;30;2;0;0;0;-1;0;198098;194576;202868;198936;28950;315432;4515;15466;4700;47450;16666;17549;1,0;ok;4,022339344024658;3,543661587893963;2,0;1,85;100,0;0,0
136;150000;2;2;1;37;2;0;0;0;0;0;135211;142398;121570;130780;130780;400363;10109;10000;10000;10000;20000;16100;1,0;ok;5,574793338775635;3,543661587893963;2,0;1,85;100,0;0,0
137;170000;2;2;1;45;8;0;0;0;0;0;169625;169944;169829;162988;125969;127643;6081;6336;5205;83204;4592;4677;1,0;ok;3,6960625648498535;3,543661587893963;2,0;1,85;100,0;0,0
