;Attribute1;Attribute2;Attribute3;Attribute4;Attribute5;Attribute6;Attribute7;Attribute8;Attribute9;Attribute10;Attribute11;Attribute12;Attribute13;Attribute14;Attribute15;Attribute16;Attribute17;Attribute18;Attribute19;Attribute20;class;predict;euclidean;euclidean_medio;hamming;hamming_medio;cobertura_pct;erro_pct
20;A14;12,0;A32;A43;2279,0;A65;A73;4,0;A93;A101;4,0;A124;37,0;A143;A153;1,0;A173;1,0;A192;A201;1;ok;11,262957572937012;12,522501370486092;20,0;20,0;34,0;0,0
21;A11;12,0;A32;A40;1228,0;A61;A73;4,0;A92;A101;2,0;A121;24,0;A143;A152;1,0;A171;1,0;A191;A201;0;ok;31,716941833496094;12,522501370486092;20,0;20,0;34,0;0,0
22;A11;30,0;A32;A41;3857,0;A61;A73;4,0;A91;A101;4,0;A122;40,0;A143;A152;1,0;A174;1,0;A192;A201;0;ok;12,983603477478027;12,522501370486092;20,0;20,0;34,0;0,0
25;A11;18,0;A32;A40;4380,0;A62;A73;3,0;A93;A101;4,0;A123;35,0;A143;A152;1,0;A171;2,0;A192;A201;0;ok;12,63302993774414;12,522501370486092;20,0;20,0;34,0;0,0
27;A11;6,0;A34;A43;1957,0;A61;A74;0,9999999999999998;A92;A101;4,0;A123;31,0;A143;A152;1,0;A173;1,0;A191;A201;1;ok;10,795719146728516;12,522501370486092;20,0;20,0;34,0;0,0
32;A12;72,0;A32;A43;5595,0;A62;A73;2,0;A94;A101;2,0;A123;24,0;A143;A152;1,0;A173;1,0;A191;A201;0;ok;10,641656875610352;12,522501370486092;20,0;20,0;34,0;0,0
39;A11;24,0;A32;A49;6568,0;A61;A73;2,0;A94;A101;2,0;A123;21,0;A142;A152;1,0;A171;1,0;A191;A201;0;ok;10,953706741333008;12,522501370486092;20,0;20,0;34,0;0,0
40;A11;33,0;A34;A42;4281,0;A63;A73;0,9999999999999998;A92;A101;4,0;A123;23,0;A143;A152;2,0;A173;1,0;A191;A201;0;ok;11,415237426757812;12,522501370486092;20,0;20,0;34,0;0,0
43;A11;60,0;A32;A49;7297,0;A61;A75;4,0;A93;A102;4,0;A124;36,0;A143;A151;1,0;A173;1,0;A191;A201;0;ok;12,805370330810547;12,522501370486092;20,0;20,0;34,0;0,0
46;A11;39,0;A34;A42;14179,0;A65;A74;4,0;A93;A101;4,0;A122;30,0;A143;A152;2,0;A174;1,0;A192;A201;0;ok;11,92815113067627;12,522501370486092;20,0;20,0;34,0;0,0
50;A12;48,0;A32;A43;10961,0;A64;A74;0,9999999999999998;A93;A102;2,0;A124;27,0;A141;A152;2,0;A173;1,0;A192;A201;1;ok;10,290050506591797;12,522501370486092;20,0;20,0;34,0;0,0
52;A11;12,0;A32;A40;900,0;A65;A73;4,0;A94;A101;2,0;A123;23,0;A143;A152;1,0;A173;1,0;A191;A201;0;ok;10,230854988098145;12,522501370486092;20,0;20,0;34,0;0,0
54;A12;36,0;A32;A46;12612,0;A62;A73;0,9999999999999998;A93;A101;4,0;A124;47,0;A143;A153;1,0;A173;2,0;A192;A201;1;ok;10,421821594238281;12,522501370486092;20,0;20,0;34,0;0,0
55;A12;6,0;A32;A43;753,0;A61;A73;2,0;A92;A103;3,0;A121;64,0;A143;A152;1,0;A173;1,0;A191;A201;0;ok;32,78680419921875;12,522501370486092;20,0;20,0;34,0;0,0
65;A11;12,0;A32;A40;900,0;A65;A73;4,0;A94;A101;2,0;A123;23,0;A143;A152;1,0;A173;1,0;A191;A201;1;ok;12,816699981689453;12,522501370486092;20,0;20,0;34,0;0,0
68;A11;24,0;A33;A43;1024,0;A61;A72;4,0;A94;A101;4,0;A121;48,0;A142;A152;1,0;A173;1,0;A191;A201;0;ok;10,743786811828613;12,522501370486092;20,0;20,0;34,0;0,0
69;A12;48,0;A31;A40;12169,0;A65;A71;4,0;A93;A102;4,0;A124;36,0;A143;A153;1,0;A174;1,0;A192;A201;1;ok;13,010367393493652;12,522501370486092;20,0;20,0;34,0;0,0
74;A12;39,0;A33;A46;11760,0;A62;A74;2,0;A93;A101;3,0;A124;32,0;A143;A151;1,0;A173;1,0;A192;A201;1;ok;33,22224426269531;12,522501370486092;20,0;20,0;34,0;0,0
75;A11;33,0;A34;A42;4281,0;A63;A73;0,9999999999999998;A92;A101;4,0;A123;23,0;A143;A152;2,0;A173;1,0;A191;A201;0;ok;11,12057113647461;12,522501370486092;20,0;20,0;34,0;0,0
78;A14;36,0;A32;A42;10974,0;A61;A71;4,0;A92;A101;2,0;A123;26,0;A143;A152;2,0;A174;1,0;A192;A201;1;ok;12,575803756713867;12,522501370486092;20,0;20,0;34,0;0,0
80;A12;48,0;A33;A49;6681,0;A65;A73;4,0;A93;A101;4,0;A124;38,0;A143;A153;1,0;A173;2,0;A192;A201;1;ok;12,931279182434082;12,522501370486092;20,0;20,0;34,0;0,0
81;A11;12,0;A34;A40;4843,0;A61;A75;3,0;A93;A102;4,0;A122;43,0;A143;A151;2,0;A173;1,0;A192;A201;0;ok;14,55174732208252;12,522501370486092;20,0;20,0;34,0;0,0
82;A12;18,0;A33;A45;6204,0;A61;A73;2,0;A93;A101;4,0;A121;44,0;A143;A152;1,0;A171;2,0;A192;A201;1;ok;10,537527084350586;12,522501370486092;20,0;20,0;34,0;0,0
83;A11;12,0;A34;A40;2171,0;A61;A73;4,0;A93;A101;4,0;A122;38,0;A141;A152;2,0;A171;1,0;A191;A202;1;ok;13,411774635314941;12,522501370486092;20,0;20,0;34,0;0,0
86;A14;30,0;A34;A43;5954,0;A61;A74;3,0;A93;A102;2,0;A123;38,0;A143;A152;1,0;A173;1,0;A191;A201;0;ok;10,80648136138916;12,522501370486092;20,0;20,0;34,0;0,0
88;A14;12,0;A31;A48;3447,0;A63;A73;4,0;A92;A101;3,0;A121;35,0;A143;A152;1,0;A171;2,0;A191;A201;0;ok;11,822779655456543;12,522501370486092;20,0;20,0;34,0;0,0
89;A11;13,0;A34;A49;1797,0;A61;A72;3,0;A93;A101;1,0;A122;28,0;A141;A152;2,0;A171;1,0;A191;A201;0;ok;8,565567016601562;12,522501370486092;20,0;20,0;34,0;0,0
91;A11;36,0;A34;A42;5371,0;A61;A73;3,0;A93;A103;2,0;A122;28,0;A143;A152;2,0;A173;1,0;A191;A201;1;ok;15,30875301361084;12,522501370486092;20,0;20,0;34,0;0,0
94;A11;18,0;A32;A43;2600,0;A61;A73;4,0;A93;A101;4,0;A124;65,0;A143;A153;2,0;A173;1,0;A191;A201;0;ok;9,5536470413208;12,522501370486092;20,0;20,0;34,0;0,0
99;A12;18,0;A34;A43;1245,0;A61;A73;4,0;A94;A101;2,0;A123;33,0;A143;A152;1,0;A173;1,0;A191;A201;0;ok;10,628494262695312;12,522501370486092;20,0;20,0;34,0;0,0
100;A11;12,0;A32;A43;727,0;A62;A72;4,0;A94;A101;3,0;A124;33,0;A143;A152;1,0;A171;1,0;A192;A201;0;ok;9,447026252746582;12,522501370486092;20,0;20,0;34,0;0,0
106;A14;24,0;A34;A40;1286,9999999999998;A64;A75;4,0;A92;A101;4,0;A121;37,0;A143;A152;2,0;A173;1,0;A192;A201;0;ok;11,478424072265625;12,522501370486092;20,0;20,0;34,0;0,0
112;A11;33,0;A34;A42;4281,0;A63;A73;0,9999999999999998;A92;A101;4,0;A123;23,0;A143;A152;2,0;A173;1,0;A191;A201;0;ok;12,461603164672852;12,522501370486092;20,0;20,0;34,0;0,0
113;A12;21,0;A32;A49;2767,0;A62;A75;4,0;A91;A101;2,0;A123;61,0;A141;A151;2,0;A171;1,0;A191;A201;0;ok;10,438430786132812;12,522501370486092;20,0;20,0;34,0;0,0
114;A14;18,0;A32;A43;433,0;A61;A71;3,0;A92;A102;4,0;A121;22,0;A143;A151;1,0;A173;1,0;A191;A201;0;ok;11,68847942352295;12,522501370486092;20,0;20,0;34,0;0,0
115;A12;30,0;A33;A43;1919,0;A62;A72;4,0;A93;A101;3,0;A124;30,0;A142;A152;2,0;A174;1,0;A191;A201;0;ok;10,719443321228027;12,522501370486092;20,0;20,0;34,0;0,0
117;A12;48,0;A33;A49;6681,0;A65;A73;4,0;A93;A101;4,0;A124;38,0;A143;A153;1,0;A173;2,0;A192;A201;1;ok;11,33069896697998;12,522501370486092;20,0;20,0;34,0;0,0
118;A12;12,0;A32;A40;1223,0;A61;A75;0,9999999999999998;A91;A101;1,0;A121;46,0;A143;A151;2,0;A173;1,0;A191;A201;0;ok;13,69830322265625;12,522501370486092;20,0;20,0;34,0;0,0
121;A14;36,0;A30;A45;2613,0;A61;A73;4,0;A93;A101;2,0;A123;27,0;A143;A152;2,0;A173;1,0;A191;A201;0;ok;10,690910339355469;12,522501370486092;20,0;20,0;34,0;0,0
128;A14;24,0;A32;A43;1552,0;A61;A74;3,0;A93;A101;1,0;A123;32,0;A141;A152;1,0;A173;2,0;A191;A201;0;ok;9,009676933288574;12,522501370486092;20,0;20,0;34,0;0,0
131;A14;12,0;A32;A41;1413,0;A64;A74;3,0;A93;A101;2,0;A122;55,0;A143;A152;1,0;A173;1,0;A191;A202;0;ok;26,523937225341797;12,522501370486092;20,0;20,0;34,0;0,0
132;A11;12,0;A32;A40;1274,0;A61;A72;3,0;A92;A101;1,0;A121;37,0;A143;A152;1,0;A171;1,0;A191;A201;0;ok;9,177263259887695;12,522501370486092;20,0;20,0;34,0;0,0
134;A11;6,0;A32;A42;1374,0000000000002;A61;A73;0,9999999999999998;A93;A101;2,0;A121;36,0;A141;A152;1,0;A171;1,0;A192;A201;1;ok;9,518261909484863;12,522501370486092;20,0;20,0;34,0;0,0
135;A12;24,0;A32;A43;1967,0;A61;A75;4,0;A92;A101;4,0;A123;20,0;A143;A152;1,0;A173;1,0;A192;A201;1;ok;10,705339431762695;12,522501370486092;20,0;20,0;34,0;0,0
137;A12;12,0;A32;A42;951,0;A62;A72;4,0;A92;A101;4,0;A123;27,0;A141;A151;4,0;A173;1,0;A191;A201;0;ok;13,2054443359375;12,522501370486092;20,0;20,0;34,0;0,0
139;A14;24,0;A34;A40;2022,0;A61;A73;4,0;A92;A101;4,0;A123;37,0;A143;A152;1,0;A173;1,0;A192;A201;1;ok;11,25484848022461;12,522501370486092;20,0;20,0;34,0;0,0
146;A12;21,0;A32;A49;2767,0;A62;A75;4,0;A91;A101;2,0;A123;61,0;A141;A151;2,0;A171;1,0;A191;A201;0;ok;10,474797248840332;12,522501370486092;20,0;20,0;34,0;0,0
148;A11;12,0;A34;A40;4843,0;A61;A75;3,0;A93;A102;4,0;A122;43,0;A143;A151;2,0;A173;1,0;A192;A201;0;ok;14,03613567352295;12,522501370486092;20,0;20,0;34,0;0,0
154;A14;12,0;A32;A43;2073,0;A62;A73;4,0;A92;A102;2,0;A121;28,0;A143;A152;1,0;A173;1,0;A191;A201;1;ok;13,942363739013672;12,522501370486092;20,0;20,0;34,0;0,0
158;A12;8,0;A32;A49;907,0;A61;A72;3,0;A94;A101;2,0;A121;26,0;A143;A152;1,0;A173;1,0;A192;A201;1;ok;10,27680778503418;12,522501370486092;20,0;20,0;34,0;0,0
163;A11;24,0;A32;A43;3660,0;A61;A73;2,0;A92;A101;4,0;A123;28,0;A143;A152;1,0;A173;1,0;A191;A201;0;ok;11,40214729309082;12,522501370486092;20,0;20,0;34,0;0,0
166;A14;24,0;A32;A41;2603,0;A64;A73;2,0;A92;A101;4,0;A123;28,0;A143;A151;1,0;A173;1,0;A192;A201;1;ok;10,484766960144043;12,522501370486092;20,0;20,0;34,0;0,0
177;A12;18,0;A34;A43;1245,0;A61;A73;4,0;A94;A101;2,0;A123;33,0;A143;A152;1,0;A173;1,0;A191;A201;0;ok;10,889740943908691;12,522501370486092;20,0;20,0;34,0;0,0
178;A11;18,0;A32;A43;3509,0;A61;A74;4,0;A92;A103;1,0;A121;25,0;A143;A152;1,0;A173;1,0;A191;A201;0;ok;11,38260555267334;12,522501370486092;20,0;20,0;34,0;0,0
187;A14;12,0;A32;A40;2133,0;A65;A75;4,0;A92;A101;4,0;A124;52,0;A143;A153;1,0;A174;1,0;A192;A201;1;ok;12,400215148925781;12,522501370486092;20,0;20,0;34,0;0,0
192;A12;48,0;A31;A49;6416,0;A61;A75;4,0;A92;A101;3,0;A124;59,0;A143;A151;1,0;A173;1,0;A191;A201;1;ok;11,273956298828125;12,522501370486092;20,0;20,0;34,0;0,0
193;A12;12,0;A32;A40;1223,0;A61;A75;0,9999999999999998;A91;A101;1,0;A121;46,0;A143;A151;2,0;A173;1,0;A191;A201;0;ok;10,683018684387207;12,522501370486092;20,0;20,0;34,0;0,0
196;A11;24,0;A32;A49;6568,0;A61;A73;2,0;A94;A101;2,0;A123;21,0;A142;A152;1,0;A171;1,0;A191;A201;0;ok;9,446187019348145;12,522501370486092;20,0;20,0;34,0;0,0
