;age;workclass;fnlwgt;education;education-num;marital-status;occupation;relationship;race;sex;capital-gain;capital-loss;hours-per-week;native-country;income;predict;euclidean;euclidean_medio;hamming;hamming_medio;cobertura_pct;erro_pct
99;28,0;Federal-gov;168524,0;Masters;14,0;Married-civ-spouse;Prof-specialty;Wife;White;Female;7688,0;0,0;35,0;United-States;>50K;ok;13,334212303161621;12,845879241211774;14,0;14,0;29,2;0,0
103;51,0;Private;231230,0;HS-grad;9,0;Married-civ-spouse;Machine-op-inspct;Husband;White;Male;0,0;0,0;45,0;United-States;<=50K;ok;12,329461097717285;12,845879241211774;14,0;14,0;29,2;0,0
105;19,0;;200790,0;12th;8,0;Married-civ-spouse;;Other-relative;White;Female;15023,999999999998;0,0;40,0;United-States;>50K;ok;11,83433723449707;12,845879241211774;14,0;14,0;29,2;0,0
108;62,0;Private;170984,0;Some-college;10,0;Married-civ-spouse;Craft-repair;Husband;White;Male;0,0;0,0;45,0;United-States;<=50K;ok;12,601890563964844;12,845879241211774;14,0;14,0;29,2;0,0
111;41,0;Federal-gov;183009,0;HS-grad;9,0;Married-civ-spouse;Transport-moving;Husband;Asian-Pac-Islander;Male;0,0;0,0;40,0;United-States;>50K;ok;11,866416931152344;12,845879241211774;14,0;14,0;29,2;0,0
114;40,0;Private;340797,0;Some-college;10,0;Never-married;Machine-op-inspct;Not-in-family;Asian-Pac-Islander;Female;0,0;0,0;40,0;United-States;>50K;ok;13,24959945678711;12,845879241211774;14,0;14,0;29,2;0,0
116;41,0;Private;145441,0;HS-grad;9,0;Married-civ-spouse;Machine-op-inspct;Husband;White;Male;0,0;0,0;40,0;United-States;>50K;ok;11,976045608520508;12,845879241211774;14,0;14,0;29,2;0,0
118;40,0;Self-emp-not-inc;194924,0;Some-college;10,0;Married-civ-spouse;Farming-fishing;Husband;White;Male;0,0;0,0;60,0;United-States;<=50K;ok;13,130207061767578;12,845879241211774;14,0;14,0;29,2;0,0
119;54,0;Private;256916,0;HS-grad;9,0;Married-civ-spouse;Exec-managerial;Husband;White;Male;0,0;0,0;45,0;United-States;<=50K;ok;12,502490043640137;12,845879241211774;14,0;14,0;29,2;0,0
120;39,0;Private;200598,0;Bachelors;13,0;Married-civ-spouse;Exec-managerial;Husband;White;Male;0,0;0,0;55,0;United-States;<=50K;ok;12,75450325012207;12,845879241211774;14,0;14,0;29,2;0,0
123;37,0;Self-emp-inc;116554,0;Masters;14,0;Divorced;Exec-managerial;Not-in-family;White;Female;0,0;0,0;70,0;United-States;<=50K;ok;13,503960609436035;12,845879241211774;14,0;14,0;29,2;0,0
124;35,0;Private;82552,0;Assoc-acdm;12,0;Married-civ-spouse;Tech-support;Husband;White;Male;0,0;0,0;40,0;United-States;>50K;ok;12,329505920410156;12,845879241211774;14,0;14,0;29,2;0,0
129;39,0;Federal-gov;113253,0;Bachelors;13,0;Married-civ-spouse;Prof-specialty;Wife;White;Female;0,0;0,0;50,0;United-States;>50K;ok;13,352326393127441;12,845879241211774;14,0;14,0;29,2;0,0
130;36,0;Private;191754,0;HS-grad;9,0;Married-civ-spouse;Craft-repair;Husband;White;Male;0,0;0,0;50,0;United-States;>50K;ok;12,112191200256348;12,845879241211774;14,0;14,0;29,2;0,0
131;64,0;Private;391121,0;7th-8th;4,0;Married-civ-spouse;Farming-fishing;Husband;White;Male;0,0;0,0;40,0;United-States;<=50K;ok;12,308836936950684;12,845879241211774;14,0;14,0;29,2;0,0
135;62,0;Private;35783,0;Some-college;10,0;Married-civ-spouse;Transport-moving;Husband;White;Male;0,0;0,0;60,0;United-States;<=50K;ok;13,518108367919922;12,845879241211774;14,0;14,0;29,2;0,0
140;30,0;Self-emp-inc;178383,0;Some-college;10,0;Married-civ-spouse;Craft-repair;Husband;Asian-Pac-Islander;Male;0,0;0,0;70,0;United-States;<=50K;ok;12,244765281677246;12,845879241211774;14,0;14,0;29,2;0,0
141;51,0;Private;231230,0;HS-grad;9,0;Married-civ-spouse;Machine-op-inspct;Husband;White;Male;0,0;0,0;45,0;United-States;<=50K;ok;12,249296188354492;12,845879241211774;14,0;14,0;29,2;0,0
144;29,0;Private;568490,0;HS-grad;9,0;Married-civ-spouse;Craft-repair;Husband;White;Male;0,0;0,0;40,0;United-States;>50K;ok;13,043375015258789;12,845879241211774;14,0;14,0;29,2;0,0
151;48,0;Federal-gov;283037,0;Bachelors;13,0;Married-civ-spouse;Prof-specialty;Husband;White;Male;0,0;0,0;40,0;United-States;>50K;ok;12,912002563476562;12,845879241211774;14,0;14,0;29,2;0,0
154;45,0;Self-emp-not-inc;31478,0;Bachelors;13,0;Married-civ-spouse;Sales;Husband;White;Male;2829,0;0,0;60,0;United-States;<=50K;ok;12,855629920959473;12,845879241211774;14,0;14,0;29,2;0,0
157;60,0;Private;125019,0;Bachelors;13,0;Divorced;Prof-specialty;Not-in-family;White;Female;8614,0;0,0;48,0;United-States;>50K;ok;13,54012680053711;12,845879241211774;14,0;14,0;29,2;0,0
162;34,0;Private;190385,0;Masters;14,0;Never-married;Prof-specialty;Not-in-family;White;Female;0,0;0,0;40,0;United-States;>50K;ok;13,335677146911621;12,845879241211774;14,0;14,0;29,2;0,0
164;59,0;Federal-gov;93211,0;Bachelors;13,0;Married-civ-spouse;Exec-managerial;Wife;White;Female;0,0;0,0;22,0;United-States;>50K;ok;12,91932201385498;12,845879241211774;14,0;14,0;29,2;0,0
171;45,0;Self-emp-not-inc;32172,0;HS-grad;9,0;Married-civ-spouse;Farming-fishing;Husband;White;Male;0,0;0,0;70,0;United-States;<=50K;ok;12,97181510925293;12,845879241211774;14,0;14,0;29,2;0,0
175;46,0;Private;59287,0;Some-college;10,0;Married-civ-spouse;Craft-repair;Husband;White;Male;0,0;0,0;40,0;United-States;<=50K;ok;12,340097427368164;12,845879241211774;14,0;14,0;29,2;0,0
177;50,0;Private;337606,0;HS-grad;9,0;Married-civ-spouse;Machine-op-inspct;Husband;White;Male;0,0;1485,0;40,0;United-States;<=50K;ok;12,705873489379883;12,845879241211774;14,0;14,0;29,2;0,0
179;26,0;Private;184872,0;Bachelors;13,0;Married-civ-spouse;Exec-managerial;Wife;White;Female;0,0;0,0;55,0;United-States;>50K;ok;13,23076057434082;12,845879241211774;14,0;14,0;29,2;0,0
185;26,0;Private;184872,0;Bachelors;13,0;Married-civ-spouse;Exec-managerial;Wife;White;Female;0,0;0,0;55,0;United-States;>50K;ok;12,90180778503418;12,845879241211774;14,0;14,0;29,2;0,0
189;34,0;Private;209808,0;Some-college;10,0;Married-civ-spouse;Adm-clerical;Husband;White;Male;0,0;0,0;40,0;United-States;>50K;ok;12,27499771118164;12,845879241211774;14,0;14,0;29,2;0,0
192;39,0;Private;117381,0;Some-college;10,0;Divorced;Transport-moving;Not-in-family;White;Male;0,0;0,0;65,0;United-States;<=50K;ok;12,88669490814209;12,845879241211774;14,0;14,0;29,2;0,0
199;45,0;Private;102318,0;Assoc-voc;11,0;Married-civ-spouse;Exec-managerial;Husband;White;Male;0,0;0,0;45,0;United-States;<=50K;ok;12,283119201660156;12,845879241211774;14,0;14,0;29,2;0,0
204;22,0;State-gov;201569,0;Bachelors;13,0;Never-married;Prof-specialty;Own-child;White;Female;0,0;0,0;20,0;United-States;<=50K;ok;13,095301628112793;12,845879241211774;14,0;14,0;29,2;0,0
205;51,0;Self-emp-not-inc;71046,00000000001;Bachelors;13,0;Married-civ-spouse;Farming-fishing;Husband;White;Male;0,0;0,0;60,0;United-States;>50K;ok;13,211875915527344;12,845879241211774;14,0;14,0;29,2;0,0
207;35,0;Private;187119,0;Some-college;10,0;Divorced;Exec-managerial;Not-in-family;White;Female;0,0;0,0;70,0;United-States;<=50K;ok;14,740263938903809;12,845879241211774;14,0;14,0;29,2;0,0
211;32,0;Private;353994,0;Bachelors;13,0;Married-civ-spouse;Exec-managerial;Other-relative;Asian-Pac-Islander;Female;0,0;0,0;40,0;Canada;>50K;ok;12,27620792388916;12,845879241211774;14,0;14,0;29,2;0,0
220;71,0;;250263,0;Some-college;10,0;Married-civ-spouse;;Husband;White;Male;3432,0;0,0;30,0;United-States;>50K;ok;13,435521125793457;12,845879241211774;14,0;14,0;29,2;0,0
224;44,0;Private;222504,0;Some-college;10,0;Married-civ-spouse;Adm-clerical;Wife;White;Female;0,0;0,0;45,0;United-States;>50K;ok;13,363537788391113;12,845879241211774;14,0;14,0;29,2;0,0
225;80,0;Self-emp-not-inc;201092,0;HS-grad;9,0;Married-civ-spouse;Other-service;Husband;White;Male;0,0;0,0;30,0;United-States;>50K;ok;12,776857376098633;12,845879241211774;14,0;14,0;29,2;0,0
227;37,0;State-gov;76767,0;Prof-school;15,0;Married-civ-spouse;Prof-specialty;Wife;White;Female;0,0;0,0;39,0;United-States;>50K;ok;14,531107902526855;12,845879241211774;14,0;14,0;29,2;0,0
231;44,0;Private;144778,0;Some-college;10,0;Separated;Exec-managerial;Not-in-family;White;Male;0,0;0,0;45,0;United-States;>50K;ok;12,779059410095215;12,845879241211774;14,0;14,0;29,2;0,0
235;26,0;Private;472411,0;Some-college;10,0;Married-civ-spouse;Sales;Husband;White;Male;0,0;0,0;40,0;United-States;>50K;ok;13,078210830688477;12,845879241211774;14,0;14,0;29,2;0,0
241;19,0;;200790,0;12th;8,0;Married-civ-spouse;;Other-relative;White;Female;15023,999999999998;0,0;40,0;United-States;>50K;ok;12,093013763427734;12,845879241211774;14,0;14,0;29,2;0,0
242;43,0;Federal-gov;118600,0;Bachelors;13,0;Divorced;Prof-specialty;Unmarried;White;Female;0,0;625,0;40,0;United-States;>50K;ok;12,60505199432373;12,845879241211774;14,0;14,0;29,2;0,0
245;62,0;Private;200834,0;Masters;14,0;Married-civ-spouse;Exec-managerial;Husband;White;Male;0,0;0,0;55,0;United-States;<=50K;ok;13,363726615905762;12,845879241211774;14,0;14,0;29,2;0,0
249;40,0;Private;120277,0;Bachelors;13,0;Married-civ-spouse;Sales;Husband;White;Male;0,0;0,0;45,0;United-States;>50K;ok;12,57658576965332;12,845879241211774;14,0;14,0;29,2;0,0
254;52,0;Federal-gov;290856,0;Bachelors;13,0;Married-civ-spouse;Prof-specialty;Husband;White;Male;0,0;0,0;40,0;United-States;>50K;ok;13,052855491638184;12,845879241211774;14,0;14,0;29,2;0,0
258;40,0;Private;193459,0;Assoc-acdm;12,0;Separated;Machine-op-inspct;Not-in-family;White;Male;0,0;0,0;40,0;Outlying-US(Guam-USVI-etc);>50K;ok;13,322876930236816;12,845879241211774;14,0;14,0;29,2;0,0
261;43,0;Federal-gov;175526,0;Some-college;10,0;Married-civ-spouse;Other-service;Husband;White;Male;0,0;0,0;40,0;United-States;>50K;ok;12,442220687866211;12,845879241211774;14,0;14,0;29,2;0,0
263;37,0;Private;189382,0;Assoc-acdm;12,0;Divorced;Adm-clerical;Not-in-family;White;Female;0,0;1504,0;40,0;United-States;<=50K;ok;12,300061225891113;12,845879241211774;14,0;14,0;29,2;0,0
268;52,0;Private;113522,0;HS-grad;9,0;Never-married;Machine-op-inspct;Not-in-family;White;Male;0,0;0,0;45,0;United-States;>50K;ok;12,41167163848877;12,845879241211774;14,0;14,0;29,2;0,0
270;44,0;Private;144778,0;Some-college;10,0;Separated;Exec-managerial;Not-in-family;White;Male;0,0;0,0;45,0;United-States;>50K;ok;12,90294075012207;12,845879241211774;14,0;14,0;29,2;0,0
273;41,0;Private;328013,0;Masters;14,0;Never-married;Prof-specialty;Not-in-family;Asian-Pac-Islander;Male;0,0;0,0;65,0;United-States;>50K;ok;14,324348449707031;12,845879241211774;14,0;14,0;29,2;0,0
280;39,0;Private;200598,0;Bachelors;13,0;Married-civ-spouse;Exec-managerial;Husband;White;Male;0,0;0,0;55,0;United-States;<=50K;ok;12,860815048217773;12,845879241211774;14,0;14,0;29,2;0,0
283;27,0;Private;106562,0;Bachelors;13,0;Never-married;Prof-specialty;Not-in-family;White;Female;0,0;0,0;50,0;United-States;>50K;ok;12,861007690429688;12,845879241211774;14,0;14,0;29,2;0,0
286;57,0;Private;204816,0;Masters;14,0;Divorced;Prof-specialty;Not-in-family;White;Male;0,0;0,0;30,0;United-States;>50K;ok;12,767529487609863;12,845879241211774;14,0;14,0;29,2;0,0
287;35,0;Private;112271,0;Some-college;10,0;Married-civ-spouse;Craft-repair;Husband;White;Male;0,0;0,0;45,0;United-States;<=50K;ok;12,272150039672852;12,845879241211774;14,0;14,0;29,2;0,0
289;51,0;Private;117700,0;Some-college;10,0;Married-civ-spouse;Adm-clerical;Wife;White;Female;0,0;0,0;40,0;United-States;<=50K;ok;12,910594940185547;12,845879241211774;14,0;14,0;29,2;0,0
290;59,0;Federal-gov;93211,0;Bachelors;13,0;Married-civ-spouse;Exec-managerial;Wife;White;Female;0,0;0,0;22,0;United-States;>50K;ok;13,384598731994629;12,845879241211774;14,0;14,0;29,2;0,0
293;32,0;Private;353994,0;Bachelors;13,0;Married-civ-spouse;Exec-managerial;Other-relative;Asian-Pac-Islander;Female;0,0;0,0;40,0;Canada;<=50K;ok;11,57781982421875;12,845879241211774;14,0;14,0;29,2;0,0
294;49,0;Private;192323,0;HS-grad;9,0;Married-civ-spouse;Craft-repair;Husband;White;Male;0,0;0,0;40,0;United-States;>50K;ok;12,163141250610352;12,845879241211774;14,0;14,0;29,2;0,0
300;61,0;Private;224699,0;Bachelors;13,0;Married-civ-spouse;Exec-managerial;Wife;White;Female;0,0;0,0;30,0;United-States;<=50K;ok;13,292567253112793;12,845879241211774;14,0;14,0;29,2;0,0
301;42,0;Private;32981,0;HS-grad;9,0;Divorced;Machine-op-inspct;Not-in-family;White;Male;0,0;0,0;40,0;United-States;<=50K;ok;11,50174331665039;12,845879241211774;14,0;14,0;29,2;0,0
305;29,0;Private;161155,0;Assoc-acdm;12,0;Married-civ-spouse;Prof-specialty;Husband;White;Male;0,0;0,0;50,0;United-States;<=50K;ok;12,403011322021484;12,845879241211774;14,0;14,0;29,2;0,0
307;45,0;Federal-gov;374450,0;HS-grad;9,0;Married-civ-spouse;Transport-moving;Wife;White;Female;5178,0;0,0;40,0;United-States;>50K;ok;12,997200012207031;12,845879241211774;14,0;14,0;29,2;0,0
308;37,0;Self-emp-not-inc;42044,0;Some-college;10,0;Married-civ-spouse;Farming-fishing;Husband;White;Male;0,0;0,0;84,0;United-States;<=50K;ok;13,460741996765137;12,845879241211774;14,0;14,0;29,2;0,0
310;69,0;Private;135891,0;Bachelors;13,0;Married-civ-spouse;Prof-specialty;Husband;White;Male;0,0;0,0;7,0;United-States;>50K;ok;12,529943466186523;12,845879241211774;14,0;14,0;29,2;0,0
312;70,0;Federal-gov;127463,0;HS-grad;9,0;Married-civ-spouse;Sales;Husband;White;Male;0,0;0,0;40,0;United-States;<=50K;ok;12,967233657836914;12,845879241211774;14,0;14,0;29,2;0,0
314;45,0;Federal-gov;374450,0;HS-grad;9,0;Married-civ-spouse;Transport-moving;Wife;White;Female;5178,0;0,0;40,0;United-States;>50K;ok;13,3958158493042;12,845879241211774;14,0;14,0;29,2;0,0
316;79,0;Federal-gov;146244,0;Doctorate;16,0;Widowed;Prof-specialty;Unmarried;White;Female;0,0;0,0;40,0;United-States;<=50K;ok;15,492344856262207;12,845879241211774;14,0;14,0;29,2;0,0
320;54,0;Self-emp-not-inc;114520,0;Some-college;10,0;Married-civ-spouse;Sales;Husband;White;Male;0,0;0,0;40,0;United-States;<=50K;ok;12,408660888671875;12,845879241211774;14,0;14,0;29,2;0,0
323;19,0;;200790,0;12th;8,0;Married-civ-spouse;;Other-relative;White;Female;15023,999999999998;0,0;40,0;United-States;>50K;ok;12,177287101745605;12,845879241211774;14,0;14,0;29,2;0,0
325;59,0;Private;229939,0;HS-grad;9,0;Married-civ-spouse;Sales;Husband;White;Male;0,0;0,0;40,0;United-States;<=50K;ok;12,63374137878418;12,845879241211774;14,0;14,0;29,2;0,0
326;19,0;;200790,0;12th;8,0;Married-civ-spouse;;Other-relative;White;Female;15023,999999999998;0,0;40,0;United-States;>50K;ok;12,870226860046387;12,845879241211774;14,0;14,0;29,2;0,0
327;28,0;Private;204734,0;Some-college;10,0;Married-civ-spouse;Tech-support;Wife;White;Female;0,0;0,0;40,0;United-States;<=50K;ok;12,854852676391602;12,845879241211774;14,0;14,0;29,2;0,0
328;41,0;Federal-gov;183009,0;HS-grad;9,0;Married-civ-spouse;Transport-moving;Husband;Asian-Pac-Islander;Male;0,0;0,0;40,0;United-States;>50K;ok;11,000528335571289;12,845879241211774;14,0;14,0;29,2;0,0
330;26,0;Federal-gov;73047,0;Some-college;10,0;Married-civ-spouse;Exec-managerial;Husband;White;Male;0,0;0,0;32,0;United-States;>50K;ok;11,342083930969238;12,845879241211774;14,0;14,0;29,2;0,0
333;58,0;Private;32954,0;Some-college;10,0;Divorced;Adm-clerical;Not-in-family;White;Female;0,0;0,0;40,0;United-States;>50K;ok;12,719026565551758;12,845879241211774;14,0;14,0;29,2;0,0
335;41,0;Private;106679,0;Masters;14,0;Never-married;Exec-managerial;Not-in-family;White;Male;27828,0;0,0;50,0;United-States;>50K;ok;15,899691581726074;12,845879241211774;14,0;14,0;29,2;0,0
336;39,0;Federal-gov;113253,0;Bachelors;13,0;Married-civ-spouse;Prof-specialty;Wife;White;Female;0,0;0,0;50,0;United-States;>50K;ok;13,273756980895996;12,845879241211774;14,0;14,0;29,2;0,0
337;29,0;Private;244473,0;Assoc-voc;11,0;Married-civ-spouse;Tech-support;Husband;White;Male;0,0;2050,9999999999995;40,0;United-States;<=50K;ok;12,763753890991211;12,845879241211774;14,0;14,0;29,2;0,0
342;37,0;Self-emp-not-inc;42044,0;Some-college;10,0;Married-civ-spouse;Farming-fishing;Husband;White;Male;0,0;0,0;84,0;United-States;<=50K;ok;13,627911567687988;12,845879241211774;14,0;14,0;29,2;0,0
349;36,0;Private;191754,0;HS-grad;9,0;Married-civ-spouse;Craft-repair;Husband;White;Male;0,0;0,0;50,0;United-States;>50K;ok;12,128265380859375;12,845879241211774;14,0;14,0;29,2;0,0
361;27,0;Private;247711,0;Bachelors;13,0;Never-married;Sales;Not-in-family;White;Female;0,0;2258,0;55,0;United-States;<=50K;ok;13,89676284790039;12,845879241211774;14,0;14,0;29,2;0,0
374;46,0;Private;59287,0;Some-college;10,0;Married-civ-spouse;Craft-repair;Husband;White;Male;0,0;0,0;40,0;United-States;<=50K;ok;12,0933837890625;12,845879241211774;14,0;14,0;29,2;0,0
375;30,0;Private;36383,0;Bachelors;13,0;Married-civ-spouse;Sales;Husband;White;Male;0,0;0,0;40,0;Mexico;>50K;ok;13,336982727050781;12,845879241211774;14,0;14,0;29,2;0,0
376;54,0;Private;104501,0;Some-college;10,0;Married-civ-spouse;Sales;Husband;White;Male;15023,999999999998;0,0;40,0;United-States;>50K;ok;13,115669250488281;12,845879241211774;14,0;14,0;29,2;0,0
378;50,0;Self-emp-not-inc;43705,0;Bachelors;13,0;Divorced;Exec-managerial;Not-in-family;White;Male;0,0;0,0;50,0;United-States;<=50K;ok;12,705930709838867;12,845879241211774;14,0;14,0;29,2;0,0
379;36,0;Self-emp-not-inc;347491,0;Doctorate;16,0;Married-civ-spouse;Prof-specialty;Husband;White;Male;0,0;0,0;35,0;United-States;>50K;ok;13,272068977355957;12,845879241211774;14,0;14,0;29,2;0,0
386;28,0;Private;47907,0;Bachelors;13,0;Never-married;Adm-clerical;Not-in-family;White;Female;0,0;0,0;40,0;United-States;<=50K;ok;12,902356147766113;12,845879241211774;14,0;14,0;29,2;0,0
392;38,0;Federal-gov;161463,0;Some-college;10,0;Married-civ-spouse;Other-service;Husband;Asian-Pac-Islander;Male;0,0;0,0;40,0;United-States;<=50K;ok;12,56779956817627;12,845879241211774;14,0;14,0;29,2;0,0
394;41,0;Private;443508,0;Bachelors;13,0;Married-civ-spouse;Transport-moving;Husband;White;Male;0,0;0,0;48,0;Canada;>50K;ok;12,317947387695312;12,845879241211774;14,0;14,0;29,2;0,0
395;29,0;Private;231554,0;Some-college;10,0;Married-civ-spouse;Adm-clerical;Husband;Asian-Pac-Islander;Male;0,0;0,0;50,0;United-States;<=50K;ok;12,88918399810791;12,845879241211774;14,0;14,0;29,2;0,0
401;41,0;Private;145441,0;HS-grad;9,0;Married-civ-spouse;Machine-op-inspct;Husband;White;Male;0,0;0,0;40,0;United-States;>50K;ok;11,972965240478516;12,845879241211774;14,0;14,0;29,2;0,0
406;43,0;Private;398959,0;Some-college;10,0;Married-civ-spouse;Craft-repair;Husband;White;Male;0,0;0,0;40,0;United-States;<=50K;ok;13,133984565734863;12,845879241211774;14,0;14,0;29,2;0,0
409;24,0;Private;196742,0;HS-grad;9,0;Divorced;Other-service;Unmarried;White;Female;0,0;0,0;40,0;United-States;<=50K;ok;11,932809829711914;12,845879241211774;14,0;14,0;29,2;0,0
410;44,0;Federal-gov;117012,0;Masters;14,0;Married-civ-spouse;Prof-specialty;Wife;White;Female;0,0;1887,0000000000002;40,0;United-States;>50K;ok;14,472261428833008;12,845879241211774;14,0;14,0;29,2;0,0
