;Attribute1;Attribute2;Attribute3;Attribute4;Attribute5;Attribute6;Attribute7;Attribute8;Attribute9;Attribute10;Attribute11;Attribute12;Attribute13;Attribute14;Attribute15;Attribute16;Attribute17;Attribute18;Attribute19;Attribute20;class;predict;euclidean;euclidean_medio;hamming;hamming_medio;cobertura_pct;erro_pct
78;A11;36,0;A32;A42;3959,0;A61;A71;4,0;A93;A101;3,0;A122;30,0;A143;A152;1,0;A174;1,0;A192;A201;1;ok;11,601066589355469;11,715818683306376;20,0;20,0;36,0;0,0
80;A11;42,0;A32;A42;7882,0;A61;A74;2,0;A93;A103;4,0;A122;45,0;A143;A153;1,0;A173;2,0;A191;A201;1;ok;12,906954765319824;11,715818683306376;20,0;20,0;36,0;0,0
83;A14;6,0;A30;A43;426,0;A61;A75;4,0;A94;A101;4,0;A123;39,0;A143;A152;1,0;A171;1,0;A191;A201;1;ok;11,867032051086426;11,715818683306376;20,0;20,0;36,0;0,0
85;A12;18,0;A33;A42;4297,0;A61;A75;4,0;A91;A101;3,0;A124;40,0;A143;A152;1,0;A174;1,0;A192;A201;1;ok;10,27882194519043;11,715818683306376;20,0;20,0;36,0;0,0
90;A14;21,0;A34;A40;12680,0;A65;A75;4,0;A93;A101;4,0;A124;30,0;A143;A153;1,0;A174;1,0;A192;A201;0;ok;11,180465698242188;11,715818683306376;20,0;20,0;36,0;0,0
99;A11;12,0;A32;A40;900,0;A65;A73;4,0;A94;A101;2,0;A123;23,0;A143;A152;1,0;A173;1,0;A191;A201;0;ok;9,619441986083984;11,715818683306376;20,0;20,0;36,0;0,0
101;A11;12,0;A32;A41;3386,0;A61;A75;3,0;A93;A101;4,0;A124;35,0;A143;A153;1,0;A173;1,0;A192;A201;0;ok;12,395888328552246;11,715818683306376;20,0;20,0;36,0;0,0
102;A11;12,0;A32;A42;1289,0;A61;A73;4,0;A93;A103;1,0;A122;21,0;A143;A152;1,0;A171;1,0;A191;A201;1;ok;10,361373901367188;11,715818683306376;20,0;20,0;36,0;0,0
105;A11;18,0;A30;A42;3114,0;A61;A72;0,9999999999999998;A92;A101;4,0;A122;26,0;A143;A151;1,0;A173;1,0;A191;A201;1;ok;10,491058349609375;11,715818683306376;20,0;20,0;36,0;0,0
109;A11;24,0;A31;A49;3161,0;A61;A73;4,0;A93;A101;2,0;A122;31,0;A143;A151;1,0;A173;1,0;A192;A201;0;ok;11,33116626739502;11,715818683306376;20,0;20,0;36,0;0,0
110;A11;18,0;A32;A41;7511,0;A65;A75;0,9999999999999998;A93;A101;4,0;A122;51,0;A143;A153;1,0;A173;2,0;A192;A201;1;ok;12,541695594787598;11,715818683306376;20,0;20,0;36,0;0,0
116;A11;21,0;A32;A43;2606,0;A61;A72;4,0;A92;A101;4,0;A122;28,0;A143;A151;1,0;A174;1,0;A192;A201;1;ok;12,565537452697754;11,715818683306376;20,0;20,0;36,0;0,0
117;A14;60,0;A34;A40;13756,0;A65;A75;2,0;A93;A101;4,0;A124;63,0;A141;A153;1,0;A174;1,0;A192;A201;1;ok;13,243367195129395;11,715818683306376;20,0;20,0;36,0;0,0
118;A11;18,0;A32;A42;2039,0;A61;A73;0,9999999999999998;A92;A101;4,0;A121;20,0;A141;A151;1,0;A173;1,0;A191;A201;0;ok;12,602593421936035;11,715818683306376;20,0;20,0;36,0;0,0
122;A14;24,0;A32;A43;3621,0;A62;A75;2,0;A93;A101;4,0;A123;31,0;A143;A152;2,0;A173;1,0;A191;A201;0;ok;10,687419891357422;11,715818683306376;20,0;20,0;36,0;0,0
123;A14;18,0;A32;A43;433,0;A61;A71;3,0;A92;A102;4,0;A121;22,0;A143;A151;1,0;A173;1,0;A191;A201;1;ok;11,05037784576416;11,715818683306376;20,0;20,0;36,0;0,0
125;A11;18,0;A30;A42;3114,0;A61;A72;0,9999999999999998;A92;A101;4,0;A122;26,0;A143;A151;1,0;A173;1,0;A191;A201;0;ok;10,548118591308594;11,715818683306376;20,0;20,0;36,0;0,0
126;A14;24,0;A32;A43;3621,0;A62;A75;2,0;A93;A101;4,0;A123;31,0;A143;A152;2,0;A173;1,0;A191;A201;0;ok;9,571356773376465;11,715818683306376;20,0;20,0;36,0;0,0
128;A11;21,0;A32;A42;3599,0;A61;A74;0,9999999999999998;A92;A101;4,0;A123;26,0;A143;A151;1,0;A171;1,0;A191;A201;0;ok;9,271358489990234;11,715818683306376;20,0;20,0;36,0;0,0
129;A11;24,0;A31;A41;3632,0;A61;A73;0,9999999999999998;A92;A103;4,0;A123;22,0;A141;A151;1,0;A173;1,0;A191;A202;1;ok;14,88792896270752;11,715818683306376;20,0;20,0;36,0;0,0
139;A12;12,0;A32;A43;1155,0;A61;A75;3,0;A94;A103;3,0;A121;40,0;A141;A152;2,0;A171;1,0;A191;A201;1;ok;11,808971405029297;11,715818683306376;20,0;20,0;36,0;0,0
141;A11;24,0;A32;A42;3149,0;A61;A72;4,0;A93;A101;1,0;A124;22,0;A141;A153;1,0;A173;1,0;A191;A201;1;ok;10,352673530578613;11,715818683306376;20,0;20,0;36,0;0,0
142;A14;60,0;A33;A43;15653,0;A61;A74;2,0;A93;A101;4,0;A123;21,0;A143;A152;2,0;A173;1,0;A192;A201;1;ok;13,111729621887207;11,715818683306376;20,0;20,0;36,0;0,0
145;A11;24,0;A31;A40;1193,0;A61;A71;0,9999999999999998;A92;A102;4,0;A124;29,0;A143;A151;2,0;A171;1,0;A191;A201;0;ok;10,117673873901367;11,715818683306376;20,0;20,0;36,0;0,0
148;A14;12,0;A34;A49;2292,0;A61;A71;4,0;A93;A101;2,0;A123;42,0;A142;A152;2,0;A174;1,0;A192;A201;0;ok;12,916609764099121;11,715818683306376;20,0;20,0;36,0;0,0
150;A14;12,0;A34;A49;2292,0;A61;A71;4,0;A93;A101;2,0;A123;42,0;A142;A152;2,0;A174;1,0;A192;A201;0;ok;11,451146125793457;11,715818683306376;20,0;20,0;36,0;0,0
154;A12;10,0;A31;A43;1048,0;A61;A73;4,0;A93;A101;4,0;A121;23,0;A142;A152;1,0;A171;1,0;A191;A201;1;ok;12,355117797851562;11,715818683306376;20,0;20,0;36,0;0,0
158;A11;12,0;A32;A42;1282,0;A61;A73;2,0;A92;A101;4,0;A123;20,0;A143;A151;1,0;A173;1,0;A191;A201;1;ok;9,644503593444824;11,715818683306376;20,0;20,0;36,0;0,0
159;A11;36,0;A34;A42;5371,0;A61;A73;3,0;A93;A103;2,0;A122;28,0;A143;A152;2,0;A173;1,0;A191;A201;1;ok;10,953858375549316;11,715818683306376;20,0;20,0;36,0;0,0
162;A12;20,0;A30;A41;6148,0;A62;A75;3,0;A94;A101;4,0;A123;31,0;A141;A152;2,0;A173;1,0;A192;A201;1;ok;11,530927658081055;11,715818683306376;20,0;20,0;36,0;0,0
163;A11;18,0;A32;A42;2039,0;A61;A73;0,9999999999999998;A92;A101;4,0;A121;20,0;A141;A151;1,0;A173;1,0;A191;A201;0;ok;9,672739028930664;11,715818683306376;20,0;20,0;36,0;0,0
166;A11;18,0;A32;A43;2600,0;A61;A73;4,0;A93;A101;4,0;A124;65,0;A143;A153;2,0;A173;1,0;A191;A201;1;ok;10,304402351379395;11,715818683306376;20,0;20,0;36,0;0,0
167;A12;18,0;A33;A42;4297,0;A61;A75;4,0;A91;A101;3,0;A124;40,0;A143;A152;1,0;A174;1,0;A192;A201;0;ok;11,24502182006836;11,715818683306376;20,0;20,0;36,0;0,0
169;A11;18,0;A32;A40;976,0;A61;A72;0,9999999999999998;A92;A101;2,0;A123;23,0;A143;A152;1,0;A171;1,0;A191;A201;1;ok;10,833292961120605;11,715818683306376;20,0;20,0;36,0;0,0
172;A11;24,0;A31;A40;1193,0;A61;A71;0,9999999999999998;A92;A102;4,0;A124;29,0;A143;A151;2,0;A171;1,0;A191;A201;0;ok;10,059955596923828;11,715818683306376;20,0;20,0;36,0;0,0
178;A12;12,0;A32;A49;841,0;A62;A74;2,0;A92;A101;4,0;A121;23,0;A143;A151;1,0;A171;1,0;A191;A201;0;ok;10,028125762939453;11,715818683306376;20,0;20,0;36,0;0,0
182;A11;12,0;A34;A40;691,0;A61;A75;4,0;A93;A101;3,0;A122;35,0;A143;A152;2,0;A173;1,0;A191;A201;0;ok;10,637712478637695;11,715818683306376;20,0;20,0;36,0;0,0
186;A11;24,0;A32;A43;1823,0;A61;A71;4,0;A93;A101;2,0;A123;30,0;A142;A152;1,0;A174;2,0;A191;A201;0;ok;11,754929542541504;11,715818683306376;20,0;20,0;36,0;0,0
187;A14;27,0;A33;A41;8613,0;A64;A73;2,0;A93;A101;2,0;A123;27,0;A143;A152;2,0;A173;1,0;A191;A201;1;ok;10,914118766784668;11,715818683306376;20,0;20,0;36,0;0,0
191;A11;24,0;A32;A40;915,0;A65;A75;4,0;A92;A101;2,0;A123;29,0;A141;A152;1,0;A173;1,0;A191;A201;1;ok;10,764922142028809;11,715818683306376;20,0;20,0;36,0;0,0
