;age;job;marital;education;default;balance;housing;loan;contact;day_of_week;month;duration;campaign;pdays;previous;poutcome;y;predict;euclidean;euclidean_medio;hamming;hamming_medio;cobertura_pct;erro_pct
28;42,0;technician;married;secondary;no;994,0;yes;no;cellular;12,0;nov;227,0;3,0;92,99999999999999;6,0;success;yes;ok;7,834909915924072;9,194990344669508;16,0;16,0;32,2;0,0
29;47,0;management;married;tertiary;no;999,0;no;no;cellular;16,0;nov;111,0;1,0;94,00000000000001;1,0;other;no;ok;7,837018966674805;9,194990344669508;16,0;16,0;32,2;0,0
31;34,0;technician;single;secondary;no;1313,0;no;no;cellular;22,0;jul;427,0;2,0;94,00000000000001;4,0;failure;yes;ok;8,711555480957031;9,194990344669508;16,0;16,0;32,2;0,0
32;26,0;management;single;tertiary;no;9447,0;no;no;cellular;4,0;sep;113,0;1,0;100,00000000000001;2,0;other;no;ok;6,5064377784729;9,194990344669508;16,0;16,0;32,2;0,0
33;48,0;blue-collar;married;secondary;no;480,0;yes;no;cellular;15,0;may;830,0;1,0;352,0;2,0;failure;yes;ok;8,955680847167969;9,194990344669508;16,0;16,0;32,2;0,0
44;34,0;admin.;divorced;secondary;no;479,0;yes;no;cellular;12,0;may;515,0;1,0;350,0;5,0;failure;yes;ok;7,576202392578125;9,194990344669508;16,0;16,0;32,2;0,0
45;38,0;admin.;married;secondary;no;47,0;yes;no;cellular;10,0;aug;120,0;1,0;98,00000000000001;5,0;success;no;ok;7,1228928565979;9,194990344669508;16,0;16,0;32,2;0,0
48;57,0;management;divorced;tertiary;no;3287,0;no;no;cellular;30,0;mar;277,0;2,0;337,0;1,0;success;yes;ok;9,475386619567871;9,194990344669508;16,0;16,0;32,2;0,0
49;33,0;management;married;tertiary;no;5878,0;no;no;cellular;23,0;oct;438,0;1,0;430,0;2,0;failure;yes;ok;8,54336929321289;9,194990344669508;16,0;16,0;32,2;0,0
50;75,0;retired;married;secondary;no;324,0;no;no;telephone;12,0;nov;124,0;2,0;91,0;4,0;other;no;ok;10,800065994262695;9,194990344669508;16,0;16,0;32,2;0,0
51;54,0;management;married;tertiary;no;67,0;yes;no;cellular;2,0;feb;161,0;3,0;73,0;1,0;other;yes;ok;7,529297351837158;9,194990344669508;16,0;16,0;32,2;0,0
52;31,0;blue-collar;married;secondary;no;625,0000000000001;yes;no;cellular;2,0;jul;135,0;2,0;49,0;3,0;failure;yes;ok;5,733065605163574;9,194990344669508;16,0;16,0;32,2;0,0
53;42,0;unemployed;married;secondary;no;356,0;yes;no;cellular;7,0;may;787,0;3,0;356,0;2,0;failure;yes;ok;7,728606700897217;9,194990344669508;16,0;16,0;32,2;0,0
62;29,0;admin.;single;secondary;no;1448,0;no;no;cellular;10,0;mar;217,0;1,0;184,0;7,0;other;yes;ok;17,6617431640625;9,194990344669508;16,0;16,0;32,2;0,0
63;58,0;blue-collar;married;primary;no;3109,0;no;no;cellular;29,0;jun;295,0;1,0;287,0;4,0;success;yes;ok;15,461782455444336;9,194990344669508;16,0;16,0;32,2;0,0
66;42,0;unemployed;married;secondary;no;356,0;yes;no;cellular;7,0;may;787,0;3,0;356,0;2,0;failure;yes;ok;9,523987770080566;9,194990344669508;16,0;16,0;32,2;0,0
72;55,0;services;married;secondary;no;0,0;no;no;cellular;22,0;oct;102,0;1,0;106,0;1,0;failure;no;ok;8,390366554260254;9,194990344669508;16,0;16,0;32,2;0,0
80;42,0;unemployed;married;secondary;no;356,0;yes;no;cellular;7,0;may;787,0;3,0;356,0;2,0;failure;yes;ok;8,228620529174805;9,194990344669508;16,0;16,0;32,2;0,0
81;75,0;blue-collar;married;secondary;no;6053,0;no;no;cellular;11,0;feb;865,0;2,0;190,0;1,0;failure;no;ok;9,91006088256836;9,194990344669508;16,0;16,0;32,2;0,0
82;40,0;technician;married;secondary;no;694,0;yes;no;cellular;3,0;jun;431,0;2,0;119,0;9,0;failure;yes;ok;15,048816680908203;9,194990344669508;16,0;16,0;32,2;0,0
86;32,0;blue-collar;married;secondary;no;10287,0;yes;no;cellular;27,0;may;281,0;4,0;188,0;1,0;failure;no;ok;8,09394359588623;9,194990344669508;16,0;16,0;32,2;0,0
88;55,0;management;single;tertiary;no;-350,0;no;no;telephone;3,0;feb;87,0;4,0;6,0;1,0;other;no;ok;9,066606521606445;9,194990344669508;16,0;16,0;32,2;0,0
90;38,0;unemployed;married;primary;no;7005,0;yes;no;cellular;25,0;jan;696,0;1,0;202,0;2,0;success;yes;ok;9,361589431762695;9,194990344669508;16,0;16,0;32,2;0,0
91;35,0;technician;single;secondary;no;27,0;yes;no;cellular;25,0;may;214,0;1,0;305,0;1,0;other;yes;ok;7,056540012359619;9,194990344669508;16,0;16,0;32,2;0,0
93;53,0;services;married;secondary;no;341,0;no;no;cellular;12,0;aug;90,0;2,0;104,0;2,0;success;no;ok;6,879644393920898;9,194990344669508;16,0;16,0;32,2;0,0
95;29,0;blue-collar;married;secondary;no;751,0;yes;no;cellular;6,0;may;211,0;1,0;288,0;5,0;success;yes;ok;5,945793151855469;9,194990344669508;16,0;16,0;32,2;0,0
97;61,0;retired;married;tertiary;no;5267,0;no;no;cellular;18,0;aug;212,0;7,0;188,0;3,0;success;no;ok;16,094480514526367;9,194990344669508;16,0;16,0;32,2;0,0
98;53,0;services;married;secondary;no;341,0;no;no;cellular;12,0;aug;90,0;2,0;104,0;2,0;success;yes;ok;7,165315628051758;9,194990344669508;16,0;16,0;32,2;0,0
99;39,0;technician;married;secondary;no;2266,0;no;no;cellular;22,0;may;86,0;1,0;92,99999999999999;4,0;success;yes;ok;7,461448669433594;9,194990344669508;16,0;16,0;32,2;0,0
100;34,0;technician;married;secondary;no;0,0;yes;no;cellular;3,0;aug;261,0;1,0;470,0;2,0;failure;yes;ok;6,519608020782471;9,194990344669508;16,0;16,0;32,2;0,0
103;35,0;technician;single;secondary;no;27,0;yes;no;cellular;25,0;may;214,0;1,0;305,0;1,0;other;no;ok;7,489419460296631;9,194990344669508;16,0;16,0;32,2;0,0
104;31,0;blue-collar;married;secondary;no;625,0000000000001;yes;no;cellular;2,0;jul;135,0;2,0;49,0;3,0;failure;yes;ok;5,204474925994873;9,194990344669508;16,0;16,0;32,2;0,0
107;35,0;blue-collar;married;secondary;no;149,0;yes;no;cellular;29,0;apr;507,0;3,0;349,0;1,0;other;yes;ok;7,638219833374023;9,194990344669508;16,0;16,0;32,2;0,0
109;48,0;blue-collar;married;secondary;no;480,0;yes;no;cellular;15,0;may;830,0;1,0;352,0;2,0;failure;yes;ok;15,742989540100098;9,194990344669508;16,0;16,0;32,2;0,0
111;43,0;admin.;single;secondary;no;733,0;yes;no;cellular;25,0;may;282,0;1,0;187,0;3,0;success;yes;ok;7,645925521850586;9,194990344669508;16,0;16,0;32,2;0,0
112;30,0;admin.;single;tertiary;no;305,0;no;no;cellular;13,0;aug;75,0;1,0;105,0;3,0;success;yes;ok;5,49949836730957;9,194990344669508;16,0;16,0;32,2;0,0
113;59,0;entrepreneur;married;secondary;no;2429,0;no;yes;cellular;18,0;nov;79,0;2,0;182,0;7,0;failure;yes;ok;11,848003387451172;9,194990344669508;16,0;16,0;32,2;0,0
115;33,0;management;single;tertiary;no;131,0;yes;no;cellular;12,0;oct;209,0;3,0;427,0;2,0;failure;yes;ok;6,779012680053711;9,194990344669508;16,0;16,0;32,2;0,0
116;33,0;admin.;single;secondary;no;572,0;yes;no;cellular;14,0;apr;344,0;1,0;74,0;2,0;failure;yes;ok;5,241149425506592;9,194990344669508;16,0;16,0;32,2;0,0
117;37,0;services;married;secondary;no;1543,0;yes;no;cellular;12,0;may;451,0;4,0;85,0;2,0;success;no;ok;8,116145133972168;9,194990344669508;16,0;16,0;32,2;0,0
129;32,0;blue-collar;married;secondary;no;10287,0;yes;no;cellular;27,0;may;281,0;4,0;188,0;1,0;failure;yes;ok;8,651610374450684;9,194990344669508;16,0;16,0;32,2;0,0
134;31,0;blue-collar;married;secondary;no;625,0000000000001;yes;no;cellular;2,0;jul;135,0;2,0;49,0;3,0;failure;yes;ok;5,415988922119141;9,194990344669508;16,0;16,0;32,2;0,0
135;41,0;blue-collar;married;secondary;no;580,0000000000001;yes;no;cellular;14,0;may;874,0;1,0;363,0;1,0;failure;yes;ok;15,062199592590332;9,194990344669508;16,0;16,0;32,2;0,0
146;33,0;management;single;tertiary;no;131,0;yes;no;cellular;12,0;oct;209,0;3,0;427,0;2,0;failure;yes;ok;7,934967041015625;9,194990344669508;16,0;16,0;32,2;0,0
148;45,0;blue-collar;married;secondary;no;96,0;yes;no;cellular;13,0;apr;348,0;3,0;256,0;2,0;failure;yes;ok;8,200895309448242;9,194990344669508;16,0;16,0;32,2;0,0
151;50,0;blue-collar;married;primary;no;104,0;yes;no;cellular;17,0;apr;317,0;3,0;324,0;2,0;other;yes;ok;7,578405380249023;9,194990344669508;16,0;16,0;32,2;0,0
153;64,0;retired;married;secondary;no;504,0;no;no;cellular;11,0;aug;157,0;1,0;14,0;3,0;other;no;ok;8,554518699645996;9,194990344669508;16,0;16,0;32,2;0,0
155;34,0;technician;single;secondary;no;1313,0;no;no;cellular;22,0;jul;427,0;2,0;94,00000000000001;4,0;failure;no;ok;6,560664176940918;9,194990344669508;16,0;16,0;32,2;0,0
157;84,0;retired;divorced;primary;no;1680,0;no;no;telephone;6,0;sep;113,0;5,0;97,00000000000001;3,0;other;yes;ok;11,276726722717285;9,194990344669508;16,0;16,0;32,2;0,0
167;35,0;student;single;secondary;no;188,0;yes;no;cellular;16,0;feb;75,0;3,0;200,0;5,0;failure;yes;ok;6,181645393371582;9,194990344669508;16,0;16,0;32,2;0,0
169;31,0;blue-collar;married;secondary;no;625,0000000000001;yes;no;cellular;2,0;jul;135,0;2,0;49,0;3,0;failure;yes;ok;14,128763198852539;9,194990344669508;16,0;16,0;32,2;0,0
175;53,0;management;divorced;tertiary;no;2152,0;no;no;cellular;4,0;may;520,0;2,0;80,0;3,0;success;no;ok;6,884330749511719;9,194990344669508;16,0;16,0;32,2;0,0
178;33,0;management;married;tertiary;no;5878,0;no;no;cellular;23,0;oct;438,0;1,0;430,0;2,0;failure;yes;ok;7,368748188018799;9,194990344669508;16,0;16,0;32,2;0,0
179;42,0;entrepreneur;married;secondary;no;706,9999999999999;no;no;cellular;1,0;jun;233,0;1,0;348,0;1,0;success;yes;ok;7,144328594207764;9,194990344669508;16,0;16,0;32,2;0,0
183;45,0;blue-collar;married;secondary;no;10252,0;no;no;cellular;22,0;sep;173,0;1,0;141,0;2,0;success;yes;ok;8,268428802490234;9,194990344669508;16,0;16,0;32,2;0,0
191;39,0;entrepreneur;married;secondary;no;2139,0;yes;no;cellular;15,0;may;576,0;4,0;371,0;1,0;failure;yes;ok;7,612616062164307;9,194990344669508;16,0;16,0;32,2;0,0
193;33,0;management;single;tertiary;no;131,0;yes;no;cellular;12,0;oct;209,0;3,0;427,0;2,0;failure;yes;ok;9,636308670043945;9,194990344669508;16,0;16,0;32,2;0,0
200;27,0;services;single;secondary;no;302,0;no;no;cellular;8,0;jan;151,0;1,0;189,0;1,0;success;no;ok;5,920650482177734;9,194990344669508;16,0;16,0;32,2;0,0
201;52,0;unemployed;married;secondary;no;94,0;no;no;cellular;10,0;nov;293,0;3,0;190,0;10,0;failure;no;ok;9,040669441223145;9,194990344669508;16,0;16,0;32,2;0,0
202;33,0;admin.;single;secondary;no;572,0;yes;no;cellular;14,0;apr;344,0;1,0;74,0;2,0;failure;yes;ok;4,806020259857178;9,194990344669508;16,0;16,0;32,2;0,0
203;45,0;housemaid;married;tertiary;no;460,0;no;no;cellular;21,0;nov;312,0;3,0;157,0;1,0;failure;yes;ok;15,024408340454102;9,194990344669508;16,0;16,0;32,2;0,0
207;40,0;technician;married;secondary;no;694,0;yes;no;cellular;3,0;jun;431,0;2,0;119,0;9,0;failure;yes;ok;15,814668655395508;9,194990344669508;16,0;16,0;32,2;0,0
210;32,0;blue-collar;married;primary;no;2198,0;no;no;cellular;15,0;may;463,0;1,0;175,0;4,0;failure;yes;ok;7,47022008895874;9,194990344669508;16,0;16,0;32,2;0,0
211;32,0;blue-collar;married;secondary;no;10287,0;yes;no;cellular;27,0;may;281,0;4,0;188,0;1,0;failure;yes;ok;7,228095531463623;9,194990344669508;16,0;16,0;32,2;0,0
213;48,0;technician;single;secondary;no;1245,0;no;no;cellular;13,0;oct;169,0;1,0;134,0;1,0;other;no;ok;7,187261581420898;9,194990344669508;16,0;16,0;32,2;0,0
215;41,0;blue-collar;married;secondary;no;580,0000000000001;yes;no;cellular;14,0;may;874,0;1,0;363,0;1,0;failure;yes;ok;15,103819847106934;9,194990344669508;16,0;16,0;32,2;0,0
216;23,0;services;single;secondary;no;870,0;no;no;cellular;29,0;dec;296,0;1,0;176,0;4,0;success;yes;ok;6,760253429412842;9,194990344669508;16,0;16,0;32,2;0,0
223;32,0;blue-collar;married;secondary;no;10287,0;yes;no;cellular;27,0;may;281,0;4,0;188,0;1,0;failure;yes;ok;15,061149597167969;9,194990344669508;16,0;16,0;32,2;0,0
224;29,0;unemployed;single;secondary;no;486,0;no;no;telephone;14,0;aug;151,0;1,0;106,0;1,0;failure;yes;ok;8,93131160736084;9,194990344669508;16,0;16,0;32,2;0,0
225;32,0;blue-collar;married;secondary;no;10287,0;yes;no;cellular;27,0;may;281,0;4,0;188,0;1,0;failure;yes;ok;14,980815887451172;9,194990344669508;16,0;16,0;32,2;0,0
228;36,0;technician;single;secondary;no;966,0;no;no;cellular;8,0;oct;135,0;2,0;91,0;13,0;failure;no;ok;9,76115894317627;9,194990344669508;16,0;16,0;32,2;0,0
229;32,0;blue-collar;married;secondary;no;10287,0;yes;no;cellular;27,0;may;281,0;4,0;188,0;1,0;failure;yes;ok;7,430088043212891;9,194990344669508;16,0;16,0;32,2;0,0
233;33,0;management;single;tertiary;no;131,0;yes;no;cellular;12,0;oct;209,0;3,0;427,0;2,0;failure;yes;ok;13,603404998779297;9,194990344669508;16,0;16,0;32,2;0,0
239;38,0;unemployed;married;primary;no;7005,0;yes;no;cellular;25,0;jan;696,0;1,0;202,0;2,0;success;yes;ok;9,375404357910156;9,194990344669508;16,0;16,0;32,2;0,0
240;31,0;student;single;tertiary;no;64,0;no;no;cellular;15,0;sep;208,0;1,0;105,0;2,0;success;no;ok;7,492639541625977;9,194990344669508;16,0;16,0;32,2;0,0
241;42,0;unemployed;married;secondary;no;356,0;yes;no;cellular;7,0;may;787,0;3,0;356,0;2,0;failure;yes;ok;9,770405769348145;9,194990344669508;16,0;16,0;32,2;0,0
242;31,0;services;single;tertiary;no;619,9999999999999;no;no;cellular;30,0;apr;214,0;1,0;87,0;1,0;failure;yes;ok;7,610537528991699;9,194990344669508;16,0;16,0;32,2;0,0
248;64,0;retired;married;tertiary;no;2139,0;no;no;cellular;13,0;jan;230,0;1,0;91,0;2,0;failure;yes;ok;7,34868049621582;9,194990344669508;16,0;16,0;32,2;0,0
249;25,0;admin.;single;secondary;no;507,0;yes;no;cellular;15,0;may;832,0;1,0;367,0;3,0;failure;yes;ok;14,789679527282715;9,194990344669508;16,0;16,0;32,2;0,0
251;58,0;retired;single;secondary;no;-158,0;yes;no;cellular;5,0;feb;55,0;1,0;8,0;1,0;other;no;ok;7,143584728240967;9,194990344669508;16,0;16,0;32,2;0,0
254;70,0;technician;married;secondary;no;3020,0;no;no;telephone;2,0;nov;358,0;2,0;186,0;1,0;failure;yes;ok;10,66964340209961;9,194990344669508;16,0;16,0;32,2;0,0
256;51,0;blue-collar;married;primary;no;354,0;yes;no;cellular;14,0;may;276,0;2,0;344,0;1,0;other;no;ok;14,972007751464844;9,194990344669508;16,0;16,0;32,2;0,0
261;31,0;management;single;tertiary;no;4533,0;no;no;cellular;14,0;jun;262,0;3,0;98,00000000000001;3,0;other;no;ok;7,6733317375183105;9,194990344669508;16,0;16,0;32,2;0,0
273;45,0;blue-collar;married;secondary;no;96,0;yes;no;cellular;13,0;apr;348,0;3,0;256,0;2,0;failure;yes;ok;6,6460795402526855;9,194990344669508;16,0;16,0;32,2;0,0
277;57,0;management;divorced;tertiary;no;3287,0;no;no;cellular;30,0;mar;277,0;2,0;337,0;1,0;success;yes;ok;15,762760162353516;9,194990344669508;16,0;16,0;32,2;0,0
282;23,0;technician;single;secondary;no;356,0;yes;no;cellular;18,0;may;224,0;2,0;356,0;2,0;failure;yes;ok;6,443568229675293;9,194990344669508;16,0;16,0;32,2;0,0
285;33,0;management;married;tertiary;no;5878,0;no;no;cellular;23,0;oct;438,0;1,0;430,0;2,0;failure;yes;ok;8,891042709350586;9,194990344669508;16,0;16,0;32,2;0,0
290;30,0;admin.;single;tertiary;no;305,0;no;no;cellular;13,0;aug;75,0;1,0;105,0;3,0;success;yes;ok;5,418642997741699;9,194990344669508;16,0;16,0;32,2;0,0
291;53,0;management;married;tertiary;no;-388,0;yes;no;cellular;14,0;may;111,0;3,0;356,0;1,0;other;no;ok;8,9878511428833;9,194990344669508;16,0;16,0;32,2;0,0
292;33,0;services;married;secondary;no;386,0;no;no;cellular;12,0;nov;253,0;1,0;92,0;4,0;failure;no;ok;6,910956859588623;9,194990344669508;16,0;16,0;32,2;0,0
296;53,0;blue-collar;married;secondary;no;21522,0;no;no;cellular;20,0;nov;83,0;3,0;149,0;4,0;failure;no;ok;11,466822624206543;9,194990344669508;16,0;16,0;32,2;0,0
299;27,0;services;single;secondary;no;302,0;no;no;cellular;8,0;jan;151,0;1,0;189,0;1,0;success;no;ok;5,419669151306152;9,194990344669508;16,0;16,0;32,2;0,0
300;33,0;technician;married;secondary;no;183,0;no;no;cellular;16,0;jul;457,0;2,0;182,0;3,0;other;no;ok;7,611810684204102;9,194990344669508;16,0;16,0;32,2;0,0
302;33,0;management;married;tertiary;no;5878,0;no;no;cellular;23,0;oct;438,0;1,0;430,0;2,0;failure;yes;ok;8,553877830505371;9,194990344669508;16,0;16,0;32,2;0,0
304;34,0;admin.;married;tertiary;no;899,0;yes;no;telephone;19,0;nov;377,0;3,0;7,0;4,0;success;no;ok;12,786796569824219;9,194990344669508;16,0;16,0;32,2;0,0
312;29,0;admin.;married;secondary;no;6429,0;yes;yes;cellular;14,0;may;535,0;1,0;352,0;2,0;failure;no;ok;10,173619270324707;9,194990344669508;16,0;16,0;32,2;0,0
313;67,0;retired;married;secondary;no;1146,0;no;no;cellular;13,0;nov;259,0;1,0;92,0;2,0;failure;no;ok;7,8912129402160645;9,194990344669508;16,0;16,0;32,2;0,0
319;25,0;student;single;secondary;no;469,0;no;no;cellular;21,0;aug;273,0;1,0;86,0;1,0;other;yes;ok;6,442151069641113;9,194990344669508;16,0;16,0;32,2;0,0
323;30,0;admin.;single;tertiary;no;305,0;no;no;cellular;13,0;aug;75,0;1,0;105,0;3,0;success;no;ok;6,640207767486572;9,194990344669508;16,0;16,0;32,2;0,0
329;35,0;management;single;tertiary;no;1422,0;yes;yes;cellular;20,0;apr;28,0;7,0;272,0;3,0;other;no;ok;11,60109806060791;9,194990344669508;16,0;16,0;32,2;0,0
331;31,0;management;single;tertiary;no;4533,0;no;no;cellular;14,0;jun;262,0;3,0;98,00000000000001;3,0;other;yes;ok;7,691625118255615;9,194990344669508;16,0;16,0;32,2;0,0
332;56,0;technician;married;secondary;no;1938,0;no;yes;cellular;26,0;feb;229,0;1,0;192,0;4,0;success;yes;ok;11,81820011138916;9,194990344669508;16,0;16,0;32,2;0,0
334;37,0;unemployed;married;secondary;no;2424,0;no;no;cellular;20,0;nov;633,0;2,0;156,0;2,0;other;no;ok;7,934861660003662;9,194990344669508;16,0;16,0;32,2;0,0
336;33,0;management;single;tertiary;no;373,0;no;yes;cellular;28,0;jan;169,0;3,0;92,99999999999999;1,0;failure;yes;ok;10,705659866333008;9,194990344669508;16,0;16,0;32,2;0,0
337;32,0;blue-collar;married;secondary;no;10287,0;yes;no;cellular;27,0;may;281,0;4,0;188,0;1,0;failure;yes;ok;8,110509872436523;9,194990344669508;16,0;16,0;32,2;0,0
341;25,0;admin.;single;secondary;no;507,0;yes;no;cellular;15,0;may;832,0;1,0;367,0;3,0;failure;yes;ok;8,27446460723877;9,194990344669508;16,0;16,0;32,2;0,0
348;39,0;entrepreneur;married;secondary;no;2139,0;yes;no;cellular;15,0;may;576,0;4,0;371,0;1,0;failure;yes;ok;7,810975074768066;9,194990344669508;16,0;16,0;32,2;0,0
350;29,0;admin.;single;secondary;no;1448,0;no;no;cellular;10,0;mar;217,0;1,0;184,0;7,0;other;yes;ok;6,668417453765869;9,194990344669508;16,0;16,0;32,2;0,0
355;59,0;admin.;married;secondary;no;3735,0;no;no;cellular;18,0;mar;203,0;4,0;121,0;2,0;failure;yes;ok;8,974571228027344;9,194990344669508;16,0;16,0;32,2;0,0
360;52,0;management;divorced;primary;no;11,0;no;no;cellular;6,0;feb;365,0;1,0;9,0;1,0;other;no;ok;6,032721996307373;9,194990344669508;16,0;16,0;32,2;0,0
362;79,0;retired;divorced;primary;no;20,0;no;no;cellular;29,0;apr;165,0;2,0;182,0;1,0;other;yes;ok;15,816873550415039;9,194990344669508;16,0;16,0;32,2;0,0
371;32,0;blue-collar;married;secondary;no;10287,0;yes;no;cellular;27,0;may;281,0;4,0;188,0;1,0;failure;yes;ok;8,962372779846191;9,194990344669508;16,0;16,0;32,2;0,0
373;34,0;admin.;divorced;secondary;no;479,0;yes;no;cellular;12,0;may;515,0;1,0;350,0;5,0;failure;yes;ok;15,216165542602539;9,194990344669508;16,0;16,0;32,2;0,0
378;55,0;housemaid;married;secondary;no;5,0;no;no;cellular;2,0;feb;269,0;1,0;206,0;2,0;failure;yes;ok;14,64609146118164;9,194990344669508;16,0;16,0;32,2;0,0
383;34,0;technician;married;secondary;no;0,0;yes;no;cellular;3,0;aug;261,0;1,0;470,0;2,0;failure;yes;ok;6,959656715393066;9,194990344669508;16,0;16,0;32,2;0,0
389;54,0;technician;married;secondary;no;0,0;no;no;telephone;16,0;nov;986,0;1,0;94,00000000000001;8,0;failure;no;ok;13,509471893310547;9,194990344669508;16,0;16,0;32,2;0,0
394;37,0;technician;married;tertiary;no;88,0;no;no;cellular;6,0;may;195,0;1,0;90,0;3,0;other;no;ok;6,6976447105407715;9,194990344669508;16,0;16,0;32,2;0,0
399;45,0;blue-collar;married;secondary;no;96,0;yes;no;cellular;13,0;apr;348,0;3,0;256,0;2,0;failure;yes;ok;8,042606353759766;9,194990344669508;16,0;16,0;32,2;0,0
401;34,0;technician;married;secondary;no;0,0;yes;no;cellular;3,0;aug;261,0;1,0;470,0;2,0;failure;yes;ok;6,727976322174072;9,194990344669508;16,0;16,0;32,2;0,0
403;61,0;retired;married;secondary;no;5207,0;no;no;cellular;11,0;sep;336,0;1,0;81,0;2,0;other;no;ok;9,313457489013672;9,194990344669508;16,0;16,0;32,2;0,0
407;58,0;blue-collar;married;secondary;no;221,0;yes;no;cellular;17,0;apr;115,0;2,0;343,0;2,0;failure;no;ok;7,306309223175049;9,194990344669508;16,0;16,0;32,2;0,0
412;39,0;entrepreneur;married;secondary;no;2139,0;yes;no;cellular;15,0;may;576,0;4,0;371,0;1,0;failure;yes;ok;7,550174713134766;9,194990344669508;16,0;16,0;32,2;0,0
416;43,0;admin.;single;secondary;no;733,0;yes;no;cellular;25,0;may;282,0;1,0;187,0;3,0;success;yes;ok;9,592672348022461;9,194990344669508;16,0;16,0;32,2;0,0
417;44,0;self-employed;divorced;tertiary;no;1070,0;yes;no;cellular;11,0;nov;172,0;1,0;91,0;5,0;success;yes;ok;8,182718276977539;9,194990344669508;16,0;16,0;32,2;0,0
419;64,0;retired;married;secondary;no;504,0;no;no;cellular;11,0;aug;157,0;1,0;14,0;3,0;other;no;ok;7,394991397857666;9,194990344669508;16,0;16,0;32,2;0,0
420;33,0;management;single;tertiary;no;131,0;yes;no;cellular;12,0;oct;209,0;3,0;427,0;2,0;failure;yes;ok;7,056581974029541;9,194990344669508;16,0;16,0;32,2;0,0
423;67,0;retired;married;secondary;no;1146,0;no;no;cellular;13,0;nov;259,0;1,0;92,0;2,0;failure;yes;ok;7,870633602142334;9,194990344669508;16,0;16,0;32,2;0,0
424;33,0;technician;married;secondary;no;359,0;yes;no;cellular;20,0;apr;210,0;1,0;242,0;1,0;other;no;ok;7,776660919189453;9,194990344669508;16,0;16,0;32,2;0,0
427;33,0;admin.;single;secondary;no;572,0;yes;no;cellular;14,0;apr;344,0;1,0;74,0;2,0;failure;yes;ok;5,281872272491455;9,194990344669508;16,0;16,0;32,2;0,0
430;52,0;management;married;tertiary;no;437,0;no;no;telephone;12,0;jun;137,0;3,0;113,0;1,0;other;no;ok;8,522042274475098;9,194990344669508;16,0;16,0;32,2;0,0
434;41,0;technician;single;tertiary;no;431,0;no;no;cellular;23,0;jul;196,0;1,0;88,0;5,0;failure;yes;ok;8,53125;9,194990344669508;16,0;16,0;32,2;0,0
445;48,0;blue-collar;married;secondary;no;480,0;yes;no;cellular;15,0;may;830,0;1,0;352,0;2,0;failure;yes;ok;8,059860229492188;9,194990344669508;16,0;16,0;32,2;0,0
446;62,0;retired;married;secondary;no;569,0;no;no;cellular;4,0;feb;94,0;5,0;184,0;1,0;success;yes;ok;15,480225563049316;9,194990344669508;16,0;16,0;32,2;0,0
448;35,0;blue-collar;single;secondary;no;0,0;yes;no;cellular;16,0;apr;1174,0;1,0;345,0;4,0;other;yes;ok;15,519375801086426;9,194990344669508;16,0;16,0;32,2;0,0
452;50,0;blue-collar;married;primary;no;12519,0;yes;no;cellular;17,0;apr;146,0;2,0;147,0;4,0;success;no;ok;15,796269416809082;9,194990344669508;16,0;16,0;32,2;0,0
