;Attribute1;Attribute2;Attribute3;Attribute4;Attribute5;Attribute6;Attribute7;Attribute8;Attribute9;Attribute10;Attribute11;Attribute12;Attribute13;Attribute14;Attribute15;Attribute16;Attribute17;Attribute18;Attribute19;Attribute20;label;predict;euclidean;euclidean_medio;hamming;hamming_medio;cobertura_pct;erro_pct
21;A13;24,0;A32;A40;1201,0;A61;A72;3,9375;A93;A101;1,0;A122;26,0;A143;A152;1,0;A173;1,0;A191;A201;1,158257569495584;ok;0,8098050951957703;3,314954100809991;2,0;5,22;100,0;0,0
22;A12;48,0;A32;A40;5381,0;A65;A71;3,0;A93;A101;4,0;A124;40,0;A141;A153;1,0;A173;1,0;A192;A201;0,7;ok;2,7159788608551025;3,314954100809991;2,0;5,22;100,0;0,0
23;A14;24,0;A30;A42;5511,0;A62;A72;4,0;A93;A101;1,0;A123;25,0625;A142;A151;2,0;A173;1,0;A191;A201;0,7;ok;2,8864784240722656;3,314954100809991;5,0;5,22;100,0;0,0
24;A11;18,0;A33;A43;1098,0;A61;A71;4,0;A92;A101;3,9375;A123;65,0;A143;A152;2,0;A171;1,0;A191;A201;0,7;ok;2,5600099563598633;3,314954100809991;3,0;5,22;100,0;0,0
25;A12;43,5;A34;A43;5981,0625;A61;A75;4,0;A92;A102;3,9375;A123;50,0;A143;A153;1,0;A173;1,0;A191;A201;1,158257569495584;ok;2,8079259395599365;3,314954100809991;8,0;5,22;100,0;0,0
26;A11;10,6875;A32;A40;1375,6562499999998;A63;A72;4,0;A94;A101;4,0;A122;35,0;A143;A153;2,0;A173;1,0625;A191;A201;0,7;ok;4,582862854003906;3,314954100809991;10,0;5,22;100,0;0,0
27;A12;9,375;A34;A40;1245,25;A62;A75;4,0;A92;A101;3,0;A123;34,8125;A143;A151;1,0;A173;1,0;A192;A201;0,7;ok;1,9456509351730347;3,314954100809991;7,0;5,22;100,0;0,0
28;A14;15,0;A34;A40;6892,0625;A62;A71;1,1874999999999998;A91;A102;3,9375;A124;44,9375;A142;A153;1,0625;A173;1,0;A192;A201;0,7;ok;5,118076324462891;3,314954100809991;12,0;5,22;100,0;0,0
29;A13;48,0;A32;A43;5951,0;A61;A75;2,0;A92;A101;2,0;A121;22,0;A143;A152;1,0;A173;1,0;A191;A201;1,158257569495584;ok;1,8258029222488403;3,314954100809991;2,0;5,22;100,0;0,0
30;A11;21,0;A34;A40;731,0;A61;A75;3,875;A93;A101;4,0;A121;47,0;A143;A152;2,0625;A171;1,0;A191;A201;0,7;ok;1,0639424324035645;3,314954100809991;3,0;5,22;100,0;0,0
31;A14;18,0;A34;A40;629,0;A63;A75;4,0;A93;A101;3,0;A122;32,0625;A141;A152;2,0;A174;1,0;A192;A201;0,7;ok;1,4518158435821533;3,314954100809991;2,0;5,22;100,0;0,0
32;A14;18,0;A32;A40;1894,375;A61;A74;4,0;A92;A101;1,0;A121;22,0;A141;A152;1,0;A173;1,0;A191;A201;0,7;ok;2,662480115890503;3,314954100809991;4,0;5,22;100,0;0,0
33;A12;21,0;A32;A49;1188,0;A61;A75;2,0;A92;A101;4,0;A122;37,6875;A143;A152;1,0625;A173;2,0;A191;A201;0,7;ok;0,16499502956867218;3,314954100809991;2,0;5,22;100,0;0,0
34;A14;36,0;A32;A43;3235,0;A63;A72;3,0;A91;A101;4,0;A121;26,0;A143;A151;2,0;A174;2,0;A191;A201;0,7;ok;5,363399505615234;3,314954100809991;8,0;5,22;100,0;0,0
35;A11;24,0;A32;A41;11560,0;A61;A73;0,9999999999999998;A94;A101;4,0;A124;22,8125;A143;A151;2,0;A174;1,0;A191;A201;1,158257569495584;ok;2,728710889816284;3,314954100809991;4,0;5,22;100,0;0,0
36;A12;9,0;A30;A43;1154,0;A62;A75;2,0;A92;A101;4,0;A121;37,0;A143;A153;2,9375;A174;1,0;A192;A201;0,7;ok;5,099160194396973;3,314954100809991;7,0;5,22;100,0;0,0
37;A12;48,0;A30;A41;3919,1875;A63;A72;3,0;A92;A101;1,0;A123;27,0;A141;A152;2,0;A173;1,0;A191;A201;0,7;ok;5,513038635253906;3,314954100809991;8,0;5,22;100,0;0,0
38;A11;24,0;A32;A42;2359,0;A62;A71;0,9999999999999998;A91;A101;1,0;A121;33,0;A143;A153;1,0;A173;1,0;A191;A201;1,158257569495584;ok;1,7802537679672241;3,314954100809991;2,0;5,22;100,0;0,0
39;A14;24,0;A32;A43;802,0;A61;A72;3,9375;A92;A101;3,0;A123;38,0;A142;A152;1,0;A173;1,0;A192;A201;0,7;ok;0,25145798921585083;3,314954100809991;2,0;5,22;100,0;0,0
40;A13;36,0;A33;A43;8508,25;A61;A73;3,9375;A94;A101;2,0;A121;26,0;A143;A152;1,0;A171;1,0;A192;A201;0,7;ok;3,7194294929504395;3,314954100809991;7,0;5,22;100,0;0,0
41;A11;30,0;A33;A41;2094,5;A65;A73;4,0;A91;A102;3,875;A124;40,0;A143;A153;1,0625;A173;2,0;A191;A201;0,7;ok;5,366754055023193;3,314954100809991;11,0;5,22;100,0;0,0
42;A11;16,5;A32;A42;1360,5624999999998;A61;A72;4,0;A93;A101;4,0;A122;47,0;A142;A151;3,0;A171;2,0;A192;A201;0,7;ok;4,40429162979126;3,314954100809991;8,0;5,22;100,0;0,0
43;A14;33,1875;A34;A43;1886,875;A61;A72;4,0;A93;A101;2,0;A123;24,0;A142;A151;1,9375;A173;1,0;A191;A201;0,7;ok;2,3946473598480225;3,314954100809991;6,0;5,22;100,0;0,0
44;A13;12,0;A32;A46;4326,5;A61;A73;3,0625;A94;A101;2,0625;A122;46,0;A143;A153;1,125;A171;1,0;A191;A201;0,7;ok;3,9161689281463623;3,314954100809991;8,0;5,22;100,0;0,0
45;A12;12,0;A32;A40;801,0;A62;A74;3,8125;A92;A101;2,0;A121;23,0;A143;A152;1,0625;A171;1,0;A192;A201;1,158257569495584;ok;3,6120669841766357;3,314954100809991;7,0;5,22;100,0;0,0
46;A11;18,0;A32;A43;1343,4375000000002;A61;A73;4,0;A93;A101;3,0;A121;26,0;A141;A152;1,0;A173;1,0;A191;A201;0,7;ok;1,2102113962173462;3,314954100809991;2,0;5,22;100,0;0,0
47;A12;48,0;A34;A43;4795,0;A61;A72;2,875;A94;A101;1,0;A124;30,0;A143;A152;1,0;A173;1,0;A191;A201;0,7;ok;4,060774326324463;3,314954100809991;6,0;5,22;100,0;0,0
48;A11;12,0;A32;A46;721,1875;A65;A73;2,125;A93;A103;3,0;A122;38,0;A143;A151;1,0;A171;2,0;A191;A201;0,7;ok;3,3110544681549072;3,314954100809991;5,0;5,22;100,0;0,0
49;A11;16,5;A32;A43;1289,0;A61;A73;3,875;A93;A101;1,0625;A122;20,875;A143;A152;1,0625;A173;1,0;A191;A201;0,7;ok;3,989637851715088;3,314954100809991;8,0;5,22;100,0;0,0
50;A11;18,0;A34;A46;1864,0;A62;A73;3,9375;A92;A101;2,0;A124;29,9375;A143;A152;2,0;A171;1,0;A191;A201;0,7;ok;3,999939441680908;3,314954100809991;5,0;5,22;100,0;0,0
51;A12;48,0;A32;A42;9960,0;A65;A72;0,9999999999999998;A92;A101;2,0;A123;26,0;A143;A152;1,0;A173;1,0625;A192;A201;1,158257569495584;ok;2,574862241744995;3,314954100809991;2,0;5,22;100,0;0,0
52;A11;18,0;A34;A40;5302,0;A61;A75;1,9375;A93;A101;4,0;A122;36,0;A143;A153;3,0;A174;1,0;A192;A201;0,7;ok;1,9344353675842285;3,314954100809991;2,0;5,22;100,0;0,0
53;A11;10,125000000000002;A34;A40;1872,0;A61;A71;4,0;A93;A101;1,9375;A124;35,9375;A143;A151;3,0;A171;2,0;A191;A201;0,7;ok;5,512584686279297;3,314954100809991;8,0;5,22;100,0;0,0
54;A11;24,0;A32;A43;2439,0;A65;A72;3,9375;A92;A101;4,0;A121;35,0;A143;A152;1,0;A173;1,0;A192;A201;1,158257569495584;ok;2,571103811264038;3,314954100809991;2,0;5,22;100,0;0,0
55;A14;9,0;A32;A42;1387,9999999999998;A62;A72;4,0;A92;A101;2,0;A121;23,8125;A143;A151;1,1875;A173;2,0;A191;A201;0,7;ok;2,653168201446533;3,314954100809991;5,0;5,22;100,0;0,0
56;A12;48,0;A31;A40;3806,5;A65;A71;4,0;A93;A102;4,0;A124;36,125;A142;A152;1,0;A173;1,0;A192;A201;1,158257569495584;ok;3,6175503730773926;3,314954100809991;5,0;5,22;100,0;0,0
57;A14;18,0;A32;A40;2662,0;A65;A72;4,0;A93;A101;3,0;A122;32,3125;A142;A152;1,0;A171;1,0;A191;A202;0,7;ok;2,3875420093536377;3,314954100809991;4,0;5,22;100,0;0,0
58;A12;13,0;A31;A40;1409,0;A62;A71;2,0;A91;A101;4,0;A122;64,125;A142;A153;1,0;A173;1,0;A191;A201;0,7;ok;3,3669285774230957;3,314954100809991;8,0;5,22;100,0;0,0
59;A11;15,0;A33;A40;3623,0625;A61;A75;2,0;A92;A101;4,0;A122;27,0;A141;A152;2,0;A173;1,0;A191;A201;0,7;ok;2,9974892139434814;3,314954100809991;5,0;5,22;100,0;0,0
60;A11;48,0;A32;A43;4058,1875;A65;A73;3,0;A92;A103;2,125;A122;31,0;A143;A152;1,0;A174;1,0;A191;A201;1,158257569495584;ok;5,3068528175354;3,314954100809991;7,0;5,22;100,0;0,0
61;A14;23,625;A33;A43;1851,0;A63;A75;4,0;A94;A101;2,0;A124;33,0;A141;A152;2,0625;A171;1,0;A191;A201;0,7;ok;5,381704330444336;3,314954100809991;10,0;5,22;100,0;0,0
62;A11;26,8125;A32;A43;3416,0;A61;A73;3,0;A93;A101;1,9375;A123;27,0;A143;A152;1,0;A174;1,0;A191;A201;1,158257569495584;ok;0,05728008970618248;3,314954100809991;2,0;5,22;100,0;0,0
63;A14;27,0;A33;A49;5117,0;A62;A74;3,0;A93;A101;4,0;A123;25,8125;A141;A152;2,0;A174;1,0;A191;A201;0,7;ok;2,710933208465576;3,314954100809991;4,0;5,22;100,0;0,0
64;A14;16,1875;A32;A40;1597,0;A64;A73;3,0;A93;A102;2,0;A124;39,3125;A142;A151;1,0;A171;2,0;A191;A202;0,7;ok;2,335085153579712;3,314954100809991;5,0;5,22;100,0;0,0
65;A14;8,0;A34;A42;1382,0;A62;A74;4,0;A92;A101;2,0;A124;22,9375;A142;A151;2,0625;A173;2,0;A191;A201;0,7;ok;4,950496673583984;3,314954100809991;13,0;5,22;100,0;0,0
66;A14;9,750000000000002;A34;A40;1223,7812500000002;A65;A75;3,0;A93;A101;4,0;A122;32,0;A141;A152;2,0;A171;2,0;A191;A201;0,7;ok;6,229559898376465;3,314954100809991;6,0;5,22;100,0;0,0
67;A11;15,0;A32;A40;2631,0;A61;A73;2,0;A92;A101;4,0;A122;27,5;A141;A151;2,0;A173;1,0;A192;A201;0,7;ok;2,6881051063537598;3,314954100809991;5,0;5,22;100,0;0,0
68;A12;29,25;A32;A40;2150,0;A61;A73;4,0;A92;A101;2,0;A124;24,375;A141;A152;1,0;A173;1,0;A191;A201;0,7;ok;3,7306952476501465;3,314954100809991;3,0;5,22;100,0;0,0
69;A12;12,0;A30;A43;2316,875;A61;A74;4,0;A92;A101;2,125;A123;27,4375;A143;A151;1,0625;A171;1,0625;A192;A201;0,7;ok;4,921841621398926;3,314954100809991;11,0;5,22;100,0;0,0
70;A14;6,1875;A31;A40;6761,0;A61;A71;0,9999999999999998;A93;A101;4,0;A124;45,0;A143;A152;2,0;A174;2,0;A192;A201;0,7;ok;3,5949723720550537;3,314954100809991;4,0;5,22;100,0;0,0
71;A12;48,0;A34;A42;2745,0;A61;A74;4,0;A93;A101;2,0;A123;32,0;A143;A152;2,0;A173;1,0;A192;A201;0,7;ok;3,0592470169067383;3,314954100809991;3,0;5,22;100,0;0,0
72;A11;24,0;A31;A40;2325,0;A64;A74;2,0;A93;A101;3,0;A122;32,0;A141;A152;1,0;A173;1,0;A191;A201;1,158257569495584;ok;1,6082497835159302;3,314954100809991;2,0;5,22;100,0;0,0
73;A14;6,0;A30;A40;1204,0;A62;A73;4,0;A93;A101;1,0;A124;35,0;A141;A152;1,0;A173;1,0;A192;A202;1,158257569495584;ok;2,5300798416137695;3,314954100809991;2,0;5,22;100,0;0,0
74;A11;18,0;A34;A42;638,375;A61;A74;4,0;A92;A101;4,0;A122;21,0;A143;A151;1,0;A173;1,0;A191;A201;1,158257569495584;ok;1,6431776285171509;3,314954100809991;2,0;5,22;100,0;0,0
75;A11;18,5625;A34;A43;2292,0;A61;A71;4,0;A92;A102;2,0625;A123;55,0625;A141;A152;1,9375;A174;2,0;A192;A201;0,7;ok;4,813704967498779;3,314954100809991;10,0;5,22;100,0;0,0
76;A14;16,5;A32;A49;1449,0000000000002;A61;A72;3,0;A94;A101;2,125;A124;26,875;A141;A151;1,9375;A173;1,0;A191;A201;0,7;ok;4,162217617034912;3,314954100809991;9,0;5,22;100,0;0,0
77;A11;18,0;A30;A41;7511,0;A61;A75;0,9999999999999998;A92;A101;4,0;A122;51,0;A143;A153;1,0;A174;2,0;A192;A201;0,7;ok;3,5355069637298584;3,314954100809991;4,0;5,22;100,0;0,0
78;A13;12,0;A32;A46;918,0;A61;A72;4,0;A94;A101;1,0;A123;30,3125;A143;A151;1,0;A171;1,0;A192;A201;0,7;ok;4,289194583892822;3,314954100809991;10,0;5,22;100,0;0,0
79;A13;23,8125;A30;A42;1938,0;A61;A74;4,0;A93;A101;3,0;A123;35,0;A143;A152;2,0;A173;1,0;A192;A201;0,7;ok;3,472836494445801;3,314954100809991;5,0;5,22;100,0;0,0
80;A11;24,0;A32;A46;1603,0;A65;A75;4,0;A92;A101;4,0;A123;55,0;A143;A152;1,0;A173;1,0;A191;A201;1,158257569495584;ok;2,7915589809417725;3,314954100809991;2,0;5,22;100,0;0,0
81;A11;11,0;A31;A49;3905,0;A62;A72;2,0;A91;A101;2,0;A121;35,5;A143;A151;2,0;A174;2,0;A192;A201;0,7;ok;5,440922737121582;3,314954100809991;8,0;5,22;100,0;0,0
82;A11;18,0;A32;A40;1126,0;A65;A72;4,0;A92;A101;2,0;A121;21,0;A143;A151;1,0;A171;1,0;A192;A201;0,7;ok;3,113171339035034;3,314954100809991;3,0;5,22;100,0;0,0
83;A13;21,0;A32;A40;2923,0;A61;A73;1,0624999999999998;A92;A102;1,0;A123;28,0;A141;A152;1,0;A174;1,0;A192;A201;0,7;ok;1,9734700918197632;3,314954100809991;3,0;5,22;100,0;0,0
84;A12;9,0;A30;A40;3195,0;A62;A73;0,9999999999999998;A92;A101;2,0;A121;32,75;A143;A151;1,0;A171;1,0;A191;A201;0,7;ok;2,944042205810547;3,314954100809991;4,0;5,22;100,0;0,0
85;A11;6,0;A34;A40;4717,0625;A65;A72;0,9999999999999998;A93;A101;1,875;A121;44,0;A143;A152;2,0;A174;2,0;A192;A201;0,7;ok;3,4647727012634277;3,314954100809991;4,0;5,22;100,0;0,0
86;A14;6,0;A32;A40;14555,0;A65;A74;0,9999999999999998;A93;A101;2,0;A122;23,0;A143;A151;1,0;A173;1,0;A191;A201;1,158257569495584;ok;4,679009914398193;3,314954100809991;5,0;5,22;100,0;0,0
87;A11;35,25;A32;A41;5493,0;A61;A75;2,0;A93;A101;3,8125;A124;42,0;A143;A153;1,0;A173;2,0;A191;A201;1,158257569495584;ok;0,17647188901901245;3,314954100809991;2,0;5,22;100,0;0,0
88;A11;24,0;A31;A42;1585,0;A61;A74;4,0;A93;A101;3,0;A123;40,0;A143;A152;2,0;A173;1,0;A191;A201;0,7;ok;3,593946695327759;3,314954100809991;3,0;5,22;100,0;0,0
89;A14;12,5625;A32;A42;11328,0;A61;A73;2,0;A93;A101;2,0;A122;29,0;A141;A151;1,0;A171;2,0;A192;A201;0,7;ok;5,261568546295166;3,314954100809991;7,0;5,22;100,0;0,0
90;A12;11,8125;A30;A42;2759,0;A61;A75;2,0;A93;A102;4,0;A122;34,0;A143;A151;2,0;A173;1,0;A191;A201;0,7;ok;2,8849217891693115;3,314954100809991;4,0;5,22;100,0;0,0
91;A11;12,0;A34;A40;953,6250000000005;A61;A73;2,875;A93;A101;2,0;A124;37,75;A143;A151;2,0;A173;1,9375;A191;A202;0,7;ok;3,213815450668335;3,314954100809991;6,0;5,22;100,0;0,0
92;A12;12,0;A32;A40;2002,0;A61;A72;3,0;A93;A101;3,9375;A124;29,5;A143;A151;1,0;A173;2,0;A192;A201;0,7;ok;2,5348129272460938;3,314954100809991;4,0;5,22;100,0;0,0
93;A14;24,0;A32;A43;1901,0;A64;A73;4,0;A93;A101;4,0;A123;29,0;A143;A151;1,0;A174;1,0;A192;A201;1,158257569495584;ok;1,2852239608764648;3,314954100809991;1,0;5,22;100,0;0,0
94;A14;12,0;A32;A43;1493,0;A61;A72;4,0;A92;A101;2,9375;A123;33,9375;A143;A152;1,0;A171;2,0;A191;A201;0,7;ok;1,309767246246338;3,314954100809991;3,0;5,22;100,0;0,0
95;A13;9,0;A33;A43;1206,1249999999995;A61;A71;4,0;A94;A101;3,8125;A123;34,8125;A142;A152;1,0625;A174;1,0625;A192;A201;0,7;ok;2,8318183422088623;3,314954100809991;11,0;5,22;100,0;0,0
96;A12;48,0;A32;A43;3989,625;A65;A74;4,0;A91;A101;1,0;A123;41,0;A143;A152;2,0;A174;2,0;A191;A201;0,7;ok;3,4260075092315674;3,314954100809991;4,0;5,22;100,0;0,0
97;A11;24,0;A32;A43;7721,0;A65;A73;0,9999999999999998;A92;A102;2,0;A122;30,0;A143;A151;1,0;A173;1,0;A192;A202;0,7;ok;2,552433729171753;3,314954100809991;4,0;5,22;100,0;0,0
98;A11;18,0;A32;A42;3650,0;A61;A72;0,9999999999999998;A92;A101;4,0;A123;22,0;A141;A151;1,0;A171;1,0;A191;A201;1,158257569495584;ok;2,633603811264038;3,314954100809991;2,0;5,22;100,0;0,0
99;A12;18,0;A34;A43;1880,0;A61;A71;4,0;A94;A101;1,0625;A122;32,0625;A143;A152;2,0;A174;1,0;A192;A201;0,7;ok;2,5861313343048096;3,314954100809991;4,0;5,22;100,0;0,0
100;A12;18,0;A31;A49;1944,75;A64;A72;4,0;A93;A101;2,125;A122;35,0;A143;A153;1,0;A171;1,0;A191;A201;0,7;ok;2,786160945892334;3,314954100809991;6,0;5,22;100,0;0,0
101;A11;14,8125;A31;A44;874,0;A65;A72;4,0;A92;A101;1,0;A121;24,0;A143;A152;1,0;A171;1,0;A191;A201;0,7;ok;3,660660982131958;3,314954100809991;4,0;5,22;100,0;0,0
102;A14;27,0;A32;A45;5190,0;A65;A75;4,0;A93;A102;4,0;A124;48,0;A143;A152;4,0;A173;2,0;A192;A201;0,7;ok;2,686434030532837;3,314954100809991;2,0;5,22;100,0;0,0
103;A12;36,0;A34;A41;10477,0;A61;A75;2,0;A93;A101;4,0;A124;42,0;A143;A151;2,0;A173;1,0;A192;A201;0,7;ok;4,724623203277588;3,314954100809991;4,0;5,22;100,0;0,0
104;A12;24,0;A32;A42;11358,8125;A65;A73;0,9999999999999998;A92;A101;4,0;A122;47,65625;A143;A152;1,0;A171;1,0;A192;A201;0,7;ok;2,3456997871398926;3,314954100809991;2,0;5,22;100,0;0,0
105;A14;24,0;A32;A40;1376,0;A63;A74;4,0;A92;A101;1,0;A123;27,9375;A143;A152;1,0;A173;1,0;A191;A201;0,7;ok;1,4518158435821533;3,314954100809991;2,0;5,22;100,0;0,0
106;A12;30,0;A34;A42;3496,0;A64;A73;3,9375;A93;A101;2,0;A123;34,0;A142;A152;1,0;A173;2,0;A192;A201;1,158257569495584;ok;2,4725403785705566;3,314954100809991;2,0;5,22;100,0;0,0
107;A14;39,75;A34;A46;5970,40625;A61;A73;4,0;A93;A101;3,0;A122;27,0;A141;A152;1,0;A174;1,0;A192;A201;1,158257569495584;ok;3,3650062084198;3,314954100809991;5,0;5,22;100,0;0,0
108;A11;28,0;A32;A40;4006,0;A61;A73;1,8749999999999998;A93;A101;2,0;A123;45,0;A143;A152;1,0;A171;1,0;A192;A201;1,158257569495584;ok;2,2933478355407715;3,314954100809991;2,0;5,22;100,0;0,0
109;A12;36,0;A34;A43;3948,0;A61;A75;4,0;A93;A102;2,0;A123;51,0;A143;A152;1,0;A173;1,0;A192;A201;0,7;ok;3,5687878131866455;3,314954100809991;4,0;5,22;100,0;0,0
110;A12;18,0;A32;A49;2119,5;A62;A73;2,875;A91;A101;2,875;A123;34,0;A141;A152;1,0;A174;1,0;A191;A201;0,7;ok;3,860537528991699;3,314954100809991;6,0;5,22;100,0;0,0
111;A12;36,0;A32;A45;2384,0;A61;A72;4,0;A93;A101;1,0;A124;33,0;A143;A151;2,0;A171;1,0;A191;A201;0,7;ok;1,646573543548584;3,314954100809991;1,0;5,22;100,0;0,0
112;A14;24,0;A33;A43;1659,0;A61;A72;4,0;A92;A101;1,9375;A124;29,0;A143;A151;1,0;A171;1,0;A192;A201;1,158257569495584;ok;2,6094865798950195;3,314954100809991;3,0;5,22;100,0;0,0
113;A14;24,0;A32;A43;2119,5;A62;A73;3,0;A93;A101;3,875;A123;22,8125;A143;A151;1,0625;A171;1,0;A191;A201;0,7;ok;2,7386958599090576;3,314954100809991;9,0;5,22;100,0;0,0
114;A14;60,0;A30;A40;7418,0;A65;A73;0,9999999999999998;A93;A101;1,0;A123;27,0;A143;A151;1,0;A171;1,0;A191;A201;0,7;ok;4,098873615264893;3,314954100809991;5,0;5,22;100,0;0,0
115;A14;18,0;A33;A49;2055,1875;A61;A72;1,9375;A94;A101;1,0625;A123;25,0;A143;A152;2,0;A173;1,0;A192;A201;0,7;ok;3,8311610221862793;3,314954100809991;8,0;5,22;100,0;0,0
116;A11;23,25;A33;A42;1332,9999999999998;A62;A74;2,875;A93;A101;2,0;A121;43,0;A141;A151;2,0;A173;2,0;A191;A201;1,158257569495584;ok;4,784307956695557;3,314954100809991;7,0;5,22;100,0;0,0
117;A14;22,0;A34;A40;1283,0;A65;A74;4,0;A93;A101;4,0;A122;25,0;A143;A151;1,0;A171;1,0625;A191;A201;1,158257569495584;ok;2,432142734527588;3,314954100809991;4,0;5,22;100,0;0,0
118;A14;16,3125;A32;A40;3428,21875;A65;A73;2,0;A93;A103;1,875;A122;26,0;A143;A151;1,0;A171;1,0;A192;A201;0,7;ok;3,764667272567749;3,314954100809991;6,0;5,22;100,0;0,0
119;A12;12,0;A33;A40;585,0;A63;A73;4,0;A92;A102;4,0;A121;20,0;A143;A151;2,0;A173;1,0;A191;A201;0,7;ok;3,1012864112854004;3,314954100809991;3,0;5,22;100,0;0,0
120;A12;39,0;A34;A40;4933,0;A61;A73;2,0;A91;A103;1,9375;A122;24,75;A143;A151;2,0;A173;1,0;A191;A201;0,7;ok;3,436483860015869;3,314954100809991;7,0;5,22;100,0;0,0
