;Attribute1;Attribute2;Attribute3;Attribute4;Attribute5;Attribute6;Attribute7;Attribute8;Attribute9;Attribute10;Attribute11;Attribute12;Attribute13;Attribute14;Attribute15;Attribute16;Attribute17;Attribute18;Attribute19;Attribute20;label;predict;euclidean;euclidean_medio;hamming;hamming_medio;cobertura_pct;erro_pct
26;A12;11,062500000000002;A34;A40;1393,0;A63;A72;4,0;A92;A101;3,875;A123;35,0;A143;A152;2,0;A174;1,0625;A191;A201;0,7;ok;2,1398744583129883;3,4043896621465684;5,0;5,075;100,0;0,0
27;A12;18,375;A34;A42;1919,0;A61;A74;4,0;A93;A101;3,0;A123;35,0;A143;A152;1,0;A171;1,0;A192;A201;0,7;ok;2,233769416809082;3,4043896621465684;3,0;5,075;100,0;0,0
28;A14;15,0;A32;A40;5045,0;A65;A75;0,9999999999999998;A92;A101;4,0;A121;59,0;A143;A152;1,0;A174;1,0;A192;A201;0,7;ok;2,9175403118133545;3,4043896621465684;3,0;5,075;100,0;0,0
29;A12;48,0;A32;A41;5835,09375;A61;A75;2,0;A93;A101;2,0;A121;22,0;A143;A152;1,0;A174;1,0;A191;A201;1,158257569495584;ok;2,6636955738067627;3,4043896621465684;5,0;5,075;100,0;0,0
30;A11;9,0;A34;A40;731,0;A61;A75;1,9374999999999998;A93;A101;4,0;A121;47,0;A141;A153;2,0;A174;1,0;A191;A201;0,7;ok;4,305176734924316;3,4043896621465684;5,0;5,075;100,0;0,0
31;A14;18,0;A34;A45;659,40625;A63;A74;2,875;A94;A101;2,9375;A122;32,0;A141;A152;2,0;A174;1,0;A191;A201;0,7;ok;2,8209216594696045;3,4043896621465684;7,0;5,075;100,0;0,0
32;A14;18,0;A33;A40;1808,0;A61;A74;4,0;A94;A101;1,0;A121;22,0;A142;A152;1,0;A173;1,0;A191;A201;0,7;ok;2,930598020553589;3,4043896621465684;3,0;5,075;100,0;0,0
33;A12;21,0;A32;A49;1188,0;A61;A75;2,0;A92;A101;4,0;A122;39,0;A142;A152;1,0;A173;2,0;A191;A201;0,7;ok;1,1302683353424072;3,4043896621465684;1,0;5,075;100,0;0,0
34;A14;36,0;A32;A42;3235,0;A63;A71;3,0;A91;A101;2,0;A123;26,0;A143;A152;1,0;A174;2,0;A191;A201;0,7;ok;4,685190200805664;3,4043896621465684;5,0;5,075;100,0;0,0
35;A14;24,0;A32;A41;11815,8125;A61;A73;1,1874999999999998;A93;A101;4,0;A124;30,0;A143;A151;2,0;A171;1,0;A192;A201;1,158257569495584;ok;5,150387763977051;3,4043896621465684;8,0;5,075;100,0;0,0
36;A14;16,3125;A34;A43;1154,0;A62;A75;2,0;A94;A101;3,8125;A124;37,0;A141;A152;2,9375;A174;1,0;A191;A201;0,7;ok;5,12426233291626;3,4043896621465684;9,0;5,075;100,0;0,0
37;A14;18,0;A34;A40;3850,0;A61;A73;3,0;A93;A101;1,0;A123;27,0;A141;A152;2,0;A173;1,0;A191;A201;0,7;ok;2,4252424240112305;3,4043896621465684;3,0;5,075;100,0;0,0
38;A11;24,0;A32;A42;2359,0;A62;A71;0,9999999999999998;A91;A103;1,0;A122;32,8125;A143;A152;1,0;A173;1,0;A191;A201;1,158257569495584;ok;3,5094943046569824;3,4043896621465684;2,0;5,075;100,0;0,0
39;A14;24,0;A32;A43;1533,0;A61;A72;4,0;A92;A101;4,0;A123;37,875;A143;A152;1,0;A174;1,0;A191;A201;0,7;ok;2,8508188724517822;3,4043896621465684;5,0;5,075;100,0;0,0
40;A13;36,0;A30;A43;4210,0;A61;A75;4,0;A93;A101;2,0;A124;26,0;A143;A151;1,0625;A174;1,0;A192;A201;0,7;ok;3,8747477531433105;3,4043896621465684;7,0;5,075;100,0;0,0
41;A11;48,75;A32;A41;3857,0;A61;A73;4,0;A91;A101;4,0;A122;40,0;A143;A152;1,125;A174;1,0;A192;A201;0,7;ok;1,551863193511963;3,4043896621465684;2,0;5,075;100,0;0,0
42;A14;11,8125;A31;A43;1393,0;A64;A72;4,0;A93;A101;4,0;A124;37,25;A141;A151;3,0;A173;1,9375;A191;A201;0,7;ok;4,828164577484131;3,4043896621465684;10,0;5,075;100,0;0,0
43;A14;18,0;A34;A40;1800,03125;A61;A73;3,9375;A93;A101;2,0;A123;24,0;A141;A152;2,0;A173;1,0;A191;A201;0,7;ok;2,6598339080810547;3,4043896621465684;4,0;5,075;100,0;0,0
44;A13;12,0;A32;A42;4030,0;A61;A73;0,9999999999999998;A91;A101;2,0;A121;46,0;A141;A152;1,0;A171;1,0;A192;A201;0,7;ok;3,887742757797241;3,4043896621465684;5,0;5,075;100,0;0,0
45;A12;12,0;A32;A40;836,0;A64;A72;4,0;A92;A103;2,0;A122;23,0;A141;A152;1,0;A171;1,0;A191;A202;1,158257569495584;ok;5,932609558105469;3,4043896621465684;3,0;5,075;100,0;0,0
46;A11;18,0;A32;A43;1345,0000000000002;A61;A73;3,9375;A93;A101;3,0;A121;26,0;A141;A152;1,0;A173;1,0;A191;A201;0,7;ok;1,247036337852478;3,4043896621465684;2,0;5,075;100,0;0,0
47;A12;36,0;A30;A43;4795,0;A61;A72;4,0;A92;A101;1,0625;A123;29,8125;A143;A151;1,0;A174;1,0;A192;A201;0,7;ok;2,5187838077545166;3,4043896621465684;5,0;5,075;100,0;0,0
48;A11;12,0;A30;A42;708,0;A61;A72;1,9375;A93;A101;3,0;A122;38,0;A143;A153;1,0625;A173;2,0;A191;A201;0,7;ok;4,494442939758301;3,4043896621465684;7,0;5,075;100,0;0,0
49;A11;11,84375;A31;A40;1289,0;A61;A73;4,0;A93;A103;1,0;A122;21,0;A143;A152;1,0;A171;1,0;A191;A201;0,7;ok;1,3449777364730835;3,4043896621465684;3,0;5,075;100,0;0,0
50;A14;18,1875;A34;A46;1864,0;A62;A73;4,0;A92;A101;2,0;A121;30,0;A141;A152;2,0;A171;1,0;A191;A201;0,7;ok;2,6366584300994873;3,4043896621465684;3,0;5,075;100,0;0,0
51;A14;48,75;A34;A49;6318,75;A61;A75;1,0624999999999998;A94;A101;2,0;A123;26,0;A141;A151;1,125;A174;1,0;A191;A201;1,158257569495584;ok;6,113806247711182;3,4043896621465684;13,0;5,075;100,0;0,0
52;A14;18,0;A34;A40;8179,75;A62;A75;2,0;A93;A101;4,0;A123;36,0;A142;A153;3,0;A174;1,0;A192;A201;0,7;ok;3,130850315093994;3,4043896621465684;5,0;5,075;100,0;0,0
53;A11;6,0;A30;A42;1872,0;A61;A71;4,0;A93;A101;3,9375;A124;35,9375;A143;A153;3,0;A174;1,0;A192;A201;0,7;ok;3,360145330429077;3,4043896621465684;3,0;5,075;100,0;0,0
54;A14;24,0;A32;A40;2439,0;A61;A72;4,0;A92;A101;3,8125;A121;35,0;A143;A152;1,0;A173;1,0;A192;A201;1,158257569495584;ok;2,8458077907562256;3,4043896621465684;3,0;5,075;100,0;0,0
55;A12;16,5;A32;A45;1328,3125;A61;A72;3,9375;A92;A101;2,0;A121;26,0;A141;A151;1,0;A171;1,0625;A192;A201;0,7;ok;4,006170272827148;3,4043896621465684;10,0;5,075;100,0;0,0
56;A12;48,0;A33;A40;10496,5;A62;A71;3,875;A93;A101;4,0;A124;35,6875;A143;A151;1,0;A174;1,0;A192;A201;1,158257569495584;ok;4,537568092346191;3,4043896621465684;7,0;5,075;100,0;0,0
57;A11;18,0;A32;A49;2662,0;A61;A73;2,875;A93;A102;2,875;A122;32,3125;A143;A151;1,0;A173;1,0;A192;A202;0,7;ok;5,90837287902832;3,4043896621465684;10,0;5,075;100,0;0,0
58;A11;13,0;A31;A40;1409,0;A62;A71;2,0;A92;A101;4,0;A121;64,0;A141;A152;1,0;A173;1,0;A191;A201;0,7;ok;3,7264647483825684;3,4043896621465684;4,0;5,075;100,0;0,0
59;A11;15,0;A33;A40;3643,0;A61;A71;3,0;A92;A101;4,0;A122;33,125;A143;A152;2,0;A171;1,0;A191;A201;0,7;ok;3,8896262645721436;3,4043896621465684;4,0;5,075;100,0;0,0
60;A11;46,125;A33;A43;7026,5;A65;A73;3,0625;A94;A103;1,9375;A122;30,5625;A142;A153;1,0625;A173;1,0;A191;A201;1,158257569495584;ok;5,967288970947266;3,4043896621465684;14,0;5,075;100,0;0,0
61;A12;23,625;A34;A43;1851,0;A61;A74;4,0;A94;A101;2,0;A123;33,0;A143;A152;2,0;A173;1,0;A192;A201;0,7;ok;3,877180337905884;3,4043896621465684;3,0;5,075;100,0;0,0
62;A13;26,8125;A32;A43;3416,0;A61;A73;3,0;A93;A101;2,0;A123;27,0;A143;A152;1,0;A174;1,0;A191;A201;1,158257569495584;ok;1,6479073762893677;3,4043896621465684;2,0;5,075;100,0;0,0
63;A14;27,5625;A33;A43;5117,0;A61;A72;3,0625;A92;A101;3,875;A123;26,0;A141;A152;2,0;A173;1,0625;A191;A201;0,7;ok;3,516456365585327;3,4043896621465684;8,0;5,075;100,0;0,0
64;A13;10,125;A31;A40;1597,0;A63;A73;4,0;A92;A102;2,0;A124;40,0;A143;A152;2,0;A173;1,9375;A192;A201;0,7;ok;6,271880149841309;3,4043896621465684;12,0;5,075;100,0;0,0
65;A14;6,0;A31;A40;1382,0;A61;A73;1,0624999999999998;A92;A101;1,0;A123;28,0;A143;A152;2,0;A173;1,0;A192;A201;0,7;ok;2,883382558822632;3,4043896621465684;3,0;5,075;100,0;0,0
66;A14;10,125;A32;A40;1192,125;A61;A75;3,0;A93;A101;4,0;A123;32,0;A143;A152;2,0;A171;2,0;A191;A202;0,7;ok;2,5827548503875732;3,4043896621465684;4,0;5,075;100,0;0,0
67;A11;14,8125;A32;A40;2631,0;A62;A73;2,0;A91;A101;4,0;A121;28,3125;A141;A151;1,9375;A173;1,0;A191;A201;0,7;ok;3,927434206008911;3,4043896621465684;8,0;5,075;100,0;0,0
68;A12;30,0;A32;A40;2145,71875;A61;A73;4,0;A92;A103;2,0;A124;24,0;A141;A151;1,0;A173;1,0;A191;A201;0,7;ok;1,5990287065505981;3,4043896621465684;2,0;5,075;100,0;0,0
69;A12;9,937500000000002;A32;A40;1397,1874999999998;A61;A73;2,0;A92;A101;1,0;A121;27,0;A143;A152;1,0;A173;1,0;A191;A201;0,7;ok;1,709364891052246;3,4043896621465684;4,0;5,075;100,0;0,0
70;A11;6,0;A32;A49;6761,0;A61;A74;0,9999999999999998;A93;A101;3,0;A124;45,0;A143;A152;2,0;A174;2,0;A192;A201;0,7;ok;4,34297513961792;3,4043896621465684;3,0;5,075;100,0;0,0
71;A12;22,0;A34;A40;2745,0;A62;A74;3,0;A93;A101;1,9375;A123;32,0;A143;A152;2,0;A171;1,0;A191;A201;0,7;ok;3,000875473022461;3,4043896621465684;6,0;5,075;100,0;0,0
72;A11;24,0;A31;A43;2325,0;A62;A74;2,0;A93;A101;3,0;A123;32,4375;A141;A152;1,0;A173;1,0;A191;A201;1,158257569495584;ok;1,4011726379394531;3,4043896621465684;2,0;5,075;100,0;0,0
73;A14;6,0;A30;A40;1204,0;A62;A73;4,0;A93;A101;1,0;A124;35,0625;A143;A151;1,0;A173;1,0;A191;A202;1,158257569495584;ok;2,260544776916504;3,4043896621465684;2,0;5,075;100,0;0,0
74;A11;18,0;A34;A42;679,4374999999995;A65;A72;4,0;A92;A101;4,0;A122;21,125;A143;A151;1,0;A173;1,0;A191;A201;1,158257569495584;ok;2,70639967918396;3,4043896621465684;3,0;5,075;100,0;0,0
75;A12;16,125;A34;A49;2292,0;A61;A71;4,0;A94;A101;2,0;A123;61,0;A142;A152;2,0;A174;1,0;A192;A201;0,7;ok;2,7897183895111084;3,4043896621465684;4,0;5,075;100,0;0,0
76;A14;9,0;A32;A49;1449,0000000000002;A61;A72;3,0;A92;A101;2,0;A123;27,375;A143;A152;2,0;A173;1,0;A191;A201;0,7;ok;1,6118476390838623;3,4043896621465684;2,0;5,075;100,0;0,0
77;A11;18,0;A32;A40;7511,0;A65;A75;0,9999999999999998;A93;A101;4,0;A122;50,5625;A143;A152;1,0;A173;2,0;A192;A201;0,7;ok;1,6374634504318237;3,4043896621465684;3,0;5,075;100,0;0,0
78;A12;9,0;A32;A40;918,0;A61;A73;4,0;A92;A101;1,0625;A122;30,0;A143;A152;1,0;A173;1,0;A191;A201;0,7;ok;1,0518542528152466;3,4043896621465684;2,0;5,075;100,0;0,0
79;A11;24,0;A30;A43;2365,40625;A61;A74;4,0;A93;A102;3,0;A123;35,0;A143;A152;2,0;A173;1,0;A192;A201;0,7;ok;4,645371437072754;3,4043896621465684;5,0;5,075;100,0;0,0
80;A11;24,0;A32;A43;1603,0;A61;A75;4,0;A92;A103;4,0;A123;54,65625;A143;A152;1,0;A173;1,0;A191;A201;1,158257569495584;ok;3,509605646133423;3,4043896621465684;2,0;5,075;100,0;0,0
81;A11;11,0;A31;A40;3905,0;A61;A73;2,0;A93;A101;2,0;A121;36,0;A141;A151;2,0;A173;2,0;A191;A201;0,7;ok;3,385148763656616;3,4043896621465684;2,0;5,075;100,0;0,0
82;A11;18,0;A31;A44;1126,0;A62;A72;4,0;A92;A101;2,0;A121;20,9375;A143;A151;1,1875;A173;1,0;A192;A201;0,7;ok;3,3386952877044678;3,4043896621465684;6,0;5,075;100,0;0,0
83;A13;21,0;A32;A40;2923,0;A62;A71;0,9999999999999998;A91;A101;1,0;A123;28,0;A141;A152;1,0;A174;1,0;A191;A201;0,7;ok;2,8934476375579834;3,4043896621465684;3,0;5,075;100,0;0,0
84;A12;9,0;A31;A40;3195,0;A61;A72;1,0937499999999998;A92;A101;2,0;A121;28,625;A141;A152;1,0;A171;1,0;A192;A201;0,7;ok;4,2642292976379395;3,4043896621465684;7,0;5,075;100,0;0,0
85;A12;12,5625;A34;A40;4716,0;A61;A71;1,0624999999999998;A91;A101;3,0;A121;44,0;A141;A152;1,9375;A171;2,0;A191;A201;0,7;ok;4,500826358795166;3,4043896621465684;8,0;5,075;100,0;0,0
86;A14;6,0;A32;A41;13872,4375;A61;A71;1,0624999999999998;A92;A101;1,9375;A122;23,0;A143;A152;1,0;A171;1,0;A191;A201;1,158257569495584;ok;4,22200345993042;3,4043896621465684;9,0;5,075;100,0;0,0
87;A14;36,0;A32;A41;5493,0;A61;A75;2,0;A93;A101;4,0;A124;42,0;A143;A153;1,125;A173;2,0;A191;A201;1,158257569495584;ok;2,4805896282196045;3,4043896621465684;2,0;5,075;100,0;0,0
88;A14;24,0;A34;A42;1820,6250000000002;A61;A72;3,9375;A92;A102;3,0625;A124;40,0;A141;A152;2,0;A173;1,0;A192;A201;0,7;ok;4,519130229949951;3,4043896621465684;9,0;5,075;100,0;0,0
89;A11;12,0;A32;A42;6975,375;A61;A73;2,0;A93;A101;2,0;A122;28,5625;A143;A152;1,0625;A174;2,0;A191;A201;0,7;ok;3,4405503273010254;3,4043896621465684;5,0;5,075;100,0;0,0
90;A14;12,0;A30;A42;2759,0;A63;A73;2,0;A93;A102;3,8125;A122;33,9375;A141;A151;2,0;A171;1,0;A191;A201;0,7;ok;4,127835273742676;3,4043896621465684;8,0;5,075;100,0;0,0
91;A11;16,5;A34;A46;2115,25;A61;A73;3,0;A92;A101;2,0;A121;39,0;A143;A151;2,0;A171;2,0;A191;A202;0,7;ok;2,7740097045898438;3,4043896621465684;4,0;5,075;100,0;0,0
92;A14;12,0;A32;A40;2002,0;A61;A75;3,0;A91;A103;3,8125;A122;29,875;A141;A151;1,0;A173;2,0;A192;A201;0,7;ok;5,1986613273620605;3,4043896621465684;7,0;5,075;100,0;0,0
93;A14;24,0;A32;A43;1901,0;A62;A73;4,0;A93;A101;4,0;A123;29,0625;A143;A151;1,0;A173;1,0;A192;A201;1,158257569495584;ok;1,3571081161499023;3,4043896621465684;2,0;5,075;100,0;0,0
94;A14;12,0;A32;A43;1493,0;A65;A72;4,0;A92;A101;3,0;A123;34,0;A143;A151;1,0;A173;2,0;A191;A201;0,7;ok;3,140845775604248;3,4043896621465684;2,0;5,075;100,0;0,0
95;A12;16,3125;A33;A40;1209,0;A61;A71;4,0;A93;A101;3,9375;A122;47,0;A141;A152;1,0;A174;1,0;A192;A201;0,7;ok;2,414199113845825;3,4043896621465684;3,0;5,075;100,0;0,0
96;A12;48,0;A32;A43;3979,0;A65;A74;3,9375;A93;A101;1,0;A123;41,0;A143;A152;2,0;A174;2,0;A192;A201;0,7;ok;1,358276128768921;3,4043896621465684;2,0;5,075;100,0;0,0
97;A11;24,0;A32;A42;7721,0;A65;A72;0,9999999999999998;A92;A102;4,0;A122;30,0;A143;A151;1,0;A173;1,0;A191;A202;0,7;ok;3,6051244735717773;3,4043896621465684;4,0;5,075;100,0;0,0
98;A11;18,0;A34;A42;3650,0;A61;A72;0,9999999999999998;A92;A101;3,9375;A123;22,0;A143;A151;1,0;A173;1,0;A191;A201;1,158257569495584;ok;1,6807537078857422;3,4043896621465684;2,0;5,075;100,0;0,0
99;A11;18,28125;A30;A43;1880,0;A65;A71;4,0;A93;A101;1,0;A122;32,0;A143;A152;2,0;A171;1,0;A192;A201;0,7;ok;5,775585174560547;3,4043896621465684;6,0;5,075;100,0;0,0
100;A12;18,0;A33;A49;1941,0;A64;A73;3,9375;A93;A102;2,0;A122;35,0;A143;A152;1,0;A171;1,0;A192;A201;0,7;ok;1,9462093114852905;3,4043896621465684;3,0;5,075;100,0;0,0
101;A14;12,9375;A32;A40;886,5625;A63;A72;4,0;A92;A101;1,0;A121;24,0;A142;A152;1,0;A173;1,0;A191;A201;0,7;ok;2,4895694255828857;3,4043896621465684;5,0;5,075;100,0;0,0
102;A14;27,0;A30;A45;5190,0;A65;A72;4,0;A93;A102;3,875;A122;48,0;A143;A152;4,0;A174;2,0;A192;A201;0,7;ok;3,6874821186065674;3,4043896621465684;5,0;5,075;100,0;0,0
103;A14;36,0;A30;A40;10477,0;A65;A73;2,0;A93;A102;4,0;A124;42,0;A143;A153;2,0;A173;1,0;A191;A201;0,7;ok;4,133503437042236;3,4043896621465684;4,0;5,075;100,0;0,0
104;A12;46,5;A32;A49;4351,0;A65;A73;0,9999999999999998;A92;A102;3,875;A123;48,0;A143;A153;1,0;A173;1,0;A192;A201;0,7;ok;4,033641338348389;3,4043896621465684;7,0;5,075;100,0;0,0
105;A11;23,625;A32;A43;1336,875;A61;A73;4,0;A93;A101;1,0;A124;28,0;A141;A151;1,0625;A173;1,0;A191;A201;0,7;ok;4,333445072174072;3,4043896621465684;10,0;5,075;100,0;0,0
106;A12;30,0;A31;A42;3469,875;A64;A73;3,9375;A93;A101;2,0;A123;34,0;A142;A152;1,0;A173;2,0;A192;A201;1,158257569495584;ok;0,05736398696899414;3,4043896621465684;2,0;5,075;100,0;0,0
107;A12;39,75;A33;A43;5998,0;A62;A74;4,0;A94;A101;2,875;A123;27,4375;A143;A152;1,0;A173;1,0;A191;A201;1,158257569495584;ok;3,931349277496338;3,4043896621465684;12,0;5,075;100,0;0,0
108;A14;28,0;A32;A40;4006,0;A61;A73;3,0625;A93;A101;2,0;A123;45,0;A143;A152;1,0;A171;1,0;A191;A201;1,158257569495584;ok;2,472402334213257;3,4043896621465684;2,0;5,075;100,0;0,0
109;A11;36,0;A30;A43;3379,875;A65;A75;4,0;A93;A101;2,0;A123;51,0;A142;A152;1,0;A173;1,0;A192;A201;0,7;ok;4,321425914764404;3,4043896621465684;4,0;5,075;100,0;0,0
110;A12;19,5;A32;A40;2622,0;A62;A73;4,0;A91;A101;4,0;A123;33,9375;A143;A151;1,0;A173;1,0;A191;A201;0,7;ok;4,325462341308594;3,4043896621465684;5,0;5,075;100,0;0,0
111;A12;36,0;A32;A45;2384,0;A61;A72;4,0;A91;A101;1,0;A124;33,0;A143;A151;1,0;A171;1,0;A191;A201;0,7;ok;2,4914987087249756;3,4043896621465684;1,0;5,075;100,0;0,0
112;A11;24,0;A33;A43;1659,0;A61;A75;4,0;A92;A101;4,0;A123;29,0;A143;A151;1,0;A171;1,0;A192;A201;1,158257569495584;ok;2,9966976642608643;3,4043896621465684;2,0;5,075;100,0;0,0
113;A12;45,0;A32;A41;3488,0;A62;A74;3,0;A92;A101;4,0;A123;23,0;A143;A151;1,0;A173;1,0;A191;A201;0,7;ok;2,8702449798583984;3,4043896621465684;3,0;5,075;100,0;0,0
114;A11;60,75;A32;A43;7449,21875;A65;A74;0,9999999999999998;A91;A101;4,0;A124;27,0;A143;A152;2,0;A171;1,0625;A191;A201;0,7;ok;5,175771236419678;3,4043896621465684;10,0;5,075;100,0;0,0
115;A14;18,0;A30;A43;2163,375;A61;A73;2,0;A92;A101;1,0625;A123;25,0;A143;A151;2,0;A173;1,0;A191;A201;0,7;ok;3,721303701400757;3,4043896621465684;4,0;5,075;100,0;0,0
116;A11;15,75;A32;A40;1332,9999999999998;A61;A71;4,0;A93;A101;2,0;A121;43,0;A143;A153;2,0;A173;2,0;A191;A201;1,158257569495584;ok;1,0785351991653442;3,4043896621465684;2,0;5,075;100,0;0,0
117;A14;22,0;A32;A40;1283,0;A65;A74;3,9375;A93;A101;4,0;A122;24,875;A143;A151;1,0;A173;1,0;A192;A201;1,158257569495584;ok;2,40388560295105;3,4043896621465684;4,0;5,075;100,0;0,0
118;A14;8,062500000000004;A32;A40;1561,5000000000002;A61;A73;1,9375;A92;A101;2,9375;A123;26,0;A141;A151;1,0;A171;1,0;A192;A201;0,7;ok;5,147889614105225;3,4043896621465684;10,0;5,075;100,0;0,0
119;A12;12,0;A31;A43;585,0;A61;A73;4,0;A92;A102;4,0;A123;20,0;A143;A151;2,0;A171;1,0;A191;A201;0,7;ok;3,836613893508911;3,4043896621465684;4,0;5,075;100,0;0,0
