;age;workclass;fnlwgt;education;education-num;marital-status;occupation;relationship;race;sex;capital-gain;capital-loss;hours-per-week;native-country
203;0;0;0;0;1;1;0;0;0;0;1,43408941;0;0;0
204;0,082585338;0;0,032673293;0;1;0;0;0;0;0;0;0;0;0
205;0;0;0;0;1;0;1;0;0;0;0;0;0;0
206;0,004588074;0;0,00557453;1;0;1;0;0;0;0;0;4,367829079;0;0
207;0;0;0;1;0;1;0;0;0;0;0;0;0;0
208;0;0;0,018129123;1;0;0;0;0;0;0;0;0;0;0
209;0;0;0;0;0;0;1;1;0;1;0,985202158;0;0;0
210;0,018352297;1;0;1;1;0;0;1;1;1;1,462772149;0;0,075310795;0
211;0;0;0;0;0;0;0;0;0;0;1,40547802;0;0;0
212;0;0;0;0;1;0;1;0;0;0;0;0;0;0
213;0,022940372;1;0;1;1;0;0;1;0;0;1,450190749;0;0,050207197;0
214;0,623978108;0;0;0;0;1;0;0;0;0;1,462772149;0;0;0
215;0;0;0;1;0;1;1;1;0;0;0;0;0;0
216;0,045880743;0;0;0;0;0;0;0;0;0;1,43408941;0;0;0
217;0;0;0;0;0;1;0;0;0;1;0;4,277555982;0;0
218;0;0;0;1;1;1;0;0;0;0;0;4,192490949;1,50621591;0
219;0,009176149;1;0;0;0;1;0;1;0;0;0;0;0,050207197;1
220;0;0;0,030424207;0;0;0;0;0;0;0;4,632904585;0;0;0
221;0;0;0,002376229;0;0;1;0;0;0;0;0;0;0;0
222;0;1;0;0;1;1;0;0;0;1;1,501206069;0;0,025103598;0
223;0;0;0,00274111;0;0;1;1;0;0;0;0;0;0;0
224;0;0;0;0;0;1;0;0;0;0;1,965516834;0;0;0
225;0,009176149;0;0;1;0;1;1;0;1;1;0;4,402549501;0,100414394;0
226;0;0;0;0;1;0;1;0;0;0;0;4,277555982;0;0
227;0;1;0;1;0;0;1;0;0;1;0;0;0;0
228;0,013764223;1;0;0;1;0;0;0;0;0;0,424069309;0;0;0
229;0,055056892;0;0,022894934;1;0;0;0;1;0;0;0;0;0;1
230;0,60562581;0;0;0;0;0;1;0;0;0;1,388568047;0;0;0
231;0,367045946;0;0;0;0;1;0;0;0;1;0,985202158;0;0;0
232;0,068821115;0;0,008651494;0;0;0;0;0;0;0;1,041426035;0;0;0
233;0;0;0;0;1;0;0;0;0;0;1,388568047;0;0;0
234;0,757032263;0;0;0;1;1;1;0;0;0;0;0;0,32634678;0
235;0;0;0;0;0;0;0;1;1;0;1,513335586;0;0;0
236;0;1;0;0;0;0;0;0;0;0;1,041426035;0;0;0
237;0;0;0;0;0;0;0;1;0;1;1,388568047;0;0;0
238;0,119289932;0;0;0;0;0;1;1;0;0;2,378312828;0;0;0
239;0;0;0,066082736;0;0;0;0;0;0;0;0;4,367829079;0,150621591;0
240;0,020646334;0;0;0;0;1;0;1;0;0;1,462772149;0;0;0
241;0,045880743;0;0;0;0;1;1;0;0;0;0;0;0;0
242;0;0;0;1;1;0;0;1;0;1;1,041426035;4,367829079;0;0
243;0;0;0,033971424;0;1;0;0;1;0;0;0;0;0;0
244;0;1;0;0;0;0;1;0;0;0;0;0;0;0
245;0,013764223;0;0;0;0;0;1;0;0;0;0;0;0;0
246;0,050468818;0;0;1;0;0;1;0;1;0;0,843286812;5,71961084;0;0
247;0;0;0;1;0;0;1;0;0;0;0;0;0,025103598;0
248;0,715739594;1;0;0;1;0;0;0;0;1;0,83451075;0;0;0
249;0,229403716;0;0,004144032;0;0;0;0;0;0;0;0;0;0;1
250;0;0;0;1;0;0;0;1;0;0;0;0;0,025103598;0
251;0;0;0;0;0;0;1;0;0;0;0;4,277555982;0;0
252;0,011470186;1;0;1;0;0;0;0;0;1;0;0;0;0
253;0;0;0;1;0;0;1;0;0;0;0;0;0;0
254;0;0;0,011447757;0;0;0;1;0;0;0;0;0;0;0
255;0,045880743;1;0;0;0;0;0;0;0;0;0;0;0;0
256;0;0;0,127598792;0;1;0;1;0;0;0;0;0;0,803315152;0
257;0,006882111;0;0,025996862;0;1;0;0;0;1;0;1,407404473;0;0,195808068;0
258;0;0;0,014438508;1;0;0;0;0;0;0;0;0;0;0
259;0;1;0;0;1;0;0;0;0;0;1,000804046;0;0;0
260;0;0;0,008209688;0;0;0;0;0;0;0;1,42928517;0;0;0
261;0;1;0,600378367;0;0;0;0;0;0;0;0;0;0;0
262;0;0;0,412199379;1;0;1;0;0;0;1;0;4,402549501;0;0
263;0;0;0;0;0;0;1;0;0;0;0;0;0,753107955;0
264;0;0;0;0;0;0;0;0;1;0;1,041426035;0;0;0
265;0,004588074;0;0,197366918;1;0;0;0;1;0;0;0;4,277555982;0,240994546;1
266;0,041292669;0;0,071209074;0;0;1;0;0;0;0;0;0,272989317;0;0
267;0;0;0;0;0;0;1;0;0;0;0;0;0,010041439;0
268;0;1;0;1;0;0;1;0;0;0;0;0;0;0
269;0,091761486;0;0;0;0;0;1;0;0;0;1,462772149;0;0,32634678;1
270;0,03211652;1;0,014434444;0;1;0;1;0;0;0;0,985202158;0;0,025103598;0
271;0,596449662;0;0;0;1;0;0;0;0;0;1,007011505;0;0;0
272;0;0;0;0;0;0;0;0;0;1;0,985202158;0;0;0
273;0,018352297;0;0,001746612;0;1;0;1;0;0;0;0,033641571;0,468725696;0,050207197;0
274;0;0;0;0;0;0;0;0;0;0;1,069252574;0;0;0
275;0;0;0;1;0;1;0;1;0;0;0;0;0;0
276;0;1;0,077554586;0;1;1;0;0;0;0;1,388568047;0;0,025103598;0
277;0;0;0,063295471;0;1;0;0;0;0;0;1,462772149;0;0;0
278;0,146818378;0;0;0;0;0;1;0;0;0;0;0;0;0
279;0;0;0,030943227;1;1;0;1;1;0;1;0;0;0;0
280;0;0;0,001994511;0;0;0;1;0;0;0;1,041426035;0;0;0
281;0;0;0,031490694;0;0;0;0;0;0;0;1,388568047;0;0;0
282;0;0;0,159440144;0;1;0;0;0;0;0;0;0;0;0
283;0;0;0;1;0;0;1;1;0;0;0;0,311905124;0,32634678;0
284;0;1;0,307092613;0;0;1;0;0;0;0;0,985202158;0;0;0
285;0;1;0;0;1;1;1;1;0;1;0;4,094839762;0;0
286;0,238579865;0;0,03180826;0;0;0;0;0;0;0;0;0;0;0
287;0;0;0,00884482;0;0;0;1;0;0;0;0;0;0;0
288;0,88091027;0;0,014340684;1;0;1;0;1;0;0;0;0;0,481989091;0
289;0,293636757;0;0;0;0;0;0;0;0;0;1,388568047;0;0,010041439;0
290;0;0;0,001283907;0;0;1;0;1;0;0;1,453936629;0;0;0
291;0;0;0;0;0;1;1;0;0;0;0;0;0;1
292;0;1;0;0;0;0;1;0;1;0;0;0;1,204972728;0
293;0,041292669;0;0,03091594;0;0;0;1;0;0;0;0;0,272989317;0;0
294;0,045880743;1;0,148958147;0;1;0;0;0;1;0;0,052156922;0,272989317;0,087862595;0
295;0;0;0;1;0;0;1;0;0;0;0,622077724;0;0;0
296;0;0;0,000937313;0;0;1;0;0;0;0;0;4,367829079;0;0
297;0,059644966;0;0;0;1;0;0;1;0;1;0,052156922;4,322692531;0;0
298;0;0;0;0;0;0;0;0;0;0;0,985202158;0;0;0
299;0;1;0;1;1;0;1;0;0;0;0;0;0,050207197;0
300;0;0;0,151291124;0;0;0;0;0;0;0;0;0,111828692;0;0
301;0;0;0;1;1;0;1;0;0;1;0,081446137;0,090417765;0,030124318;0
302;0,03211652;0;0;1;1;0;0;0;0;0;0;0;0;0
303;0;0;0,002434575;0;0;0;1;0;0;0;0;0;0,010041439;0
304;0,550568919;1;0,026730108;0;0;0;0;0;0;0;0;0;0;0
305;0;0;0;0;1;0;0;0;0;1;0;5,282133524;0;0
306;0,004588074;1;0,375708909;1;1;0;0;0;0;1;0;0;0,125517992;0
307;0;0;0;0;1;1;0;0;0;0;0;0;0;0
308;0;0;0,005920543;1;0;1;1;0;0;0;0;4,277555982;0;0
309;0;0;0;0;1;0;0;0;0;0;0,046472697;0;0;0
310;0,041292669;1;0;1;1;1;1;1;1;1;0;0;1,767293334;0
311;0,055056892;1;0;0;0;1;1;1;0;0;0;0,244995977;0;0
312;0;0;0,039579045;0;1;0;0;0;0;0;0;4,277555982;0;0
313;0,045880743;0;0,541480632;1;1;0;0;0;0;0;0;0;0;0
314;0;1;0,000523955;0;1;0;0;0;0;0;1,425670098;0;0;0
315;0;0;0;0;0;0;0;0;0;0;1,388568047;0;0,025103598;0
316;0;1;0;1;0;1;0;0;0;0;0,985202158;0;0;0
317;0;0;0;1;0;0;0;0;0;0;0,508964035;0;0;0
318;0;0;0;0;0;0;0;1;0;0;2,086812001;0;0;0
319;0,01605826;1;0;0;0;0;0;0;0;0;0;0;0;0
320;0;0;0;1;1;0;0;0;0;0;1,462772149;0;0;0
321;0,309695017;1;0;0;1;0;0;0;0;1;0;0;0;0
322;0;0;0,007026218;0;1;0;1;0;0;1;1,041426035;0;0;0
323;0;0;0;0;0;1;1;0;0;1;0;0;0;0
324;0;0;0;0;0;0;0;0;1;0;1,077802694;0;0;0
325;0,064233041;0;0,041370071;0;1;0;0;1;1;0;1,462772149;0;0,025103598;0
326;0,238579865;0;0;1;1;0;1;1;0;0;0,985202158;0;0,035145038;0
327;0,03211652;0;0,027609075;0;1;0;0;0;0;0;1,080335622;0;0;0
328;0,018352297;0;0,002486825;0;1;0;1;1;0;1;0,628261399;0;0;0
329;0;0;0;1;0;1;0;0;0;0;0,985202158;0;0;0
330;0;0;0;0;1;0;1;1;1;0;0;0;0;0
331;0;0;0;0;1;0;1;0;1;0;1,071963877;0;0;0
332;0;0;0;0;1;0;0;1;0;0;1,462772149;0;0;0
333;0,734091892;0;0;1;0;1;0;1;0;0;0;0;0;0
334;0,701975371;0;0;0;0;0;1;0;0;0;0;0,086945723;0;0
335;0;0;0;0;0;0;0;0;0;0;1,005655853;0;0;1
336;0;1;0;0;0;0;0;1;0;0;1,388568047;0;0;0
337;0;1;0,055687822;0;0;1;0;0;0;0;0;0;0,251035985;0
338;0;0;0;1;0;0;0;1;0;0;0;0;0;0
339;0;1;0;1;0;0;0;0;0;0;1,450190749;0,272989317;0;0
340;0;0;0;0;0;0;0;0;0;0;1,041426035;0;0;0
341;0;1;0;0;0;1;1;1;1;0;0;0,274074331;0,256056705;0
342;0;0;0,834593379;0;1;0;0;0;0;0;0;0;0,602486364;0
343;0;1;0;0;0;0;0;0;0;0;0,228998141;0;0;0
344;0;0;0;0;0;0;1;0;0;0;1,462772149;0,275159344;0,025103598;0
345;0;0;0;1;0;1;0;0;0;0;0;0;0;0
346;0,013764223;0;0,005418069;0;1;0;0;1;1;0;1,408450941;0;0;0
347;0,578097365;0;0,032724382;0;0;0;0;0;0;0;1,005655853;0;0;0
348;0;0;0;0;0;1;0;1;0;0;1,388568047;0;0;0
349;0;0;0;0;0;0;1;1;0;0;1,965267109;0;0;0
350;0;1;0,79267468;1;0;0;0;0;0;0;0;0;0;0
351;0,298224831;1;0;0;0;1;0;0;0;0;0;0;0;0
352;0;0;0;0;0;0;0;1;0;0;0,191622581;0;0;0
353;0,082585338;0;0;1;1;0;1;0;0;0;0;0,226261416;0,803315152;0
354;1,027728648;0;0;0;0;1;1;0;1;0;0;0;0;0
355;0,050468818;0;0,001502487;0;1;0;1;0;0;1;1,42928517;0;0;0
356;0;1;0;0;1;0;0;0;0;0;0;0;0;0
357;0,036704595;0;0,348161373;0;0;0;0;0;0;0;0,553498388;0;0;0
358;0;0;0,519984265;1;1;0;0;1;0;0;0;0;0;0
359;0,701975371;0;0;0;1;0;0;0;0;1;0;0;1,129661932;0
360;0;0;0;1;0;0;1;1;0;1;1,42928517;4,402549501;0;0
361;0;0;0;0;0;1;0;0;0;1;0;0;0;0
362;0,825853378;1;0;0;0;1;0;0;0;1;1,462772149;0;0;0
363;0,757032263;0;0;1;0;0;0;0;0;0;0;0;0,100414394;0
364;0;0;0;1;1;1;1;1;0;1;0;0,275159344;0;0
365;0;0;0,001378828;0;1;1;0;0;0;0;0;0;0;0
366;0;0;0;0;0;0;1;1;0;1;1,071963877;0;2,570608486;0
367;0;1;0;0;0;0;0;0;0;0;1,425670098;0;0;0
368;0,004588074;1;0;0;0;1;1;0;0;0;0;0;0;0
369;0;0;0,030222172;0;0;0;1;1;0;0;1,65460878;0,314364487;0;0
370;0,467983581;0;0;0;1;0;1;0;0;0;0,61646485;0;0;0
371;0,009176149;0;0,358135381;0;0;0;0;0;0;0;0;0;0;0
372;0;0;0;0;0;0;0;0;0;0;1,024349578;0;0;0
373;0,619390033;0;0,038056819;0;0;0;1;0;0;0;0;0;0,351450379;0
374;0,009176149;0;0,02691821;0;1;0;0;1;1;0;1,462772149;0,267347249;0;0
375;0;0;0,091725456;0;1;0;0;0;0;0;0;0;0;0
376;0;0;0;0;0;0;1;0;0;0;0;0;0;1
