;X1;X2;X3;X4;X5;X6;X7;X8;X9;X10;X11;X12;X13;X14;X15;X16;X17;X18;X19;X20;X21;X22;X23;Y;predict;euclidean;euclidean_medio;hamming;hamming_medio;cobertura_pct;erro_pct
51;130000,0;2,0;0,9999999999999999;1,0;46,0;0,0;0,0;0,0;0,0;0,0;5,551115123125783e-17;147582,0;138996,0;140558,0;90522,0;90917,0;92330,0;5394,0;4229,0;3211,0;3297,0;3312,0;3381,0;0;ok;11,004522323608398;8,430429444384218;23,0;23,0;26,8;0,0
52;80000,0;2,0;2,0;2,0;22,0;2,0;2,0;0,0;0,0;0,0;5,551115123125783e-17;53023,0;76708,0;39701,0;41021,0;41525,0;42394,0;0,0;3320,0;1980,0;1484,0;1536,0;1548,0;0;ok;5,719008922576904;8,430429444384218;23,0;23,0;26,8;0,0
56;240000,0;2,0;2,0;1,0;40,0;-2,0;-2,0;-2,0;-2,0;-2,0;-2,0;0,0;0,0;0,0;0,0;0,0;1306,0;0,0;0,0;0,0;0,0;1306,0;0,0;1;ok;7,538646221160889;8,430429444384218;23,0;23,0;26,8;0,0
66;30000,0;2,0;3,0;1,0;43,0;0,9999999999999999;2,0;1,9999999999999998;2,0;2,0;2,0;12603,0;13103,0;13785,0;13911,0;13548,0;14465,0;1000,0;1200,0;646,0;0,0;1300,0;1000,0;1;ok;7,216916561126709;8,430429444384218;23,0;23,0;26,8;0,0
67;200000,0;1,0;2,0;2,0;36,0;0,0;0,0;0,0;0,0;0,0;5,551115123125783e-17;99483,0;97546,0;98897,0;94943,0;96967,0;99016,0;4841,0;4300,0;3300,0;3361,0;3500,0;3206,0;0;ok;8,410524368286133;8,430429444384218;23,0;23,0;26,8;0,0
68;170000,0;1,0;2,0;2,0;36,0;-2,0;-2,0;-2,0;-2,0;-2,0;-2,0;600,0;1598,0;0,0;1340,0;0,0;0,0;1598,0;0,0;1340,0;0,0;0,0;3200,0;1;ok;4,99771785736084;8,430429444384218;23,0;23,0;26,8;0,0
70;120000,0;1,0;2,0;2,0;28,0;-1,0;-1,0;-1,0;-1,0;-1,0;-1,0;4310,0;3905,0;2411,0;1925,0;2943,0;6249,0;3905,0;2411,0;1925,0;2943,0;6249,0;1780,0;1;ok;7,243844985961914;8,430429444384218;23,0;23,0;26,8;0,0
73;150000,0;2,0;0,9999999999999999;2,0;29,0;-1,0;-1,0;-1,0;0,0;0,0;5,551115123125783e-17;2356,0;16836,0;1094,0;6382,0;5288,0;5288,0;16836,0;2000,0;5288,0;0,0;0,0;0,0;1;ok;6,868791103363037;8,430429444384218;23,0;23,0;26,8;0,0
74;70000,0;1,0;3,0;2,0;47,0;0,0;0,0;0,0;0,0;0,0;5,551115123125783e-17;40862,0;38910,0;25151,0;25433,0;25544,0;24573,0;1421,0;2524,0;1584,0;695,0000000000005;686,0;525,0;0;ok;10,552328109741211;8,430429444384218;23,0;23,0;26,8;0,0
81;160000,0;2,0;0,9999999999999999;2,0;42,0;-2,0;-2,0;-2,0;-2,0;-2,0;-2,0;0,0;0,0;0,0;0,0;741,0;0,0;0,0;0,0;0,0;741,0000000000005;0,0;0,0;0;ok;9,390564918518066;8,430429444384218;23,0;23,0;26,8;0,0
88;470000,0;2,0;2,0;1,0;54,0;0,9999999999999999;2,0;0,0;0,0;0,0;5,551115123125783e-17;358581,0;351295,0;358671,0;367492,0;374249,0;381132,0;0,0;13033,0;14800,0;14359,0;13897,0;14425,0;1;ok;16,285070419311523;8,430429444384218;23,0;23,0;26,8;0,0
90;360000,0;2,0;2,0;2,0;41,0;0,0;0,0;0,0;0,0;0,0;5,551115123125783e-17;352538,0;360648,0;339204,0;282520,0;290521,0;27792,0;14152,0;15000,0;15000,0;15004,0;5071,0;5168,0;1;ok;15,859489440917969;8,430429444384218;23,0;23,0;26,8;0,0
93;500000,0;2,0;0,9999999999999999;1,0;36,0;-2,0;-2,0;-2,0;-2,0;-2,0;-2,0;8561,0;682,0;15714,0;5390,0;43386,0;0,0;1364,0;15714,0;5390,0;43386,0;0,0;0,0;1;ok;10,244227409362793;8,430429444384218;23,0;23,0;26,8;0,0
108;360000,0;2,0;2,0;2,0;28,0;-2,0;-2,0;-2,0;-2,0;-2,0;-2,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;ok;5,6146016120910645;8,430429444384218;23,0;23,0;26,8;0,0
117;200000,0;1,0;2,0;2,0;36,0;0,0;0,0;0,0;0,0;0,0;5,551115123125783e-17;99483,0;97546,0;98897,0;94943,0;96967,0;99016,0;4841,0;4300,0;3300,0;3361,0;3500,0;3206,0;1;ok;8,156572341918945;8,430429444384218;23,0;23,0;26,8;0,0
120;60000,0;1,0;2,0;1,0;37,0;0,0;0,0;0,0;-1,0;-1,0;-1,0;6742,0;9582,0;-27,0;15273,0;14766,0;14687,0;3000,0;18,0;15300,0;5000,0;15132,0;6500,0;1;ok;10,171500205993652;8,430429444384218;23,0;23,0;26,8;0,0
121;90000,0;1,0;3,0;1,0;39,0;0,0;0,0;0,0;0,0;0,0;5,551115123125783e-17;93757,0;91359,0;88616,0;56887,0;46700,0;47272,0;4000,0;2625,0;2511,0;1501,0;1391,0;1393,0;1;ok;8,490595817565918;8,430429444384218;23,0;23,0;26,8;0,0
122;180000,0;1,0;2,0;1,0;41,0;-1,0;-1,0;-1,0;-1,0;-1,0;-1,0;859,0;1811,0;1335,0;366,0;1811,0;1828,0;1811,0000000000005;1335,0;366,0;1811,0;1828,0;366,0;1;ok;8,457098960876465;8,430429444384218;23,0;23,0;26,8;0,0
132;210000,0;1,0;0,9999999999999999;2,0;31,0;-1,0;-1,0;-1,0;-1,0;-1,0;-1,0;326,0;326,0;326,0;326,0;326,0;326,0;326,0;326,0;326,0;326,0;326,0;133,0;1;ok;7,383087635040283;8,430429444384218;23,0;23,0;26,8;0,0
136;130000,0;2,0;0,9999999999999999;1,0;46,0;0,0;0,0;0,0;0,0;0,0;5,551115123125783e-17;147582,0;138996,0;140558,0;90522,0;90917,0;92330,0;5394,0;4229,0;3211,0;3297,0;3312,0;3381,0;1;ok;8,481270790100098;8,430429444384218;23,0;23,0;26,8;0,0
138;50000,0;2,0;3,0;1,0;53,0;0,9999999999999999;-2,0;-2,0;-2,0;-2,0;-2,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1;ok;10,421411514282227;8,430429444384218;23,0;23,0;26,8;0,0
139;50000,0;1,0;2,0;2,0;27,0;0,9999999999999999;3,0000000000000004;1,9999999999999998;2,0;0,0;5,551115123125783e-17;41322,0;40383,0;42413,0;41434,0;45567,0;61595,0;0,0;3000,0;0,0;5000,0;20000,0;0,0;0;ok;8,687588691711426;8,430429444384218;23,0;23,0;26,8;0,0
145;300000,0;2,0;2,0;1,0;34,0;-1,0;-1,0;-1,0;-1,0;-1,0;-1,0;999,9999999999927;1000,0;1000,0;1000,0;2000,0;1000,0;1000,0;1000,0;1000,0;2000,0;1000,0000000000005;1000,0;1;ok;7,324542999267578;8,430429444384218;23,0;23,0;26,8;0,0
147;190000,0;2,0;2,0;1,0;37,0;0,0;0,0;1,9999999999999998;2,0;2,0;2,0;105679,0;115049,0;117856,0;119570,0;116284,0;123528,0;11000,0;6000,0;5000,0;0,0;9000,0;4000,0;0;ok;11,933557510375977;8,430429444384218;23,0;23,0;26,8;0,0
148;140000,0;2,0;0,9999999999999999;2,0;23,0;0,0;0,0;1,9999999999999998;0,0;0,0;5,551115123125783e-17;90289,0;91739,0;89623,0;82030,0;84792,0;84794,0;10007,0;1038,0;3900,0;5000,0;4000,0;5000,0;1;ok;7,1724629402160645;8,430429444384218;23,0;23,0;26,8;0,0
149;120000,0;2,0;0,9999999999999999;1,0;33,0;0,0;0,0;0,0;-1,0;-1,0;5,551115123125783e-17;35563,0;25614,0;19747,0;1201,0;2333,0;2250,0;1426,0;6400,0;1500,0;2700,0;0,0;0,0;1;ok;5,426401615142822;8,430429444384218;23,0;23,0;26,8;0,0
151;90000,0;1,0;3,0;1,0;39,0;0,0;0,0;0,0;0,0;0,0;5,551115123125783e-17;93757,0;91359,0;88616,0;56887,0;46700,0;47272,0;4000,0;2625,0;2511,0;1501,0;1391,0;1393,0;1;ok;7,133897304534912;8,430429444384218;23,0;23,0;26,8;0,0
153;50000,0;2,0;2,0;2,0;26,0;0,9999999999999999;2,0;1,9999999999999998;0,0;0,0;5,551115123125783e-17;50867,0;51486,0;48869,0;30115,0;29527,0;29998,0;1710,0;136,0;1205,9999999999995;2002,0;2005,0;3003,0;0;ok;5,748371124267578;8,430429444384218;23,0;23,0;26,8;0,0
158;10000,0;1,0;3,0;2,0;25,0;2,0;0,0;0,0;0,0;0,0;-2,0;4693,0;5371,0;6327,0;6055,0;0,0;0,0;1300,0000000000005;1600,0000000000005;400,0;0,0;0,0;0,0;0;ok;7,999290466308594;8,430429444384218;23,0;23,0;26,8;0,0
159;70000,0;1,0;2,0;1,0;45,0;0,0;0,0;0,0;0,0;0,0;5,551115123125783e-17;31218,0;32321,0;41713,0;42233,0;43288,0;46001,0;1608,0;10000,0;1511,0;1735,0;3600,0;0,0;1;ok;9,02168083190918;8,430429444384218;23,0;23,0;26,8;0,0
166;230000,0;2,0;2,0;2,0;28,0;-1,0;-1,0;-1,0;-2,0;-1,0;-1,0;875,0;375,0;-250,0;-125,0;609,0;362,0;1000,0;0,0;0,0;4000,0;3000,0;9000,0;1;ok;6,14483118057251;8,430429444384218;23,0;23,0;26,8;0,0
170;360000,0;2,0;2,0;2,0;28,0;-2,0;-2,0;-2,0;-2,0;-2,0;-2,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;ok;9,828161239624023;8,430429444384218;23,0;23,0;26,8;0,0
173;180000,0;1,0;2,0;1,0;41,0;-1,0;-1,0;-1,0;-1,0;-1,0;-1,0;859,0;1811,0;1335,0;366,0;1811,0;1828,0;1811,0000000000005;1335,0;366,0;1811,0;1828,0;366,0;1;ok;8,450687408447266;8,430429444384218;23,0;23,0;26,8;0,0
176;170000,0;2,0;2,0;2,0;34,0;-1,0;-1,0;-1,0;-1,0;-1,0;-1,0;8069,0;2855,0;11744,0;5886,0;12916,0;3177,0;2855,0;11900,0;5886,0;12916,0;3177,0;4511,0;1;ok;8,37149715423584;8,430429444384218;23,0;23,0;26,8;0,0
177;110000,0;1,0;2,0;1,0;37,0;0,0;0,0;1,9999999999999998;2,0;0,0;5,551115123125783e-17;111864,0;112112,0;114367,0;111064,0;112123,0;111575,0;11000,0;5500,0;0,0;4400,0;4500,0;4200,0;0;ok;8,86867904663086;8,430429444384218;23,0;23,0;26,8;0,0
180;210000,0;1,0;2,0;2,0;32,0;0,0;0,0;1,9999999999999998;0,0;0,0;5,551115123125783e-17;155913,0;165227,0;161427,0;164860,0;187329,0;186079,0;13000,0;0,0;5666,0;24886,0;6282,0;6494,0;1;ok;9,676934242248535;8,430429444384218;23,0;23,0;26,8;0,0
181;130000,0;2,0;0,9999999999999999;1,0;46,0;0,0;0,0;0,0;0,0;0,0;5,551115123125783e-17;147582,0;138996,0;140558,0;90522,0;90917,0;92330,0;5394,0;4229,0;3211,0;3297,0;3312,0;3381,0;1;ok;8,4454984664917;8,430429444384218;23,0;23,0;26,8;0,0
185;200000,0;2,0;2,0;1,0;48,0;-2,0;-1,0;1,9999999999999998;-1,0;0,0;5,551115123125783e-17;22111,0;32938,0;10902,0;6309,0;4979,0;2978,0;11257,0;0,0;6309,0;0,0;2986,0;0,0;1;ok;9,826105117797852;8,430429444384218;23,0;23,0;26,8;0,0
187;30000,0;2,0;2,0;1,0;31,0;0,0;0,0;1,9999999999999998;0,0;0,0;5,551115123125783e-17;29493,0;19433,0;18782,0;19006,0;19637,0;21251,0;3200,0;0,0;742,0;1000,0;2000,0;0,0;0;ok;7,154516220092773;8,430429444384218;23,0;23,0;26,8;0,0
190;500000,0;2,0;0,9999999999999999;1,0;36,0;-2,0;-2,0;-2,0;-2,0;-2,0;-2,0;8561,0;682,0;15714,0;5390,0;43386,0;0,0;1364,0;15714,0;5390,0;43386,0;0,0;0,0;1;ok;8,873459815979004;8,430429444384218;23,0;23,0;26,8;0,0
194;50000,0;2,0;3,0;1,0;53,0;0,0;0,0;0,0;0,0;0,0;5,551115123125783e-17;46778,0;47770,0;49009,0;50593,0;20218,0;20645,0;1770,0;2009,0;2593,0;1000,0;752,0;1017,0;1;ok;8,374641418457031;8,430429444384218;23,0;23,0;26,8;0,0
195;20000,0;2,0;2,0;1,0;48,0;-1,0;2,0;1,9999999999999998;-1,0;0,0;-1,0;780,0;780,0;390,0;780,0;390,0;1735,0;390,0;0,0;779,9999999999995;0,0;1735,0;0,0;1;ok;8,624099731445312;8,430429444384218;23,0;23,0;26,8;0,0
198;60000,0;2,0;2,0;1,0;25,0;0,0;0,0;1,9999999999999998;0,0;0,0;5,551115123125783e-17;34733,0;37460,0;36558,0;37945,0;38782,0;39582,0;3600,0;0,0;2000,0;1600,0;1600,0;1340,0;0;ok;5,685563087463379;8,430429444384218;23,0;23,0;26,8;0,0
200;300000,0;2,0;2,0;1,0;34,0;-1,0;-1,0;-1,0;-1,0;-1,0;-1,0;999,9999999999927;1000,0;1000,0;1000,0;2000,0;1000,0;1000,0;1000,0;1000,0;2000,0;1000,0000000000005;1000,0;0;ok;8,643367767333984;8,430429444384218;23,0;23,0;26,8;0,0
204;110000,0;2,0;2,0;1,0;46,0;0,0;0,0;0,0;0,0;0,0;5,551115123125783e-17;110950,0;111750,0;111227,0;110849,0;110575,0;110394,0;4088,0;3912,0;3888,0;3975,0;4162,0;3945,0;1;ok;8,270638465881348;8,430429444384218;23,0;23,0;26,8;0,0
207;20000,0;1,0;2,0;2,0;25,0;0,0;0,0;0,0;0,0;0,0;5,551115123125783e-17;17286,0;18199,0;18559,0;19068,0;19053,0;16500,0;1594,0;1344,0;1243,0;617,9999999999995;579,0;778,0;1;ok;6,741338729858398;8,430429444384218;23,0;23,0;26,8;0,0
208;120000,0;2,0;0,9999999999999999;1,0;33,0;0,0;0,0;0,0;-1,0;-1,0;5,551115123125783e-17;35563,0;25614,0;19747,0;1201,0;2333,0;2250,0;1426,0;6400,0;1500,0;2700,0;0,0;0,0;1;ok;8,050177574157715;8,430429444384218;23,0;23,0;26,8;0,0
209;10000,0;1,0;3,0;2,0;22,0;0,9999999999999999;-1,0;0,0;0,0;0,0;5,551115123125783e-17;0,0;7492,0;8589,0;9365,0;7740,0;1000,0;7492,0;1224,0;1000,0;175,0;0,0;0,0;0;ok;8,013718605041504;8,430429444384218;23,0;23,0;26,8;0,0
218;300000,0;2,0;2,0;1,0;34,0;-1,0;-1,0;-1,0;-1,0;-1,0;-1,0;999,9999999999927;1000,0;1000,0;1000,0;2000,0;1000,0;1000,0;1000,0;1000,0;2000,0;1000,0000000000005;1000,0;1;ok;7,318360805511475;8,430429444384218;23,0;23,0;26,8;0,0
220;210000,0;1,0;0,9999999999999999;2,0;31,0;-1,0;-1,0;-1,0;-1,0;-1,0;-1,0;326,0;326,0;326,0;326,0;326,0;326,0;326,0;326,0;326,0;326,0;326,0;133,0;1;ok;7,400012016296387;8,430429444384218;23,0;23,0;26,8;0,0
221;210000,0;1,0;0,9999999999999999;2,0;31,0;-1,0;-1,0;-1,0;-1,0;-1,0;-1,0;326,0;326,0;326,0;326,0;326,0;326,0;326,0;326,0;326,0;326,0;326,0;133,0;1;ok;7,377479553222656;8,430429444384218;23,0;23,0;26,8;0,0
227;50000,0;2,0;3,0;1,0;53,0;0,9999999999999999;-2,0;-2,0;-2,0;-2,0;-2,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;ok;8,41226577758789;8,430429444384218;23,0;23,0;26,8;0,0
235;80000,0;2,0;0,9999999999999999;2,0;24,0;-1,0;-1,0;-1,0;-1,0;-1,0;-1,0;329,0;49,0;317,0;827,0;390,0;120,0;500,0;320,0;900,0;400,0;120,0;400,0;1;ok;5,725306510925293;8,430429444384218;23,0;23,0;26,8;0,0
238;50000,0;1,0;2,0;2,0;27,0;0,9999999999999999;3,0000000000000004;1,9999999999999998;2,0;0,0;5,551115123125783e-17;41322,0;40383,0;42413,0;41434,0;45567,0;61595,0;0,0;3000,0;0,0;5000,0;20000,0;0,0;1;ok;6,414303779602051;8,430429444384218;23,0;23,0;26,8;0,0
243;420000,0;1,0;0,9999999999999999;1,0;46,0;2,0;2,0;1,9999999999999998;0,0;0,0;5,551115123125783e-17;426429,0;436968,0;428712,0;425345,0;354852,0;353113,0;19000,0;0,0;16100,0;13000,0;14064,0;111170,0;1;ok;20,662504196166992;8,430429444384218;23,0;23,0;26,8;0,0
246;280000,0;2,0;0,9999999999999999;2,0;38,0;0,9999999999999999;-2,0;-1,0;-1,0;-1,0;-1,0;0,0;0,0;3898,0;1460,0;18901,0;0,0;0,0;3898,0;1460,0;18901,0;0,0;0,0;1;ok;7,400829315185547;8,430429444384218;23,0;23,0;26,8;0,0
250;100000,0;1,0;2,0;1,0;41,0;2,0;2,0;1,9999999999999998;2,0;2,0;2,0;68786,0;69604,0;67887,0;72744,0;73932,0;75560,0;2500,0;0,0;6000,0;2500,0;3000,0;3000,0;0;ok;7,385615348815918;8,430429444384218;23,0;23,0;26,8;0,0
254;110000,0;2,0;2,0;1,0;33,0;0,0;0,0;0,0;2,0;2,0;2,0;105440,0;105852,0;111966,0;106068,0;109293,0;105804,0;5300,0;11000,0;0,0;8077,0;0,0;3947,0;1;ok;9,163179397583008;8,430429444384218;23,0;23,0;26,8;0,0
255;500000,0;2,0;0,9999999999999999;1,0;36,0;-2,0;-2,0;-2,0;-2,0;-2,0;-2,0;8561,0;682,0;15714,0;5390,0;43386,0;0,0;1364,0;15714,0;5390,0;43386,0;0,0;0,0;0;ok;11,801576614379883;8,430429444384218;23,0;23,0;26,8;0,0
267;270000,0;2,0;2,0;1,0;40,0;0,0;0,0;0,0;0,0;0,0;5,551115123125783e-17;26183,0;24181,0;19543,0;17160,0;14818,0;12702,0;1826,0;1469,0;514,0;581,0000000000005;611,9999999999995;312,0;1;ok;7,6387434005737305;8,430429444384218;23,0;23,0;26,8;0,0
272;50000,0;1,0;2,0;1,0;29,0;0,9999999999999999;2,0;0,0;0,0;0,0;2,0;23451,0;22781,000000000004;24108,0;25203,0;26681,0;26117,0;0,0;2000,0;1800,0;2200,0;0,0;2250,0;1;ok;8,030821800231934;8,430429444384218;23,0;23,0;26,8;0,0
276;230000,0;1,0;2,0;1,0;33,0;0,9999999999999999;-1,0;-1,0;-1,0;-1,0;-1,0;0,0;1427,0;0,0;198,0;0,0;525,0;1427,0;0,0;198,0;0,0;525,0;0,0;1;ok;9,13418960571289;8,430429444384218;23,0;23,0;26,8;0,0
281;260000,0;1,0;2,0;1,0;43,0;0,0;0,0;0,0;0,0;0,0;5,551115123125783e-17;99523,0;76712,0;55185,0;82040,0;60867,0;59005,0;3514,0;3049,0;58312,0;3018,0;3020,0;1511,0;0;ok;13,672515869140625;8,430429444384218;23,0;23,0;26,8;0,0
282;50000,0;1,0;2,0;2,0;24,0;0,0;0,0;0,0;0,0;0,0;5,551115123125783e-17;5599,0;6696,0;7783,0;8843,0;9209,0;10070,0;1200,0;1200,0;1200,0;500,0;1000,0000000000005;500,0;1;ok;6,662812232971191;8,430429444384218;23,0;23,0;26,8;0,0
284;20000,0;1,0;2,0;2,0;25,0;0,0;0,0;0,0;0,0;0,0;5,551115123125783e-17;17286,0;18199,0;18559,0;19068,0;19053,0;16500,0;1594,0;1344,0;1243,0;617,9999999999995;579,0;778,0;1;ok;6,728002071380615;8,430429444384218;23,0;23,0;26,8;0,0
286;20000,0;2,0;2,0;1,0;40,0;2,0;2,0;4,0;3,0;2,0;5,551115123125783e-17;17761,0;21152,0;20508,0;19933,0;19517,0;20235,0;4000,0;0,0;0,0;0,0;1000,0000000000005;3000,0;0;ok;7,260529041290283;8,430429444384218;23,0;23,0;26,8;0,0
287;50000,0;1,0;2,0;2,0;31,0;0,9999999999999999;2,0;0,0;0,0;0,0;5,551115123125783e-17;18190,0;12521,0;14308,0;14769,0;15925,0;15441,0;0,0;2000,0;1000,0;1542,0;764,0;3000,0;0;ok;7,069092750549316;8,430429444384218;23,0;23,0;26,8;0,0
295;30000,0;2,0;2,0;2,0;37,0;2,0;0,0;0,0;0,0;0,0;5,551115123125783e-17;25037,0;18486,0;19082,0;19145,0;15839,0;9335,0;2000,0;2000,0;2500,0;2000,0;2000,0;4000,0;0;ok;6,299282550811768;8,430429444384218;23,0;23,0;26,8;0,0
296;300000,0;2,0;2,0;1,0;34,0;-1,0;-1,0;-1,0;-1,0;-1,0;-1,0;999,9999999999927;1000,0;1000,0;1000,0;2000,0;1000,0;1000,0;1000,0;1000,0;2000,0;1000,0000000000005;1000,0;1;ok;7,343174934387207;8,430429444384218;23,0;23,0;26,8;0,0
297;30000,0;1,0;2,0;2,0;35,0;2,0;2,0;1,9999999999999998;2,0;2,0;2,0;27143,0;28211,0;28654,0;27897,0;29587,0;30152,0;1799,9999999999995;1200,0;0,0;2300,0;1199,9999999999995;0,0;0;ok;7,613831520080566;8,430429444384218;23,0;23,0;26,8;0,0
300;120000,0;1,0;2,0;2,0;28,0;-1,0;-1,0;-1,0;-1,0;-1,0;-1,0;4310,0;3905,0;2411,0;1925,0;2943,0;6249,0;3905,0;2411,0;1925,0;2943,0;6249,0;1780,0;1;ok;7,3291425704956055;8,430429444384218;23,0;23,0;26,8;0,0
302;110000,0;2,0;2,0;1,0;46,0;0,0;0,0;0,0;0,0;0,0;5,551115123125783e-17;110950,0;111750,0;111227,0;110849,0;110575,0;110394,0;4088,0;3912,0;3888,0;3975,0;4162,0;3945,0;1;ok;8,811660766601562;8,430429444384218;23,0;23,0;26,8;0,0
303;300000,0;2,0;2,0;1,0;34,0;-1,0;-1,0;-1,0;-1,0;-1,0;-1,0;999,9999999999927;1000,0;1000,0;1000,0;2000,0;1000,0;1000,0;1000,0;1000,0;2000,0;1000,0000000000005;1000,0;1;ok;8,478255271911621;8,430429444384218;23,0;23,0;26,8;0,0
304;50000,0;1,0;0,9999999999999999;1,0;29,0;0,0;0,0;0,0;0,0;0,0;5,551115123125783e-17;48310,0;49690,0;40697,0;16751,0;17093,0;13191,0;2300,0;1400,0;335,0;342,0;4000,0;200,0;1;ok;5,769846439361572;8,430429444384218;23,0;23,0;26,8;0,0
349;20000,0;1,0;3,0;2,0;33,0;0,9999999999999999;2,0;1,9999999999999998;2,0;2,0;2,0;16247,0;15689,0;18417,0;17802,0;19543,0;18442,0;0,0;3000,0;0,0;2000,0;0,0;1000,0;1;ok;9,842936515808105;8,430429444384218;23,0;23,0;26,8;0,0
351;70000,0;2,0;3,0;2,0;27,0;0,0;0,0;0,0;0,0;0,0;2,0;57879,0;54856,0;55972,0;56543,0;60179,0;59058,0;2600,0;2618,0;2100,0;4550,0;0,0;2340,0;0;ok;6,228418350219727;8,430429444384218;23,0;23,0;26,8;0,0
