;Attribute1;Attribute2;Attribute3;Attribute4;Attribute5;Attribute6;Attribute7;Attribute8;Attribute9;Attribute10;Attribute11;Attribute12;Attribute13;Attribute14;Attribute15;Attribute16;Attribute17;Attribute18;Attribute19;Attribute20;class;predict;euclidean;euclidean_medio;hamming;hamming_medio;cobertura_pct;erro_pct
18;A12;36,0;A32;A41;9398,0;A61;A72;0,9999999999999998;A94;A101;4,0;A123;28,0;A143;A151;1,0;A174;1,0;A192;A201;0;ok;12,154121398925781;12,272939309306528;20,0;20,0;43,5;0,0
19;A12;42,0;A34;A49;5954,0;A61;A74;2,0;A92;A101;1,0;A121;41,0;A141;A152;2,0;A171;1,0;A191;A201;0;ok;11,36146068572998;12,272939309306528;20,0;20,0;43,5;0,0
20;A11;36,0;A32;A42;3959,0;A61;A71;4,0;A93;A101;3,0;A122;30,0;A143;A152;1,0;A174;1,0;A192;A201;1;ok;9,928828239440918;12,272939309306528;20,0;20,0;43,5;0,0
23;A12;27,0;A32;A49;3915,0;A61;A73;4,0;A93;A101;2,0;A123;36,0;A143;A152;1,0;A173;2,0;A192;A201;1;ok;10,313261032104492;12,272939309306528;20,0;20,0;43,5;0,0
24;A12;21,0;A32;A49;2767,0;A62;A75;4,0;A91;A101;2,0;A123;61,0;A141;A151;2,0;A171;1,0;A191;A201;0;ok;9,934707641601562;12,272939309306528;20,0;20,0;43,5;0,0
26;A12;39,0;A33;A46;11760,0;A62;A74;2,0;A93;A101;3,0;A124;32,0;A143;A151;1,0;A173;1,0;A192;A201;0;ok;10,740744590759277;12,272939309306528;20,0;20,0;43,5;0,0
27;A11;12,0;A31;A48;339,00000000000045;A61;A75;4,0;A94;A101;1,0;A123;45,0;A141;A152;1,0;A171;1,0;A191;A201;1;ok;10,562142372131348;12,272939309306528;20,0;20,0;43,5;0,0
31;A11;18,0;A34;A42;2124,0;A61;A73;4,0;A92;A101;4,0;A121;24,0;A143;A151;2,0;A173;1,0;A191;A201;0;ok;11,990225791931152;12,272939309306528;20,0;20,0;43,5;0,0
40;A11;18,0;A34;A42;2124,0;A61;A73;4,0;A92;A101;4,0;A121;24,0;A143;A151;2,0;A173;1,0;A191;A201;0;ok;10,953901290893555;12,272939309306528;20,0;20,0;43,5;0,0
43;A12;18,0;A34;A43;1245,0;A61;A73;4,0;A94;A101;2,0;A123;33,0;A143;A152;1,0;A173;1,0;A191;A201;0;ok;11,280702590942383;12,272939309306528;20,0;20,0;43,5;0,0
45;A11;12,0;A34;A40;4843,0;A61;A75;3,0;A93;A102;4,0;A122;43,0;A143;A151;2,0;A173;1,0;A192;A201;0;ok;9,885995864868164;12,272939309306528;20,0;20,0;43,5;0,0
50;A14;24,0;A34;A410;6314,0;A61;A71;4,0;A93;A102;2,0;A124;27,0;A141;A152;2,0;A174;1,0;A192;A201;1;ok;10,732389450073242;12,272939309306528;20,0;20,0;43,5;0,0
54;A12;36,0;A32;A46;12612,0;A62;A73;0,9999999999999998;A93;A101;4,0;A124;47,0;A143;A153;1,0;A173;2,0;A192;A201;1;ok;10,551344871520996;12,272939309306528;20,0;20,0;43,5;0,0
55;A12;12,0;A32;A43;766,0;A63;A73;4,0;A93;A101;3,0;A121;66,0;A143;A152;1,0;A171;1,0;A191;A201;0;ok;35,769466400146484;12,272939309306528;20,0;20,0;43,5;0,0
56;A12;48,0;A31;A49;3566,0;A62;A74;4,0;A93;A101;2,0;A123;30,0;A143;A152;1,0;A173;1,0;A191;A201;0;ok;10,143302917480469;12,272939309306528;20,0;20,0;43,5;0,0
61;A11;12,0;A34;A40;4843,0;A61;A75;3,0;A93;A102;4,0;A122;43,0;A143;A151;2,0;A173;1,0;A192;A201;0;ok;36,22640609741211;12,272939309306528;20,0;20,0;43,5;0,0
62;A11;6,0;A34;A43;1957,0;A61;A74;0,9999999999999998;A92;A101;4,0;A123;31,0;A143;A152;1,0;A173;1,0;A191;A201;1;ok;11,202225685119629;12,272939309306528;20,0;20,0;43,5;0,0
63;A14;12,0;A31;A48;3447,0;A63;A73;4,0;A92;A101;3,0;A121;35,0;A143;A152;1,0;A171;2,0;A191;A201;0;ok;12,67975902557373;12,272939309306528;20,0;20,0;43,5;0,0
65;A14;36,0;A30;A45;2613,0;A61;A73;4,0;A93;A101;2,0;A123;27,0;A143;A152;2,0;A173;1,0;A191;A201;1;ok;13,477178573608398;12,272939309306528;20,0;20,0;43,5;0,0
66;A11;39,0;A34;A42;14179,0;A65;A74;4,0;A93;A101;4,0;A122;30,0;A143;A152;2,0;A174;1,0;A192;A201;0;ok;11,470661163330078;12,272939309306528;20,0;20,0;43,5;0,0
69;A12;36,0;A32;A46;12612,0;A62;A73;0,9999999999999998;A93;A101;4,0;A124;47,0;A143;A153;1,0;A173;2,0;A192;A201;1;ok;13,08620834350586;12,272939309306528;20,0;20,0;43,5;0,0
71;A12;36,0;A32;A46;12612,0;A62;A73;0,9999999999999998;A93;A101;4,0;A124;47,0;A143;A153;1,0;A173;2,0;A192;A201;0;ok;8,949450492858887;12,272939309306528;20,0;20,0;43,5;0,0
75;A12;12,0;A32;A40;1223,0;A61;A75;0,9999999999999998;A91;A101;1,0;A121;46,0;A143;A151;2,0;A173;1,0;A191;A201;0;ok;9,160404205322266;12,272939309306528;20,0;20,0;43,5;0,0
77;A12;30,0;A33;A43;1919,0;A62;A72;4,0;A93;A101;3,0;A124;30,0;A142;A152;2,0;A174;1,0;A191;A201;0;ok;12,545499801635742;12,272939309306528;20,0;20,0;43,5;0,0
78;A14;24,0;A32;A42;3062,0;A63;A75;4,0;A93;A101;3,0;A124;32,0;A143;A151;1,0;A173;1,0;A192;A201;1;ok;12,30744743347168;12,272939309306528;20,0;20,0;43,5;0,0
80;A12;10,0;A32;A40;7308,0;A61;A71;2,0;A93;A101;4,0;A124;70,0;A141;A153;1,0;A174;1,0;A192;A201;1;ok;10,0923490524292;12,272939309306528;20,0;20,0;43,5;0,0
83;A14;21,0;A33;A49;2580,0;A63;A72;4,0;A93;A101;2,0;A121;41,0;A141;A152;1,0;A171;2,0;A191;A201;1;ok;10,231173515319824;12,272939309306528;20,0;20,0;43,5;0,0
85;A12;21,0;A32;A49;2767,0;A62;A75;4,0;A91;A101;2,0;A123;61,0;A141;A151;2,0;A171;1,0;A191;A201;1;ok;9,971968650817871;12,272939309306528;20,0;20,0;43,5;0,0
86;A11;36,0;A32;A46;1977,0;A65;A75;4,0;A93;A101;4,0;A124;40,0;A143;A152;1,0;A174;1,0;A192;A201;0;ok;11,90920639038086;12,272939309306528;20,0;20,0;43,5;0,0
87;A11;12,0;A34;A40;4843,0;A61;A75;3,0;A93;A102;4,0;A122;43,0;A143;A151;2,0;A173;1,0;A192;A201;0;ok;10,153402328491211;12,272939309306528;20,0;20,0;43,5;0,0
88;A12;18,0;A34;A42;1928,0;A61;A72;2,0;A93;A101;2,0;A121;31,0;A143;A152;2,0;A171;1,0;A191;A201;0;ok;11,86999225616455;12,272939309306528;20,0;20,0;43,5;0,0
89;A14;14,0;A33;A40;802,0;A61;A73;4,0;A93;A101;2,0;A123;27,0;A143;A152;2,0;A171;1,0;A191;A201;0;ok;9,426389694213867;12,272939309306528;20,0;20,0;43,5;0,0
91;A12;9,0;A32;A43;1670,0;A61;A72;4,0;A92;A101;2,0;A123;22,0;A143;A152;1,0;A173;1,0;A192;A201;1;ok;12,412751197814941;12,272939309306528;20,0;20,0;43,5;0,0
94;A12;36,0;A33;A40;2225,0;A61;A75;4,0;A93;A101;4,0;A124;57,0;A141;A153;2,0;A173;1,0;A192;A201;0;ok;10,035270690917969;12,272939309306528;20,0;20,0;43,5;0,0
95;A12;15,0;A31;A40;1263,9999999999998;A62;A73;2,0;A94;A101;2,0;A122;25,0;A143;A151;1,0;A173;1,0;A191;A201;0;ok;9,562102317810059;12,272939309306528;20,0;20,0;43,5;0,0
99;A11;12,0;A32;A43;727,0;A62;A72;4,0;A94;A101;3,0;A124;33,0;A143;A152;1,0;A171;1,0;A192;A201;0;ok;10,222463607788086;12,272939309306528;20,0;20,0;43,5;0,0
103;A11;12,0;A34;A40;4843,0;A61;A75;3,0;A93;A102;4,0;A122;43,0;A143;A151;2,0;A173;1,0;A192;A201;0;ok;11,775716781616211;12,272939309306528;20,0;20,0;43,5;0,0
108;A14;18,0;A32;A43;433,0;A61;A71;3,0;A92;A102;4,0;A121;22,0;A143;A151;1,0;A173;1,0;A191;A201;1;ok;11,45177936553955;12,272939309306528;20,0;20,0;43,5;0,0
109;A11;24,0;A33;A43;1024,0;A61;A72;4,0;A94;A101;4,0;A121;48,0;A142;A152;1,0;A173;1,0;A191;A201;0;ok;11,593921661376953;12,272939309306528;20,0;20,0;43,5;0,0
110;A11;39,0;A34;A42;14179,0;A65;A74;4,0;A93;A101;4,0;A122;30,0;A143;A152;2,0;A174;1,0;A192;A201;1;ok;13,431595802307129;12,272939309306528;20,0;20,0;43,5;0,0
117;A14;24,0;A32;A40;3757,0;A61;A75;4,0;A92;A102;4,0;A124;62,0;A143;A153;1,0;A173;1,0;A192;A201;1;ok;11,863386154174805;12,272939309306528;20,0;20,0;43,5;0,0
123;A12;12,0;A34;A41;1804,0000000000002;A62;A72;3,0;A93;A101;4,0;A122;44,0;A143;A152;1,0;A173;1,0;A191;A201;1;ok;11,429925918579102;12,272939309306528;20,0;20,0;43,5;0,0
129;A12;24,0;A32;A43;2039,0;A61;A72;0,9999999999999998;A94;A101;1,0;A122;22,0;A143;A152;1,0;A173;1,0;A192;A201;1;ok;11,40410327911377;12,272939309306528;20,0;20,0;43,5;0,0
130;A12;21,0;A32;A49;2767,0;A62;A75;4,0;A91;A101;2,0;A123;61,0;A141;A151;2,0;A171;1,0;A191;A201;0;ok;11,44292163848877;12,272939309306528;20,0;20,0;43,5;0,0
131;A14;10,0;A34;A40;1231,0;A61;A75;3,0;A93;A101;4,0;A121;32,0;A143;A152;2,0;A171;2,0;A191;A202;0;ok;29,89250946044922;12,272939309306528;20,0;20,0;43,5;0,0
132;A11;12,0;A32;A40;1274,0;A61;A72;3,0;A92;A101;1,0;A121;37,0;A143;A152;1,0;A171;1,0;A191;A201;0;ok;8,904295921325684;12,272939309306528;20,0;20,0;43,5;0,0
133;A12;48,0;A31;A49;6416,0;A61;A75;4,0;A92;A101;3,0;A124;59,0;A143;A151;1,0;A173;1,0;A191;A201;0;ok;10,762837409973145;12,272939309306528;20,0;20,0;43,5;0,0
134;A12;18,0;A32;A42;3001,0;A61;A74;2,0;A92;A101;4,0;A121;40,0;A143;A151;1,0;A173;1,0;A191;A201;1;ok;11,237434387207031;12,272939309306528;20,0;20,0;43,5;0,0
135;A12;18,0;A32;A49;2622,0;A62;A73;4,0;A93;A101;4,0;A123;34,0;A143;A152;1,0;A173;1,0;A191;A201;1;ok;10,59195327758789;12,272939309306528;20,0;20,0;43,5;0,0
136;A11;18,0;A34;A42;2124,0;A61;A73;4,0;A92;A101;4,0;A121;24,0;A143;A151;2,0;A173;1,0;A191;A201;0;ok;10,612776756286621;12,272939309306528;20,0;20,0;43,5;0,0
138;A14;36,0;A30;A45;2613,0;A61;A73;4,0;A93;A101;2,0;A123;27,0;A143;A152;2,0;A173;1,0;A191;A201;0;ok;11,652323722839355;12,272939309306528;20,0;20,0;43,5;0,0
139;A14;10,0;A32;A40;1364,0;A61;A73;2,0;A92;A101;4,0;A123;64,0;A143;A152;1,0;A173;1,0;A192;A201;1;ok;11,024516105651855;12,272939309306528;20,0;20,0;43,5;0,0
141;A12;30,0;A31;A42;3496,0;A64;A73;4,0;A93;A101;2,0;A123;34,0;A142;A152;1,0;A173;2,0;A192;A201;1;ok;12,363399505615234;12,272939309306528;20,0;20,0;43,5;0,0
145;A12;12,0;A32;A40;1295,0;A61;A72;3,0;A92;A101;1,0;A123;25,0;A143;A151;1,0;A173;1,0;A191;A201;0;ok;8,454934120178223;12,272939309306528;20,0;20,0;43,5;0,0
146;A12;12,0;A32;A40;1223,0;A61;A75;0,9999999999999998;A91;A101;1,0;A121;46,0;A143;A151;2,0;A173;1,0;A191;A201;0;ok;8,42503833770752;12,272939309306528;20,0;20,0;43,5;0,0
147;A11;45,0;A32;A43;1845,0;A61;A73;4,0;A93;A101;4,0;A124;23,0;A143;A153;1,0;A173;1,0;A192;A201;0;ok;13,740972518920898;12,272939309306528;20,0;20,0;43,5;0,0
148;A11;18,0;A32;A43;2600,0;A61;A73;4,0;A93;A101;4,0;A124;65,0;A143;A153;2,0;A173;1,0;A191;A201;0;ok;12,699432373046875;12,272939309306528;20,0;20,0;43,5;0,0
149;A11;18,0;A34;A42;2124,0;A61;A73;4,0;A92;A101;4,0;A121;24,0;A143;A151;2,0;A173;1,0;A191;A201;0;ok;36,292091369628906;12,272939309306528;20,0;20,0;43,5;0,0
151;A12;48,0;A31;A40;12169,0;A65;A71;4,0;A93;A102;4,0;A124;36,0;A143;A153;1,0;A174;1,0;A192;A201;0;ok;12,990678787231445;12,272939309306528;20,0;20,0;43,5;0,0
152;A12;12,0;A32;A42;951,0;A62;A72;4,0;A92;A101;4,0;A123;27,0;A141;A151;4,0;A173;1,0;A191;A201;0;ok;9,77957534790039;12,272939309306528;20,0;20,0;43,5;0,0
154;A12;15,0;A32;A45;2631,0;A62;A73;3,0;A92;A101;2,0;A121;25,0;A143;A152;1,0;A171;1,0;A191;A201;1;ok;11,417158126831055;12,272939309306528;20,0;20,0;43,5;0,0
155;A12;12,0;A32;A40;1223,0;A61;A75;0,9999999999999998;A91;A101;1,0;A121;46,0;A143;A151;2,0;A173;1,0;A191;A201;0;ok;10,84403133392334;12,272939309306528;20,0;20,0;43,5;0,0
156;A11;33,0;A34;A42;4281,0;A63;A73;0,9999999999999998;A92;A101;4,0;A123;23,0;A143;A152;2,0;A173;1,0;A191;A201;0;ok;9,632185935974121;12,272939309306528;20,0;20,0;43,5;0,0
158;A11;18,0;A32;A42;2473,0;A61;A71;4,0;A93;A101;1,0;A123;25,0;A143;A152;1,0;A171;1,0;A191;A201;1;ok;8,420461654663086;12,272939309306528;20,0;20,0;43,5;0,0
159;A12;18,0;A32;A49;2622,0;A62;A73;4,0;A93;A101;4,0;A123;34,0;A143;A152;1,0;A173;1,0;A191;A201;1;ok;11,01180648803711;12,272939309306528;20,0;20,0;43,5;0,0
166;A11;24,0;A34;A41;6419,0;A61;A75;2,0;A92;A101;4,0;A124;44,0;A143;A153;2,0;A174;2,0;A192;A201;1;ok;10,025667190551758;12,272939309306528;20,0;20,0;43,5;0,0
170;A11;12,0;A32;A40;1274,0;A61;A72;3,0;A92;A101;1,0;A121;37,0;A143;A152;1,0;A171;1,0;A191;A201;0;ok;9,300204277038574;12,272939309306528;20,0;20,0;43,5;0,0
172;A11;18,0;A34;A42;2124,0;A61;A73;4,0;A92;A101;4,0;A121;24,0;A143;A151;2,0;A173;1,0;A191;A201;0;ok;10,228300094604492;12,272939309306528;20,0;20,0;43,5;0,0
177;A12;24,0;A32;A40;1246,0;A61;A72;4,0;A93;A101;2,0;A121;23,0;A142;A152;1,0;A171;1,0;A191;A201;0;ok;8,87691879272461;12,272939309306528;20,0;20,0;43,5;0,0
180;A12;21,0;A32;A49;2767,0;A62;A75;4,0;A91;A101;2,0;A123;61,0;A141;A151;2,0;A171;1,0;A191;A201;1;ok;10,704111099243164;12,272939309306528;20,0;20,0;43,5;0,0
181;A12;16,0;A34;A40;1175,0;A61;A71;2,0;A93;A101;3,0;A123;68,0;A143;A153;3,0;A171;1,0;A192;A201;0;ok;11,629003524780273;12,272939309306528;20,0;20,0;43,5;0,0
184;A12;21,0;A32;A49;2767,0;A62;A75;4,0;A91;A101;2,0;A123;61,0;A141;A151;2,0;A171;1,0;A191;A201;0;ok;10,400372505187988;12,272939309306528;20,0;20,0;43,5;0,0
186;A11;60,0;A32;A49;7297,0;A61;A75;4,0;A93;A102;4,0;A124;36,0;A143;A151;1,0;A173;1,0;A191;A201;0;ok;12,838889122009277;12,272939309306528;20,0;20,0;43,5;0,0
187;A11;36,0;A32;A41;8335,0;A65;A75;3,0;A93;A101;4,0;A124;47,0;A143;A153;1,0;A173;1,0;A191;A201;1;ok;10,926734924316406;12,272939309306528;20,0;20,0;43,5;0,0
191;A12;36,0;A32;A46;3711,0;A65;A73;2,0;A94;A101;2,0;A123;27,0;A143;A152;1,0;A173;1,0;A191;A201;1;ok;11,71844482421875;12,272939309306528;20,0;20,0;43,5;0,0
196;A11;18,0;A32;A43;2600,0;A61;A73;4,0;A93;A101;4,0;A124;65,0;A143;A153;2,0;A173;1,0;A191;A201;0;ok;11,755424499511719;12,272939309306528;20,0;20,0;43,5;0,0
199;A14;15,0;A32;A42;2221,0;A63;A73;2,0;A92;A101;4,0;A123;20,0;A143;A151;1,0;A173;1,0;A191;A201;1;ok;9,874312400817871;12,272939309306528;20,0;20,0;43,5;0,0
