;Attribute1;Attribute2;Attribute3;Attribute4;Attribute5;Attribute6;Attribute7;Attribute8;Attribute9;Attribute10;Attribute11;Attribute12;Attribute13;Attribute14;Attribute15;Attribute16;Attribute17;Attribute18;Attribute19;Attribute20;class;predict;euclidean;euclidean_medio;hamming;hamming_medio;cobertura_pct;erro_pct
97;3,0;36,0;0,0;6,0;2613,0;0,0;2,0;4,0;2,0;0,0;2,0;2,0;27,0;2,0;1,0;2,0;2,0;1,0;0,0;0,0;0;ok;12,577324867248535;12,539856126573351;20,0;20,0;45,0;0,0
98;;;;;;;;;;;;;;;;;;;;;0;nan;;12,539856126573351;20,0;20,0;45,0;0,0
99;2,220446049250313e-16;12,0;4,0;0,0;691,0;0,0;4,0;4,0;2,0;0,0;3,0;1,0;35,0;2,0;1,0;2,0;2,0;1,0;0,0;0,0;0;ok;10,550533294677734;12,539856126573351;20,0;20,0;45,0;0,0
100;;;;;;;;;;;;;;;;;;;;;0;nan;;12,539856126573351;20,0;20,0;45,0;0,0
101;;;;;;;;;;;;;;;;;;;;;0;nan;;12,539856126573351;20,0;20,0;45,0;0,0
102;1,0;24,0;2,0;0,0;1201,0;0,0;1,0000000000000002;4,0;2,0;0,0;1,0;1,0;26,0;2,0;1,0;1,0;2,0;1,0;0,0;0,0;1;ok;9,876004219055176;12,539856126573351;20,0;20,0;45,0;0,0
103;2,220446049250313e-16;21,0;1,0;0,0;1647,0;4,0;2,0;4,0;2,0;0,0;2,0;1,0;40,0;2,0;1,0;2,0;0,9999999999999999;2,0;0,0;0,0;0;ok;10,745071411132812;12,539856126573351;20,0;20,0;45,0;0,0
104;;;;;;;;;;;;;;;;;;;;;0;nan;;12,539856126573351;20,0;20,0;45,0;0,0
105;;;;;;;;;;;;;;;;;;;;;1;nan;;12,539856126573351;20,0;20,0;45,0;0,0
106;;;;;;;;;;;;;;;;;;;;;0;nan;;12,539856126573351;20,0;20,0;45,0;0,0
107;;;;;;;;;;;;;;;;;;;;;0;nan;;12,539856126573351;20,0;20,0;45,0;0,0
108;2,220446049250313e-16;18,0;2,0;0,0;976,0;0,0;1,0000000000000002;0,9999999999999998;1,0;0,0;2,0;2,0;23,0;2,0;1,0;1,0;0,9999999999999999;1,0;0,0;0,0;1;ok;9,451618194580078;12,539856126573351;20,0;20,0;45,0;0,0
109;;;;;;;;;;;;;;;;;;;;;0;nan;;12,539856126573351;20,0;20,0;45,0;0,0
110;;;;;;;;;;;;;;;;;;;;;1;nan;;12,539856126573351;20,0;20,0;45,0;0,0
111;;;;;;;;;;;;;;;;;;;;;0;nan;;12,539856126573351;20,0;20,0;45,0;0,0
112;;;;;;;;;;;;;;;;;;;;;0;nan;;12,539856126573351;20,0;20,0;45,0;0,0
113;;;;;;;;;;;;;;;;;;;;;0;nan;;12,539856126573351;20,0;20,0;45,0;0,0
114;2,220446049250313e-16;48,0;2,0;4,0;6999,0;0,0;3,0;0,9999999999999998;3,0;2,0;1,0;0,0;34,0;2,0;1,0;2,0;2,0;1,0;1,0;0,0;0;ok;11,869072914123535;12,539856126573351;20,0;20,0;45,0;0,0
115;;;;;;;;;;;;;;;;;;;;;0;nan;;12,539856126573351;20,0;20,0;45,0;0,0
116;;;;;;;;;;;;;;;;;;;;;1;nan;;12,539856126573351;20,0;20,0;45,0;0,0
117;2,220446049250313e-16;48,0;2,0;7,0;7476,0;0,0;3,0;4,0;2,0;0,0;1,0;3,0;50,0;2,0;2,0;1,0;3,0;1,0;1,0;0,0;1;ok;11,38662052154541;12,539856126573351;20,0;20,0;45,0;0,0
118;;;;;;;;;;;;;;;;;;;;;0;nan;;12,539856126573351;20,0;20,0;45,0;0,0
119;;;;;;;;;;;;;;;;;;;;;0;nan;;12,539856126573351;20,0;20,0;45,0;0,0
120;1,0;24,0;4,0;9,0;2825,0;4,0;3,0;4,0;2,0;0,0;3,0;3,0;34,0;2,0;1,0;2,0;2,0;2,0;1,0;0,0;0;ok;12,42585277557373;12,539856126573351;20,0;20,0;45,0;0,0
121;2,220446049250313e-16;12,0;2,0;3,0;2578,0;0,0;0,0;3,0;1,0;0,0;4,0;3,0;55,0;2,0;2,0;1,0;3,0;1,0;0,0;0,0;0;ok;10,77738094329834;12,539856126573351;20,0;20,0;45,0;0,0
122;;;;;;;;;;;;;;;;;;;;;0;nan;;12,539856126573351;20,0;20,0;45,0;0,0
123;2,220446049250313e-16;15,0;0,0;0,0;950,0;0,0;4,0;4,0;2,0;0,0;3,0;2,0;33,0;2,0;0,0;2,0;2,0;2,0;0,0;0,0;1;ok;12,240962028503418;12,539856126573351;20,0;20,0;45,0;0,0
124;3,0;36,0;4,0;1,0;5842,0;0,0;4,0;2,0;2,0;0,0;2,0;1,0;35,0;2,0;1,0;2,0;2,0;2,0;1,0;0,0;0;ok;8,749031066894531;12,539856126573351;20,0;20,0;45,0;0,0
125;;;;;;;;;;;;;;;;;;;;;0;nan;;12,539856126573351;20,0;20,0;45,0;0,0
126;;;;;;;;;;;;;;;;;;;;;0;nan;;12,539856126573351;20,0;20,0;45,0;0,0
127;;;;;;;;;;;;;;;;;;;;;0;nan;;12,539856126573351;20,0;20,0;45,0;0,0
128;1,0;26,0;2,0;1,0;7966,0;0,0;1,0000000000000002;2,0;2,0;0,0;3,0;2,0;30,0;2,0;1,0;2,0;2,0;1,0;0,0;0,0;0;ok;9,843084335327148;12,539856126573351;20,0;20,0;45,0;0,0
129;2,0;24,0;2,0;3,0;1925,0;0,0;2,0;2,0;2,0;0,0;2,0;0,0;26,0;2,0;1,0;1,0;2,0;1,0;0,0;0,0;1;ok;11,064218521118164;12,539856126573351;20,0;20,0;45,0;0,0
130;;;;;;;;;;;;;;;;;;;;;0;nan;;12,539856126573351;20,0;20,0;45,0;0,0
131;1,0;12,0;2,0;3,0;951,0;1,0;1,0000000000000002;4,0;1,0;0,0;4,0;2,0;27,0;2,220446049250313e-16;0,0;4,0;2,0;1,0;0,0;0,0;0;ok;49,670223236083984;12,539856126573351;20,0;20,0;45,0;0,0
132;;;;;;;;;;;;;;;;;;;;;0;nan;;12,539856126573351;20,0;20,0;45,0;0,0
133;3,0;12,0;4,0;9,0;2292,0;0,0;0,0;4,0;2,0;0,0;2,0;2,0;42,0;1,0;1,0;2,0;3,0;1,0;1,0;0,0;0;ok;10,303231239318848;12,539856126573351;20,0;20,0;45,0;0,0
134;;;;;;;;;;;;;;;;;;;;;1;nan;;12,539856126573351;20,0;20,0;45,0;0,0
135;2,220446049250313e-16;24,0;1,0;3,0;2483,0;2,0;2,0;4,0;2,0;0,0;4,0;0,0;22,0;1,0;1,0;1,0;2,0;1,0;1,0;0,0;1;ok;10,40323257446289;12,539856126573351;20,0;20,0;45,0;0,0
136;;;;;;;;;;;;;;;;;;;;;0;nan;;12,539856126573351;20,0;20,0;45,0;0,0
137;;;;;;;;;;;;;;;;;;;;;0;nan;;12,539856126573351;20,0;20,0;45,0;0,0
138;3,0;6,0;2,0;3,0;4611,0;0,0;1,0000000000000002;0,9999999999999998;1,0;0,0;4,0;1,0;32,0;2,0;1,0;1,0;2,0;1,0;0,0;0,0;0;ok;9,876140594482422;12,539856126573351;20,0;20,0;45,0;0,0
139;3,0;11,0;4,0;0,0;7228,0;0,0;2,0;0,9999999999999998;2,0;0,0;4,0;1,0;39,0;2,0;1,0;2,0;0,9999999999999999;1,0;0,0;0,0;1;ok;11,205941200256348;12,539856126573351;20,0;20,0;45,0;0,0
140;;;;;;;;;;;;;;;;;;;;;0;nan;;12,539856126573351;20,0;20,0;45,0;0,0
141;1,0;36,0;1,0;5,0;3990,0;4,0;1,0000000000000002;3,0;1,0;0,0;2,0;3,0;29,0;2,220446049250313e-16;1,0;1,0;0,0;1,0;0,0;0,0;1;ok;9,840319633483887;12,539856126573351;20,0;20,0;45,0;0,0
142;1,0;24,0;4,0;7,0;5743,0;0,0;1,0000000000000002;2,0;1,0;0,0;4,0;3,0;24,0;2,0;2,0;2,0;2,0;1,0;1,0;0,0;1;ok;11,531970024108887;12,539856126573351;20,0;20,0;45,0;0,0
143;2,220446049250313e-16;12,0;4,0;0,0;691,0;0,0;4,0;4,0;2,0;0,0;3,0;1,0;35,0;2,0;1,0;2,0;2,0;1,0;0,0;0,0;0;ok;10,106467247009277;12,539856126573351;20,0;20,0;45,0;0,0
144;;;;;;;;;;;;;;;;;;;;;0;nan;;12,539856126573351;20,0;20,0;45,0;0,0
145;;;;;;;;;;;;;;;;;;;;;0;nan;;12,539856126573351;20,0;20,0;45,0;0,0
146;1,0;12,0;2,0;3,0;951,0;1,0;1,0000000000000002;4,0;1,0;0,0;4,0;2,0;27,0;2,220446049250313e-16;0,0;4,0;2,0;1,0;0,0;0,0;0;ok;9,778541564941406;12,539856126573351;20,0;20,0;45,0;0,0
147;;;;;;;;;;;;;;;;;;;;;0;nan;;12,539856126573351;20,0;20,0;45,0;0,0
148;;;;;;;;;;;;;;;;;;;;;0;nan;;12,539856126573351;20,0;20,0;45,0;0,0
149;3,0;10,0;2,0;0,0;1309,0;4,0;2,0;4,0;2,0;2,0;4,0;1,0;27,0;2,0;1,0;1,0;0,9999999999999999;1,0;0,0;0,0;0;ok;50,12578201293945;12,539856126573351;20,0;20,0;45,0;0,0
150;2,220446049250313e-16;12,0;2,0;1,0;3386,0;0,0;4,0;3,0;2,0;0,0;4,0;3,0;35,0;2,0;2,0;1,0;2,0;1,0;1,0;0,0;0;ok;9,814752578735352;12,539856126573351;20,0;20,0;45,0;0,0
151;3,0;42,0;4,0;3,0;4042,0;2,0;2,0;4,0;2,0;0,0;4,0;0,0;36,0;2,0;1,0;2,0;2,0;1,0;1,0;0,0;0;ok;13,093450546264648;12,539856126573351;20,0;20,0;45,0;0,0
152;;;;;;;;;;;;;;;;;;;;;0;nan;;12,539856126573351;20,0;20,0;45,0;0,0
153;;;;;;;;;;;;;;;;;;;;;0;nan;;12,539856126573351;20,0;20,0;45,0;0,0
154;1,0;10,0;2,0;3,0;1520,9999999999998;0,0;2,0;4,0;2,220446049250313e-16;0,0;2,0;2,0;31,0;2,0;1,0;1,0;0,9999999999999999;1,0;0,0;0,0;1;ok;11,469175338745117;12,539856126573351;20,0;20,0;45,0;0,0
155;;;;;;;;;;;;;;;;;;;;;0;nan;;12,539856126573351;20,0;20,0;45,0;0,0
