;age;job;marital;education;default;balance;housing;loan;contact;day_of_week;month;duration;campaign;pdays;previous;poutcome;y;predict;euclidean;euclidean_medio;hamming;hamming_medio;cobertura_pct;erro_pct
134;35,0;blue-collar;married;secondary;no;149,0;yes;no;cellular;29,0;apr;507,0;3,0;349,0;1,0;other;yes;ok;7,25037145614624;8,331288801112645;16,0;16,0;28,4;0,0
135;45,0;blue-collar;married;secondary;no;96,0;yes;no;cellular;13,0;apr;348,0;3,0;256,0;2,0;failure;yes;ok;10,437724113464355;8,331288801112645;16,0;16,0;28,4;0,0
141;34,0;admin.;divorced;secondary;no;479,0;yes;no;cellular;12,0;may;515,0;1,0;350,0;5,0;failure;yes;ok;7,56875467300415;8,331288801112645;16,0;16,0;28,4;0,0
150;40,0;admin.;single;secondary;no;664,0;no;no;cellular;19,0;nov;188,0;2,0;121,0;2,0;success;no;ok;6,850405216217041;8,331288801112645;16,0;16,0;28,4;0,0
151;41,0;admin.;divorced;secondary;no;4,0;yes;no;cellular;5,0;feb;232,0;1,0;211,0;1,0;failure;yes;ok;6,540257930755615;8,331288801112645;16,0;16,0;28,4;0,0
153;50,0;management;married;secondary;no;2910,0;no;no;telephone;19,0;nov;433,0;1,0;113,0;1,0;failure;no;ok;9,359931945800781;8,331288801112645;16,0;16,0;28,4;0,0
156;33,0;management;single;tertiary;no;131,0;yes;no;cellular;12,0;oct;209,0;3,0;427,0;2,0;failure;no;ok;7,071350574493408;8,331288801112645;16,0;16,0;28,4;0,0
157;70,0;retired;divorced;secondary;no;6850,0;no;no;telephone;3,0;sep;228,0;1,0;182,0;4,0;failure;yes;ok;10,241515159606934;8,331288801112645;16,0;16,0;28,4;0,0
162;31,0;blue-collar;married;secondary;no;625,0000000000001;yes;no;cellular;2,0;jul;135,0;2,0;49,0;3,0;failure;yes;ok;5,23292350769043;8,331288801112645;16,0;16,0;28,4;0,0
171;32,0;blue-collar;married;secondary;no;10287,0;yes;no;cellular;27,0;may;281,0;4,0;188,0;1,0;failure;yes;ok;11,184623718261719;8,331288801112645;16,0;16,0;28,4;0,0
175;53,0;management;divorced;tertiary;no;2152,0;no;no;cellular;4,0;may;520,0;2,0;80,0;3,0;success;no;ok;6,6677069664001465;8,331288801112645;16,0;16,0;28,4;0,0
188;53,0;admin.;divorced;secondary;no;0,0;yes;yes;cellular;6,0;aug;1452,0;1,0;98,00000000000001;2,0;failure;no;ok;8,528200149536133;8,331288801112645;16,0;16,0;28,4;0,0
189;49,0;management;married;tertiary;no;5887,0;no;no;cellular;2,0;jun;181,0;3,0;293,0;2,0;failure;no;ok;7,915576934814453;8,331288801112645;16,0;16,0;28,4;0,0
190;35,0;blue-collar;married;secondary;no;149,0;yes;no;cellular;29,0;apr;507,0;3,0;349,0;1,0;other;yes;ok;7,1166090965271;8,331288801112645;16,0;16,0;28,4;0,0
193;39,0;entrepreneur;married;secondary;no;2139,0;yes;no;cellular;15,0;may;576,0;4,0;371,0;1,0;failure;yes;ok;8,4751558303833;8,331288801112645;16,0;16,0;28,4;0,0
194;20,0;student;single;secondary;no;130,0;no;no;telephone;11,0;aug;88,0;1,0;99,00000000000001;3,0;failure;yes;ok;6,338242053985596;8,331288801112645;16,0;16,0;28,4;0,0
200;27,0;services;single;secondary;no;302,0;no;no;cellular;8,0;jan;151,0;1,0;189,0;1,0;success;no;ok;5,753557205200195;8,331288801112645;16,0;16,0;28,4;0,0
201;54,0;management;married;tertiary;no;1624,0;no;no;cellular;12,0;may;166,0;3,0;182,0;10,0;success;no;ok;7,87438440322876;8,331288801112645;16,0;16,0;28,4;0,0
203;49,0;self-employed;married;tertiary;no;147,0;no;yes;cellular;2,0;feb;559,0;1,0;189,0;4,0;failure;yes;ok;13,102192878723145;8,331288801112645;16,0;16,0;28,4;0,0
204;57,0;management;divorced;tertiary;no;1016,0;yes;no;cellular;29,0;jan;462,0;2,0;234,0;5,0;failure;no;ok;8,198760032653809;8,331288801112645;16,0;16,0;28,4;0,0
205;34,0;admin.;married;secondary;no;4902,0;yes;no;cellular;6,0;may;59,0;1,0;167,0;1,0;failure;yes;ok;5,552823543548584;8,331288801112645;16,0;16,0;28,4;0,0
210;52,0;admin.;married;secondary;no;722,0;no;no;cellular;26,0;oct;99,0;2,0;185,0;3,0;failure;yes;ok;8,90984058380127;8,331288801112645;16,0;16,0;28,4;0,0
213;32,0;management;married;tertiary;no;1270,0;no;no;cellular;3,0;sep;420,0;1,0;15,0;3,0;success;no;ok;6,777649879455566;8,331288801112645;16,0;16,0;28,4;0,0
219;33,0;management;single;tertiary;no;131,0;yes;no;cellular;12,0;oct;209,0;3,0;427,0;2,0;failure;yes;ok;6,944183826446533;8,331288801112645;16,0;16,0;28,4;0,0
221;31,0;management;single;secondary;no;202,0;yes;no;cellular;8,0;jul;167,0;1,0;62,0;1,0;failure;yes;ok;4,205172061920166;8,331288801112645;16,0;16,0;28,4;0,0
222;64,0;retired;married;primary;no;445,0;no;no;cellular;26,0;oct;338,0;3,0;186,0;1,0;other;no;ok;12,568578720092773;8,331288801112645;16,0;16,0;28,4;0,0
224;37,0;management;married;tertiary;no;165,0;no;no;cellular;24,0;aug;315,0;1,0;83,0;1,0;other;yes;ok;6,374083518981934;8,331288801112645;16,0;16,0;28,4;0,0
227;29,0;management;single;tertiary;no;92,0;no;no;cellular;2,0;jun;101,0;1,0;92,0;5,0;success;no;ok;6,33544397354126;8,331288801112645;16,0;16,0;28,4;0,0
236;34,0;admin.;divorced;secondary;no;479,0;yes;no;cellular;12,0;may;515,0;1,0;350,0;5,0;failure;yes;ok;8,058115005493164;8,331288801112645;16,0;16,0;28,4;0,0
240;30,0;admin.;single;tertiary;no;305,0;no;no;cellular;13,0;aug;75,0;1,0;105,0;3,0;success;no;ok;6,145516872406006;8,331288801112645;16,0;16,0;28,4;0,0
242;28,0;student;single;secondary;no;1925,0;no;no;cellular;20,0;aug;147,0;1,0;90,0;1,0;failure;yes;ok;6,681223392486572;8,331288801112645;16,0;16,0;28,4;0,0
243;38,0;unemployed;married;primary;no;7005,0;yes;no;cellular;7,0;jul;370,0;1,0;412,0;1,0;failure;yes;ok;7,168500900268555;8,331288801112645;16,0;16,0;28,4;0,0
248;51,0;management;married;tertiary;no;2635,0;no;no;cellular;8,0;mar;209,0;2,0;188,0;3,0;success;yes;ok;7,7224273681640625;8,331288801112645;16,0;16,0;28,4;0,0
251;30,0;management;married;secondary;no;11391,0;yes;no;cellular;20,0;nov;319,0;1,0;105,0;2,0;other;no;ok;6,787428855895996;8,331288801112645;16,0;16,0;28,4;0,0
256;43,0;admin.;married;primary;no;392,0;yes;yes;cellular;4,0;feb;110,0;1,0;208,0;2,0;failure;no;ok;7,634019374847412;8,331288801112645;16,0;16,0;28,4;0,0
257;34,0;admin.;divorced;secondary;no;479,0;yes;no;cellular;12,0;may;515,0;1,0;350,0;5,0;failure;yes;ok;7,543987274169922;8,331288801112645;16,0;16,0;28,4;0,0
258;35,0;student;single;secondary;no;188,0;yes;no;cellular;16,0;feb;75,0;3,0;200,0;5,0;failure;yes;ok;10,506625175476074;8,331288801112645;16,0;16,0;28,4;0,0
261;26,0;student;single;tertiary;no;10086,0;no;no;cellular;8,0;jul;475,0;3,0;78,0;2,0;success;no;ok;7,618435382843018;8,331288801112645;16,0;16,0;28,4;0,0
276;33,0;technician;married;secondary;no;183,0;no;no;cellular;16,0;jul;457,0;2,0;182,0;3,0;other;no;ok;6,781801700592041;8,331288801112645;16,0;16,0;28,4;0,0
282;29,0;admin.;single;secondary;no;2768,0;yes;no;cellular;29,0;jan;69,0;1,0;241,0;4,0;failure;yes;ok;5,688042163848877;8,331288801112645;16,0;16,0;28,4;0,0
286;60,0;admin.;married;secondary;no;2552,0;no;yes;cellular;30,0;jan;255,0;2,0;2,0;4,0;other;yes;ok;10,045597076416016;8,331288801112645;16,0;16,0;28,4;0,0
291;37,0;blue-collar;married;secondary;no;0,0;yes;no;cellular;21,0;nov;169,0;1,0;113,0;5,0;other;no;ok;7,906743049621582;8,331288801112645;16,0;16,0;28,4;0,0
295;28,0;technician;single;tertiary;no;387,0;yes;no;cellular;20,0;apr;205,0;1,0;82,0;1,0;failure;yes;ok;6,131998062133789;8,331288801112645;16,0;16,0;28,4;0,0
296;64,0;retired;married;primary;no;445,0;no;no;cellular;26,0;oct;338,0;3,0;186,0;1,0;other;no;ok;9,012849807739258;8,331288801112645;16,0;16,0;28,4;0,0
297;48,0;housemaid;single;primary;no;46,0;no;no;cellular;4,0;aug;118,0;1,0;1,0;3,0;success;yes;ok;6,573061466217041;8,331288801112645;16,0;16,0;28,4;0,0
298;62,0;retired;married;secondary;no;569,0;no;no;cellular;4,0;feb;94,0;5,0;184,0;1,0;success;yes;ok;9,656002044677734;8,331288801112645;16,0;16,0;28,4;0,0
300;35,0;services;married;secondary;no;52,0;yes;no;cellular;4,0;jun;328,0;2,0;94,00000000000001;4,0;success;no;ok;8,219731330871582;8,331288801112645;16,0;16,0;28,4;0,0
303;41,0;unemployed;single;tertiary;no;7968,0;no;no;cellular;2,0;sep;404,0;1,0;184,0;4,0;success;no;ok;8,32738208770752;8,331288801112645;16,0;16,0;28,4;0,0
304;38,0;technician;single;tertiary;no;1727,0;no;no;telephone;2,0;aug;141,0;2,0;185,0;6,0;other;no;ok;10,55195426940918;8,331288801112645;16,0;16,0;28,4;0,0
305;33,0;management;married;tertiary;no;5878,0;no;no;cellular;23,0;oct;438,0;1,0;430,0;2,0;failure;yes;ok;7,7251176834106445;8,331288801112645;16,0;16,0;28,4;0,0
306;35,0;technician;single;secondary;no;27,0;yes;no;cellular;25,0;may;214,0;1,0;305,0;1,0;other;yes;ok;6,907987117767334;8,331288801112645;16,0;16,0;28,4;0,0
312;30,0;blue-collar;married;primary;no;2929,0;yes;no;cellular;21,0;nov;432,0;2,0;184,0;1,0;other;no;ok;10,287775039672852;8,331288801112645;16,0;16,0;28,4;0,0
313;57,0;management;divorced;tertiary;no;3287,0;no;no;cellular;30,0;mar;277,0;2,0;337,0;1,0;success;no;ok;9,265314102172852;8,331288801112645;16,0;16,0;28,4;0,0
320;53,0;admin.;divorced;secondary;no;0,0;yes;yes;cellular;6,0;aug;1452,0;1,0;98,00000000000001;2,0;failure;yes;ok;14,067692756652832;8,331288801112645;16,0;16,0;28,4;0,0
329;38,0;technician;single;secondary;no;613,0;yes;yes;cellular;6,0;may;285,0;2,0;254,0;14,0;other;no;ok;9,744797706604004;8,331288801112645;16,0;16,0;28,4;0,0
331;31,0;student;single;tertiary;no;64,0;no;no;cellular;15,0;sep;208,0;1,0;105,0;2,0;success;yes;ok;7,447974681854248;8,331288801112645;16,0;16,0;28,4;0,0
337;32,0;blue-collar;married;secondary;no;10287,0;yes;no;cellular;27,0;may;281,0;4,0;188,0;1,0;failure;yes;ok;7,788419723510742;8,331288801112645;16,0;16,0;28,4;0,0
339;60,0;retired;married;secondary;no;2060,0;no;no;cellular;26,0;mar;454,0;1,0;88,0;3,0;other;no;ok;8,114483833312988;8,331288801112645;16,0;16,0;28,4;0,0
350;30,0;admin.;single;tertiary;no;8,0;no;yes;cellular;30,0;jul;76,0;2,0;150,0;1,0;failure;yes;ok;8,5083589553833;8,331288801112645;16,0;16,0;28,4;0,0
358;38,0;admin.;married;secondary;no;47,0;yes;no;cellular;10,0;aug;120,0;1,0;98,00000000000001;5,0;success;no;ok;5,527953624725342;8,331288801112645;16,0;16,0;28,4;0,0
362;59,0;housemaid;married;secondary;no;0,0;no;no;telephone;7,0;aug;107,0;2,0;63,0;1,0;failure;yes;ok;10,628809928894043;8,331288801112645;16,0;16,0;28,4;0,0
363;33,0;services;married;secondary;no;386,0;no;no;cellular;12,0;nov;253,0;1,0;92,0;4,0;failure;yes;ok;6,033006191253662;8,331288801112645;16,0;16,0;28,4;0,0
372;37,0;technician;married;tertiary;no;88,0;no;no;cellular;6,0;may;195,0;1,0;90,0;3,0;other;yes;ok;6,275026321411133;8,331288801112645;16,0;16,0;28,4;0,0
375;57,0;management;divorced;tertiary;no;3287,0;no;no;cellular;30,0;mar;277,0;2,0;337,0;1,0;success;no;ok;8,89542293548584;8,331288801112645;16,0;16,0;28,4;0,0
386;35,0;blue-collar;married;secondary;no;149,0;yes;no;cellular;29,0;apr;507,0;3,0;349,0;1,0;other;yes;ok;10,870381355285645;8,331288801112645;16,0;16,0;28,4;0,0
389;52,0;management;married;tertiary;no;437,0;no;no;telephone;12,0;jun;137,0;3,0;113,0;1,0;other;no;ok;10,778590202331543;8,331288801112645;16,0;16,0;28,4;0,0
390;45,0;blue-collar;married;secondary;no;10252,0;no;no;cellular;22,0;sep;173,0;1,0;141,0;2,0;success;yes;ok;9,621788024902344;8,331288801112645;16,0;16,0;28,4;0,0
394;37,0;technician;married;tertiary;no;88,0;no;no;cellular;6,0;may;195,0;1,0;90,0;3,0;other;no;ok;6,529294967651367;8,331288801112645;16,0;16,0;28,4;0,0
397;43,0;admin.;single;secondary;no;733,0;yes;no;cellular;25,0;may;282,0;1,0;187,0;3,0;success;yes;ok;11,20363712310791;8,331288801112645;16,0;16,0;28,4;0,0
403;63,0;housemaid;married;secondary;no;2,0;no;no;cellular;4,0;feb;45,0;2,0;92,99999999999999;1,0;success;no;ok;7,987841606140137;8,331288801112645;16,0;16,0;28,4;0,0
405;45,0;blue-collar;married;secondary;no;96,0;yes;no;cellular;13,0;apr;348,0;3,0;256,0;2,0;failure;yes;ok;7,216490268707275;8,331288801112645;16,0;16,0;28,4;0,0
407;37,0;management;divorced;secondary;no;1448,0;yes;no;cellular;20,0;apr;196,0;2,0;283,0;2,0;failure;no;ok;6,0636467933654785;8,331288801112645;16,0;16,0;28,4;0,0
416;32,0;blue-collar;married;secondary;no;889,0;yes;no;cellular;3,0;jun;1076,0;2,0;85,0;3,0;other;yes;ok;8,205366134643555;8,331288801112645;16,0;16,0;28,4;0,0
419;60,0;technician;married;secondary;no;1740,0;no;no;cellular;1,0;jun;814,0;1,0;80,0;2,0;success;no;ok;7,782115459442139;8,331288801112645;16,0;16,0;28,4;0,0
420;33,0;management;single;tertiary;no;131,0;yes;no;cellular;12,0;oct;209,0;3,0;427,0;2,0;failure;yes;ok;7,039846897125244;8,331288801112645;16,0;16,0;28,4;0,0
421;54,0;management;married;tertiary;no;1624,0;no;no;cellular;12,0;may;166,0;3,0;182,0;10,0;success;no;ok;7,800846099853516;8,331288801112645;16,0;16,0;28,4;0,0
424;38,0;admin.;married;secondary;no;47,0;yes;no;cellular;10,0;aug;120,0;1,0;98,00000000000001;5,0;success;no;ok;6,757717132568359;8,331288801112645;16,0;16,0;28,4;0,0
426;80,0;retired;married;secondary;no;8304,0;no;no;telephone;8,0;sep;606,0;3,0;91,0;13,0;success;no;ok;13,132030487060547;8,331288801112645;16,0;16,0;28,4;0,0
430;63,0;retired;married;secondary;no;23047,0;no;no;cellular;17,0;jun;530,0;1,0;139,0;2,0;other;no;ok;9,984146118164062;8,331288801112645;16,0;16,0;28,4;0,0
432;46,0;blue-collar;married;primary;no;804,0;yes;no;cellular;12,0;may;1063,0;2,0;361,0;1,0;success;no;ok;12,880703926086426;8,331288801112645;16,0;16,0;28,4;0,0
439;68,0;retired;married;tertiary;no;2820,0;no;no;cellular;5,0;mar;158,0;1,0;92,0;3,0;success;yes;ok;7,464624881744385;8,331288801112645;16,0;16,0;28,4;0,0
443;64,0;management;married;tertiary;no;5112,0;no;no;telephone;19,0;oct;898,0;7,0;137,0;11,0;other;yes;ok;12,645472526550293;8,331288801112645;16,0;16,0;28,4;0,0
446;56,0;technician;married;secondary;no;1938,0;no;yes;cellular;26,0;feb;229,0;1,0;192,0;4,0;success;yes;ok;9,576090812683105;8,331288801112645;16,0;16,0;28,4;0,0
452;60,0;retired;married;tertiary;no;2194,0;yes;no;telephone;20,0;apr;31,0;3,0;263,0;9,0;failure;no;ok;11,521346092224121;8,331288801112645;16,0;16,0;28,4;0,0
453;33,0;management;single;tertiary;no;131,0;yes;no;cellular;12,0;oct;209,0;3,0;427,0;2,0;failure;yes;ok;7,661136627197266;8,331288801112645;16,0;16,0;28,4;0,0
455;53,0;admin.;divorced;secondary;no;0,0;yes;yes;cellular;6,0;aug;1452,0;1,0;98,00000000000001;2,0;failure;yes;ok;9,115409851074219;8,331288801112645;16,0;16,0;28,4;0,0
461;31,0;blue-collar;married;secondary;no;625,0000000000001;yes;no;cellular;2,0;jul;135,0;2,0;49,0;3,0;failure;yes;ok;5,424853324890137;8,331288801112645;16,0;16,0;28,4;0,0
468;54,0;management;divorced;tertiary;no;496,0;no;no;cellular;2,0;jun;161,0;1,0;140,0;3,0;success;no;ok;7,070532321929932;8,331288801112645;16,0;16,0;28,4;0,0
470;33,0;management;single;tertiary;no;131,0;yes;no;cellular;12,0;oct;209,0;3,0;427,0;2,0;failure;yes;ok;7,436187267303467;8,331288801112645;16,0;16,0;28,4;0,0
476;42,0;blue-collar;married;primary;no;792,0;yes;yes;cellular;19,0;nov;611,0;2,0;175,0;12,0;other;yes;ok;11,445873260498047;8,331288801112645;16,0;16,0;28,4;0,0
479;31,0;student;single;tertiary;no;64,0;no;no;cellular;15,0;sep;208,0;1,0;105,0;2,0;success;no;ok;6,218053817749023;8,331288801112645;16,0;16,0;28,4;0,0
481;35,0;technician;single;secondary;no;27,0;yes;no;cellular;25,0;may;214,0;1,0;305,0;1,0;other;yes;ok;7,103025913238525;8,331288801112645;16,0;16,0;28,4;0,0
483;83,0;retired;divorced;primary;no;0,0;no;no;telephone;31,0;may;664,0;1,0;77,0;3,0;success;no;ok;12,473343849182129;8,331288801112645;16,0;16,0;28,4;0,0
484;61,0;retired;married;tertiary;no;5267,0;no;no;cellular;18,0;aug;212,0;7,0;188,0;3,0;success;yes;ok;8,938962936401367;8,331288801112645;16,0;16,0;28,4;0,0
489;27,0;services;single;secondary;no;302,0;no;no;cellular;8,0;jan;151,0;1,0;189,0;1,0;success;yes;ok;7,0697736740112305;8,331288801112645;16,0;16,0;28,4;0,0
494;32,0;blue-collar;married;secondary;no;10287,0;yes;no;cellular;27,0;may;281,0;4,0;188,0;1,0;failure;yes;ok;7,105306625366211;8,331288801112645;16,0;16,0;28,4;0,0
496;33,0;management;married;tertiary;no;5878,0;no;no;cellular;23,0;oct;438,0;1,0;430,0;2,0;failure;yes;ok;7,495839595794678;8,331288801112645;16,0;16,0;28,4;0,0
497;34,0;blue-collar;married;secondary;no;563,0;no;yes;cellular;5,0;feb;384,0;1,0;2,0;2,0;failure;no;ok;7,1647772789001465;8,331288801112645;16,0;16,0;28,4;0,0
