;Attribute1;Attribute2;Attribute3;Attribute4;Attribute5;Attribute6;Attribute7;Attribute8;Attribute9;Attribute10;Attribute11;Attribute12;Attribute13;Attribute14;Attribute15;Attribute16;Attribute17;Attribute18;Attribute19;Attribute20;class;predict;euclidean;euclidean_medio;hamming;hamming_medio;cobertura_pct;erro_pct
35;A12;18,0;A33;A42;4297,0;A61;A75;4,0;A91;A101;3,0;A124;40,0;A143;A152;1,0;A174;1,0;A192;A201;0;ok;10,27456283569336;12,539856126573351;20,0;20,0;45,0;0,0
36;A14;24,0;A32;A43;3621,0;A62;A75;2,0;A93;A101;4,0;A123;31,0;A143;A152;2,0;A173;1,0;A191;A201;0;ok;8,63675308227539;12,539856126573351;20,0;20,0;45,0;0,0
37;A11;9,0;A32;A43;1366,0;A61;A72;3,0;A92;A101;4,0;A122;22,0;A143;A151;1,0;A173;1,0;A191;A201;1;ok;8,789985656738281;12,539856126573351;20,0;20,0;45,0;0,0
39;A11;24,0;A32;A42;2359,0;A62;A71;0,9999999999999998;A91;A101;1,0;A122;33,0;A143;A152;1,0;A173;1,0;A191;A201;0;ok;9,047054290771484;12,539856126573351;20,0;20,0;45,0;0,0
41;A12;48,0;A32;A40;6560,0;A62;A74;3,0;A93;A101;2,0;A122;24,0;A143;A152;1,0;A173;1,0;A191;A201;0;ok;10,259608268737793;12,539856126573351;20,0;20,0;45,0;0,0
43;A11;15,0;A30;A40;950,0;A61;A75;4,0;A93;A101;3,0;A123;33,0;A143;A151;2,0;A173;2,0;A191;A201;0;ok;9,892135620117188;12,539856126573351;20,0;20,0;45,0;0,0
44;A11;18,0;A30;A49;3104,0;A61;A74;3,0;A93;A101;1,0;A122;31,0;A141;A152;1,0;A173;1,0;A192;A201;1;ok;9,251381874084473;12,539856126573351;20,0;20,0;45,0;0,0
49;A14;24,0;A32;A41;2679,0;A61;A72;4,0;A92;A101;1,0;A124;29,0;A143;A152;1,0;A174;1,0;A192;A201;0;ok;11,059769630432129;12,539856126573351;20,0;20,0;45,0;0,0
50;A14;18,0;A32;A49;1950,0;A61;A74;4,0;A93;A101;1,0;A123;34,0;A142;A152;2,0;A173;1,0;A192;A201;1;ok;9,994316101074219;12,539856126573351;20,0;20,0;45,0;0,0
54;A13;24,0;A32;A43;5152,0;A61;A74;4,0;A93;A101;2,0;A123;25,0;A141;A152;1,0;A173;1,0;A191;A201;1;ok;9,536190032958984;12,539856126573351;20,0;20,0;45,0;0,0
55;A12;6,0;A31;A40;931,0;A62;A72;0,9999999999999998;A92;A101;1,0;A122;32,0;A142;A152;1,0;A171;1,0;A191;A201;0;ok;49,3587646484375;12,539856126573351;20,0;20,0;45,0;0,0
63;A11;12,0;A32;A43;1680,0000000000002;A63;A75;3,0;A94;A101;1,0;A121;35,0;A143;A152;1,0;A173;1,0;A191;A201;0;ok;10,316973686218262;12,539856126573351;20,0;20,0;45,0;0,0
65;A13;9,0;A30;A43;1337,0;A61;A72;4,0;A93;A101;2,0;A123;34,0;A143;A152;2,0;A174;1,0;A192;A201;1;ok;13,110053062438965;12,539856126573351;20,0;20,0;45,0;0,0
66;A11;24,0;A32;A40;915,0;A65;A75;4,0;A92;A101;2,0;A123;29,0;A141;A152;1,0;A173;1,0;A191;A201;0;ok;9,336423873901367;12,539856126573351;20,0;20,0;45,0;0,0
70;A11;9,0;A32;A43;1366,0;A61;A72;3,0;A92;A101;4,0;A122;22,0;A143;A151;1,0;A173;1,0;A191;A201;1;ok;9,782905578613281;12,539856126573351;20,0;20,0;45,0;0,0
71;A14;36,0;A34;A40;3535,0;A61;A74;4,0;A93;A101;4,0;A123;37,0;A143;A152;2,0;A173;1,0;A192;A201;0;ok;9,469677925109863;12,539856126573351;20,0;20,0;45,0;0,0
72;A14;18,0;A32;A42;3422,0;A61;A75;4,0;A93;A101;4,0;A122;47,0;A141;A152;3,0;A173;2,0;A192;A201;1;ok;10,872398376464844;12,539856126573351;20,0;20,0;45,0;0,0
73;A12;9,0;A34;A46;1136,0;A64;A75;4,0;A93;A101;3,0;A124;32,0;A143;A153;2,0;A173;2,0;A191;A201;0;ok;13,327740669250488;12,539856126573351;20,0;20,0;45,0;0,0
74;A11;36,0;A32;A410;15857,0;A61;A71;2,0;A91;A102;3,0;A123;43,0;A143;A152;1,0;A174;1,0;A191;A201;1;ok;50,315635681152344;12,539856126573351;20,0;20,0;45,0;0,0
76;A11;24,0;A31;A42;3349,0;A63;A72;4,0;A93;A101;4,0;A124;30,0;A143;A153;1,0;A173;2,0;A192;A201;0;ok;10,904009819030762;12,539856126573351;20,0;20,0;45,0;0,0
77;A11;12,0;A32;A41;3386,0;A61;A75;3,0;A93;A101;4,0;A124;35,0;A143;A153;1,0;A173;1,0;A192;A201;0;ok;12,986403465270996;12,539856126573351;20,0;20,0;45,0;0,0
78;A12;48,0;A30;A40;8358,0;A63;A72;0,9999999999999998;A92;A101;1,0;A123;30,0;A143;A152;2,0;A173;1,0;A191;A201;1;ok;10,511000633239746;12,539856126573351;20,0;20,0;45,0;0,0
79;A11;48,0;A32;A49;4308,0;A61;A72;3,0;A92;A101;4,0;A122;24,0;A143;A151;1,0;A173;1,0;A191;A201;1;ok;12,191417694091797;12,539856126573351;20,0;20,0;45,0;0,0
80;A14;60,0;A34;A40;13756,0;A65;A75;2,0;A93;A101;4,0;A124;63,0;A141;A153;1,0;A174;1,0;A192;A201;1;ok;12,742403984069824;12,539856126573351;20,0;20,0;45,0;0,0
82;A14;28,0;A31;A41;7824,0;A65;A72;3,0;A93;A103;4,0;A121;40,0;A141;A151;2,0;A173;2,0;A192;A201;1;ok;12,30327320098877;12,539856126573351;20,0;20,0;45,0;0,0
83;A14;6,0;A31;A43;1750,0;A63;A75;2,0;A93;A101;4,0;A122;45,0;A141;A152;1,0;A171;2,0;A191;A201;1;ok;9,686923027038574;12,539856126573351;20,0;20,0;45,0;0,0
86;A11;24,0;A32;A40;915,0;A65;A75;4,0;A92;A101;2,0;A123;29,0;A141;A152;1,0;A173;1,0;A191;A201;0;ok;8,69575309753418;12,539856126573351;20,0;20,0;45,0;0,0
88;A12;6,0;A31;A40;931,0;A62;A72;0,9999999999999998;A92;A101;1,0;A122;32,0;A142;A152;1,0;A171;1,0;A191;A201;0;ok;10,034263610839844;12,539856126573351;20,0;20,0;45,0;0,0
89;A13;12,0;A32;A43;1881,0;A61;A73;2,0;A92;A101;2,0;A123;44,0;A143;A151;1,0;A171;1,0;A192;A201;0;ok;9,252498626708984;12,539856126573351;20,0;20,0;45,0;0,0
94;A11;48,0;A30;A42;7119,0;A61;A73;3,0;A93;A101;4,0;A124;53,0;A143;A153;2,0;A173;2,0;A191;A201;0;ok;10,84304141998291;12,539856126573351;20,0;20,0;45,0;0,0
96;A11;18,0;A33;A46;8471,0;A65;A73;0,9999999999999998;A92;A101;2,0;A123;23,0;A143;A151;2,0;A173;1,0;A192;A201;1;ok;10,386894226074219;12,539856126573351;20,0;20,0;45,0;0,0
97;A14;36,0;A30;A45;2613,0;A61;A73;4,0;A93;A101;2,0;A123;27,0;A143;A152;2,0;A173;1,0;A191;A201;0;ok;12,577324867248535;12,539856126573351;20,0;20,0;45,0;0,0
99;A11;12,0;A34;A40;691,0;A61;A75;4,0;A93;A101;3,0;A122;35,0;A143;A152;2,0;A173;1,0;A191;A201;0;ok;10,550533294677734;12,539856126573351;20,0;20,0;45,0;0,0
102;A12;24,0;A32;A40;1201,0;A61;A72;4,0;A93;A101;1,0;A122;26,0;A143;A152;1,0;A173;1,0;A191;A201;1;ok;9,876004219055176;12,539856126573351;20,0;20,0;45,0;0,0
103;A11;21,0;A31;A40;1647,0;A65;A73;4,0;A93;A101;2,0;A122;40,0;A143;A152;2,0;A171;2,0;A191;A201;0;ok;10,745071411132812;12,539856126573351;20,0;20,0;45,0;0,0
108;A11;18,0;A32;A40;976,0;A61;A72;0,9999999999999998;A92;A101;2,0;A123;23,0;A143;A152;1,0;A171;1,0;A191;A201;1;ok;9,451618194580078;12,539856126573351;20,0;20,0;45,0;0,0
114;A11;48,0;A32;A43;6999,0;A61;A74;0,9999999999999998;A94;A103;1,0;A121;34,0;A143;A152;2,0;A173;1,0;A192;A201;0;ok;11,869072914123535;12,539856126573351;20,0;20,0;45,0;0,0
117;A11;48,0;A32;A46;7476,0;A61;A74;4,0;A93;A101;1,0;A124;50,0;A143;A153;1,0;A174;1,0;A192;A201;1;ok;11,38662052154541;12,539856126573351;20,0;20,0;45,0;0,0
120;A12;24,0;A34;A49;2825,0;A65;A74;4,0;A93;A101;3,0;A124;34,0;A143;A152;2,0;A173;2,0;A192;A201;0;ok;12,42585277557373;12,539856126573351;20,0;20,0;45,0;0,0
121;A11;12,0;A32;A42;2578,0;A61;A71;3,0;A92;A101;4,0;A124;55,0;A143;A153;1,0;A174;1,0;A191;A201;0;ok;10,77738094329834;12,539856126573351;20,0;20,0;45,0;0,0
123;A11;15,0;A30;A40;950,0;A61;A75;4,0;A93;A101;3,0;A123;33,0;A143;A151;2,0;A173;2,0;A191;A201;1;ok;12,240962028503418;12,539856126573351;20,0;20,0;45,0;0,0
124;A14;36,0;A34;A41;5842,0;A61;A75;2,0;A93;A101;2,0;A122;35,0;A143;A152;2,0;A173;2,0;A192;A201;0;ok;8,749031066894531;12,539856126573351;20,0;20,0;45,0;0,0
128;A12;26,0;A32;A41;7966,0;A61;A72;2,0;A93;A101;3,0;A123;30,0;A143;A152;2,0;A173;1,0;A191;A201;0;ok;9,843084335327148;12,539856126573351;20,0;20,0;45,0;0,0
129;A13;24,0;A32;A42;1925,0;A61;A73;2,0;A93;A101;2,0;A121;26,0;A143;A152;1,0;A173;1,0;A191;A201;1;ok;11,064218521118164;12,539856126573351;20,0;20,0;45,0;0,0
131;A12;12,0;A32;A42;951,0;A62;A72;4,0;A92;A101;4,0;A123;27,0;A141;A151;4,0;A173;1,0;A191;A201;0;ok;49,670223236083984;12,539856126573351;20,0;20,0;45,0;0,0
133;A14;12,0;A34;A49;2292,0;A61;A71;4,0;A93;A101;2,0;A123;42,0;A142;A152;2,0;A174;1,0;A192;A201;0;ok;10,303231239318848;12,539856126573351;20,0;20,0;45,0;0,0
135;A11;24,0;A31;A42;2483,0;A63;A73;4,0;A93;A101;4,0;A121;22,0;A142;A152;1,0;A173;1,0;A192;A201;1;ok;10,40323257446289;12,539856126573351;20,0;20,0;45,0;0,0
138;A14;6,0;A32;A42;4611,0;A61;A72;0,9999999999999998;A92;A101;4,0;A122;32,0;A143;A152;1,0;A173;1,0;A191;A201;0;ok;9,876140594482422;12,539856126573351;20,0;20,0;45,0;0,0
139;A14;11,0;A34;A40;7228,0;A61;A73;0,9999999999999998;A93;A101;4,0;A122;39,0;A143;A152;2,0;A171;1,0;A191;A201;1;ok;11,205941200256348;12,539856126573351;20,0;20,0;45,0;0,0
141;A12;36,0;A31;A44;3990,0;A65;A72;3,0;A92;A101;2,0;A124;29,0;A141;A152;1,0;A171;1,0;A191;A201;1;ok;9,840319633483887;12,539856126573351;20,0;20,0;45,0;0,0
142;A12;24,0;A34;A46;5743,0;A61;A72;2,0;A92;A101;4,0;A124;24,0;A143;A153;2,0;A173;1,0;A192;A201;1;ok;11,531970024108887;12,539856126573351;20,0;20,0;45,0;0,0
143;A11;12,0;A34;A40;691,0;A61;A75;4,0;A93;A101;3,0;A122;35,0;A143;A152;2,0;A173;1,0;A191;A201;0;ok;10,106467247009277;12,539856126573351;20,0;20,0;45,0;0,0
146;A12;12,0;A32;A42;951,0;A62;A72;4,0;A92;A101;4,0;A123;27,0;A141;A151;4,0;A173;1,0;A191;A201;0;ok;9,778541564941406;12,539856126573351;20,0;20,0;45,0;0,0
149;A14;10,0;A32;A40;1309,0;A65;A73;4,0;A93;A103;4,0;A122;27,0;A143;A152;1,0;A171;1,0;A191;A201;0;ok;50,12578201293945;12,539856126573351;20,0;20,0;45,0;0,0
150;A11;12,0;A32;A41;3386,0;A61;A75;3,0;A93;A101;4,0;A124;35,0;A143;A153;1,0;A173;1,0;A192;A201;0;ok;9,814752578735352;12,539856126573351;20,0;20,0;45,0;0,0
151;A14;42,0;A34;A42;4042,0;A63;A73;4,0;A93;A101;4,0;A121;36,0;A143;A152;2,0;A173;1,0;A192;A201;0;ok;13,093450546264648;12,539856126573351;20,0;20,0;45,0;0,0
154;A12;10,0;A32;A42;1520,9999999999998;A61;A73;4,0;A91;A101;2,0;A123;31,0;A143;A152;1,0;A171;1,0;A191;A201;1;ok;11,469175338745117;12,539856126573351;20,0;20,0;45,0;0,0
156;A14;12,0;A32;A42;1123,0;A63;A73;4,0;A92;A101;4,0;A123;29,0;A143;A151;1,0;A171;1,0;A191;A201;0;ok;9,03764820098877;12,539856126573351;20,0;20,0;45,0;0,0
158;A14;36,0;A30;A45;2613,0;A61;A73;4,0;A93;A101;2,0;A123;27,0;A143;A152;2,0;A173;1,0;A191;A201;1;ok;10,197888374328613;12,539856126573351;20,0;20,0;45,0;0,0
162;A11;36,0;A32;A41;5493,0;A61;A75;2,0;A93;A101;4,0;A124;42,0;A143;A153;1,0;A173;2,0;A191;A201;1;ok;11,776443481445312;12,539856126573351;20,0;20,0;45,0;0,0
166;A11;18,0;A32;A41;7511,0;A65;A75;0,9999999999999998;A93;A101;4,0;A122;51,0;A143;A153;1,0;A173;2,0;A192;A201;1;ok;9,976484298706055;12,539856126573351;20,0;20,0;45,0;0,0
167;A14;24,0;A32;A43;3621,0;A62;A75;2,0;A93;A101;4,0;A123;31,0;A143;A152;2,0;A173;1,0;A191;A201;0;ok;11,101092338562012;12,539856126573351;20,0;20,0;45,0;0,0
168;A14;12,0;A34;A49;2292,0;A61;A71;4,0;A93;A101;2,0;A123;42,0;A142;A152;2,0;A174;1,0;A192;A201;0;ok;10,306981086730957;12,539856126573351;20,0;20,0;45,0;0,0
171;A14;48,0;A34;A41;11590,0;A62;A73;2,0;A92;A101;4,0;A123;24,0;A141;A151;2,0;A171;1,0;A191;A201;0;ok;11,083914756774902;12,539856126573351;20,0;20,0;45,0;0,0
172;A14;9,0;A32;A42;1980,0;A61;A72;2,0;A92;A102;2,0;A123;19,0;A143;A151;2,0;A173;1,0;A191;A201;0;ok;9,646210670471191;12,539856126573351;20,0;20,0;45,0;0,0
178;A12;9,0;A32;A43;1206,0;A61;A75;4,0;A92;A101;4,0;A121;25,0;A143;A152;1,0;A173;1,0;A191;A201;0;ok;10,347277641296387;12,539856126573351;20,0;20,0;45,0;0,0
180;A14;24,0;A32;A43;3621,0;A62;A75;2,0;A93;A101;4,0;A123;31,0;A143;A152;2,0;A173;1,0;A191;A201;1;ok;11,376237869262695;12,539856126573351;20,0;20,0;45,0;0,0
182;A11;12,0;A34;A40;691,0;A61;A75;4,0;A93;A101;3,0;A122;35,0;A143;A152;2,0;A173;1,0;A191;A201;0;ok;10,838088989257812;12,539856126573351;20,0;20,0;45,0;0,0
186;A12;48,0;A32;A49;15671,999999999998;A61;A73;2,0;A93;A101;2,0;A123;23,0;A143;A152;1,0;A173;1,0;A192;A201;0;ok;10,711337089538574;12,539856126573351;20,0;20,0;45,0;0,0
188;A14;60,0;A32;A40;10366,0;A61;A75;2,0;A93;A101;4,0;A122;42,0;A143;A152;1,0;A174;1,0;A192;A201;0;ok;12,898658752441406;12,539856126573351;20,0;20,0;45,0;0,0
192;A14;24,0;A34;A46;1927,0;A65;A73;3,0;A92;A101;2,0;A123;33,0;A143;A152;2,0;A173;1,0;A192;A201;1;ok;9,05405330657959;12,539856126573351;20,0;20,0;45,0;0,0
194;A12;30,0;A30;A49;4280,0;A62;A73;4,0;A92;A101;4,0;A123;26,0;A143;A151;2,0;A171;1,0;A191;A201;1;ok;12,53160285949707;12,539856126573351;20,0;20,0;45,0;0,0
195;A11;12,0;A34;A40;3499,0;A61;A73;3,0;A92;A102;2,0;A121;29,0;A143;A152;2,0;A173;1,0;A191;A201;1;ok;11,392777442932129;12,539856126573351;20,0;20,0;45,0;0,0
197;A11;18,0;A32;A43;2600,0;A61;A73;4,0;A93;A101;4,0;A124;65,0;A143;A153;2,0;A173;1,0;A191;A201;0;ok;11,66004753112793;12,539856126573351;20,0;20,0;45,0;0,0
199;A12;12,0;A34;A40;1995,0;A62;A72;4,0;A93;A101;1,0;A123;27,0;A143;A152;1,0;A173;1,0;A191;A201;1;ok;10,666831970214844;12,539856126573351;20,0;20,0;45,0;0,0
