;age;workclass;fnlwgt;education;education-num;marital-status;occupation;relationship;race;sex;capital-gain;capital-loss;hours-per-week;native-country;income;predict;euclidean;euclidean_medio;hamming;hamming_medio;cobertura_pct;erro_pct
88;;;;;;;;;;;;;;;1;nan;;11,25277314430628;14,0;14,0;31,2;0,0
89;19,0;7,0;200790,0;2,0;8,0;2,0;14,0;2,0;4,0;0,0;15023,999999999998;0,0;40,0;31,0;1;ok;11,45883560180664;11,25277314430628;14,0;14,0;31,2;0,0
90;;;;;;;;;;;;;;;1;nan;;11,25277314430628;14,0;14,0;31,2;0,0
91;;;;;;;;;;;;;;;0;nan;;11,25277314430628;14,0;14,0;31,2;0,0
92;40,0;4,0;194924,0;15,0;10,0;2,0;4,0;0,0;4,0;1,0;0,0;0,0;60,0;31,0;0;ok;11,893503189086914;11,25277314430628;14,0;14,0;31,2;0,0
93;58,0;2,0;78141,0;11,0;9,0;2,0;2,0;0,0;4,0;1,0;0,0;0,0;40,0;31,0;1;ok;10,76015567779541;11,25277314430628;14,0;14,0;31,2;0,0
94;;;;;;;;;;;;;;;1;nan;;11,25277314430628;14,0;14,0;31,2;0,0
95;;;;;;;;;;;;;;;0;nan;;11,25277314430628;14,0;14,0;31,2;0,0
96;;;;;;;;;;;;;;;1;nan;;11,25277314430628;14,0;14,0;31,2;0,0
97;;;;;;;;;;;;;;;1;nan;;11,25277314430628;14,0;14,0;31,2;0,0
98;;;;;;;;;;;;;;;1;nan;;11,25277314430628;14,0;14,0;31,2;0,0
99;;;;;;;;;;;;;;;1;nan;;11,25277314430628;14,0;14,0;31,2;0,0
100;;;;;;;;;;;;;;;1;nan;;11,25277314430628;14,0;14,0;31,2;0,0
101;50,0;2,0;196193,0;12,0;14,0;3,0;9,0;2,0;4,0;1,0;0,0;0,0;60,0;33,0;1;ok;12,472646713256836;11,25277314430628;14,0;14,0;31,2;0,0
102;;;;;;;;;;;;;;;1;nan;;11,25277314430628;14,0;14,0;31,2;0,0
103;39,0;2,0;200598,0;9,0;13,0;2,0;3,0;0,0;4,0;1,0;0,0;0,0;55,0;31,0;0;ok;11,069222450256348;11,25277314430628;14,0;14,0;31,2;0,0
104;;;;;;;;;;;;;;;1;nan;;11,25277314430628;14,0;14,0;31,2;0,0
105;;;;;;;;;;;;;;;1;nan;;11,25277314430628;14,0;14,0;31,2;0,0
106;;;;;;;;;;;;;;;1;nan;;11,25277314430628;14,0;14,0;31,2;0,0
107;;;;;;;;;;;;;;;0;nan;;11,25277314430628;14,0;14,0;31,2;0,0
108;;;;;;;;;;;;;;;0;nan;;11,25277314430628;14,0;14,0;31,2;0,0
109;;;;;;;;;;;;;;;1;nan;;11,25277314430628;14,0;14,0;31,2;0,0
110;;;;;;;;;;;;;;;1;nan;;11,25277314430628;14,0;14,0;31,2;0,0
111;39,0;0,9999999999999998;455399,0;11,0;9,0;2,0;10,0;0,0;1,9999999999999998;1,0;15023,999999999998;0,0;40,0;31,0;1;ok;11,091268539428711;11,25277314430628;14,0;14,0;31,2;0,0
112;;;;;;;;;;;;;;;1;nan;;11,25277314430628;14,0;14,0;31,2;0,0
113;;;;;;;;;;;;;;;1;nan;;11,25277314430628;14,0;14,0;31,2;0,0
114;62,0;2,0;82906,0;9,0;13,0;2,0;3,0;5,0;4,0;0,0;4064,0;0,0;35,0;8,0;1;ok;10,933394432067871;11,25277314430628;14,0;14,0;31,2;0,0
115;;;;;;;;;;;;;;;1;nan;;11,25277314430628;14,0;14,0;31,2;0,0
116;41,0;2,0;145441,0;11,0;9,0;2,0;6,0;0,0;4,0;1,0;0,0;0,0;40,0;31,0;1;ok;10,226821899414062;11,25277314430628;14,0;14,0;31,2;0,0
117;;;;;;;;;;;;;;;0;nan;;11,25277314430628;14,0;14,0;31,2;0,0
118;;;;;;;;;;;;;;;0;nan;;11,25277314430628;14,0;14,0;31,2;0,0
119;44,0;2,0;298885,0;11,0;9,0;2,0;2,0;0,0;4,0;1,0;0,0;0,0;40,0;31,0;0;ok;10,454543113708496;11,25277314430628;14,0;14,0;31,2;0,0
120;39,0;2,0;200598,0;9,0;13,0;2,0;3,0;0,0;4,0;1,0;0,0;0,0;55,0;31,0;0;ok;10,967950820922852;11,25277314430628;14,0;14,0;31,2;0,0
121;;;;;;;;;;;;;;;1;nan;;11,25277314430628;14,0;14,0;31,2;0,0
122;;;;;;;;;;;;;;;0;nan;;11,25277314430628;14,0;14,0;31,2;0,0
123;46,0;3,0;112320,0;9,0;13,0;0,0;3,0;1,0;4,0;0,0;0,0;0,0;50,0;31,0;0;ok;10,881750106811523;11,25277314430628;14,0;14,0;31,2;0,0
124;39,0;2,0;107164,0;11,0;9,0;2,0;12,0;0,0;4,0;1,0;0,0;0,0;40,0;31,0;1;ok;10,337174415588379;11,25277314430628;14,0;14,0;31,2;0,0
125;;;;;;;;;;;;;;;1;nan;;11,25277314430628;14,0;14,0;31,2;0,0
126;;;;;;;;;;;;;;;1;nan;;11,25277314430628;14,0;14,0;31,2;0,0
127;;;;;;;;;;;;;;;0;nan;;11,25277314430628;14,0;14,0;31,2;0,0
128;;;;;;;;;;;;;;;1;nan;;11,25277314430628;14,0;14,0;31,2;0,0
129;;;;;;;;;;;;;;;1;nan;;11,25277314430628;14,0;14,0;31,2;0,0
130;;;;;;;;;;;;;;;1;nan;;11,25277314430628;14,0;14,0;31,2;0,0
131;;;;;;;;;;;;;;;0;nan;;11,25277314430628;14,0;14,0;31,2;0,0
132;;;;;;;;;;;;;;;0;nan;;11,25277314430628;14,0;14,0;31,2;0,0
133;;;;;;;;;;;;;;;1;nan;;11,25277314430628;14,0;14,0;31,2;0,0
134;;;;;;;;;;;;;;;1;nan;;11,25277314430628;14,0;14,0;31,2;0,0
135;50,0;2,0;337606,0;11,0;9,0;2,0;6,0;0,0;4,0;1,0;0,0;1485,0;40,0;31,0;0;ok;11,654450416564941;11,25277314430628;14,0;14,0;31,2;0,0
136;;;;;;;;;;;;;;;1;nan;;11,25277314430628;14,0;14,0;31,2;0,0
137;;;;;;;;;;;;;;;1;nan;;11,25277314430628;14,0;14,0;31,2;0,0
138;;;;;;;;;;;;;;;1;nan;;11,25277314430628;14,0;14,0;31,2;0,0
139;;;;;;;;;;;;;;;1;nan;;11,25277314430628;14,0;14,0;31,2;0,0
140;39,0;2,0;200598,0;9,0;13,0;2,0;3,0;0,0;4,0;1,0;0,0;0,0;55,0;31,0;0;ok;10,97509479522705;11,25277314430628;14,0;14,0;31,2;0,0
141;39,0;2,0;200598,0;9,0;13,0;2,0;3,0;0,0;4,0;1,0;0,0;0,0;55,0;31,0;0;ok;10,976646423339844;11,25277314430628;14,0;14,0;31,2;0,0
142;;;;;;;;;;;;;;;0;nan;;11,25277314430628;14,0;14,0;31,2;0,0
143;;;;;;;;;;;;;;;1;nan;;11,25277314430628;14,0;14,0;31,2;0,0
144;;;;;;;;;;;;;;;1;nan;;11,25277314430628;14,0;14,0;31,2;0,0
145;39,0;4,0;83242,0;15,0;10,0;2,0;4,0;0,0;4,0;1,0;0,0;0,0;60,0;31,0;0;ok;11,650556564331055;11,25277314430628;14,0;14,0;31,2;0,0
146;;;;;;;;;;;;;;;1;nan;;11,25277314430628;14,0;14,0;31,2;0,0
147;32,0;2,0;353994,0;9,0;13,0;2,0;3,0;2,0;1,0;0,0;0,0;0,0;40,0;1,9999999999999964;1;ok;9,891072273254395;11,25277314430628;14,0;14,0;31,2;0,0
148;;;;;;;;;;;;;;;0;nan;;11,25277314430628;14,0;14,0;31,2;0,0
149;;;;;;;;;;;;;;;1;nan;;11,25277314430628;14,0;14,0;31,2;0,0
150;;;;;;;;;;;;;;;1;nan;;11,25277314430628;14,0;14,0;31,2;0,0
151;;;;;;;;;;;;;;;1;nan;;11,25277314430628;14,0;14,0;31,2;0,0
152;41,0;2,0;145441,0;11,0;9,0;2,0;6,0;0,0;4,0;1,0;0,0;0,0;40,0;31,0;0;ok;10,155675888061523;11,25277314430628;14,0;14,0;31,2;0,0
153;;;;;;;;;;;;;;;1;nan;;11,25277314430628;14,0;14,0;31,2;0,0
154;;;;;;;;;;;;;;;0;nan;;11,25277314430628;14,0;14,0;31,2;0,0
155;;;;;;;;;;;;;;;1;nan;;11,25277314430628;14,0;14,0;31,2;0,0
156;34,0;2,0;190385,0;12,0;14,0;4,0;9,0;1,0;4,0;0,0;0,0;0,0;40,0;31,0;1;ok;12,639771461486816;11,25277314430628;14,0;14,0;31,2;0,0
157;39,0;0,9999999999999998;455399,0;11,0;9,0;2,0;10,0;0,0;1,9999999999999998;1,0;15023,999999999998;0,0;40,0;31,0;1;ok;12,333038330078125;11,25277314430628;14,0;14,0;31,2;0,0
158;;;;;;;;;;;;;;;1;nan;;11,25277314430628;14,0;14,0;31,2;0,0
159;;;;;;;;;;;;;;;1;nan;;11,25277314430628;14,0;14,0;31,2;0,0
160;;;;;;;;;;;;;;;1;nan;;11,25277314430628;14,0;14,0;31,2;0,0
161;;;;;;;;;;;;;;;0;nan;;11,25277314430628;14,0;14,0;31,2;0,0
162;27,0;2,0;106562,0;9,0;13,0;4,0;9,0;1,0;4,0;0,0;0,0;0,0;50,0;31,0;1;ok;11,156996726989746;11,25277314430628;14,0;14,0;31,2;0,0
163;;;;;;;;;;;;;;;1;nan;;11,25277314430628;14,0;14,0;31,2;0,0
164;;;;;;;;;;;;;;;1;nan;;11,25277314430628;14,0;14,0;31,2;0,0
165;;;;;;;;;;;;;;;0;nan;;11,25277314430628;14,0;14,0;31,2;0,0
166;58,0;2,0;78141,0;11,0;9,0;2,0;2,0;0,0;4,0;1,0;0,0;0,0;40,0;31,0;0;ok;10,727355003356934;11,25277314430628;14,0;14,0;31,2;0,0
167;27,0;2,0;106562,0;9,0;13,0;4,0;9,0;1,0;4,0;0,0;0,0;0,0;50,0;31,0;1;ok;11,204704284667969;11,25277314430628;14,0;14,0;31,2;0,0
168;;;;;;;;;;;;;;;1;nan;;11,25277314430628;14,0;14,0;31,2;0,0
169;34,0;2,0;190385,0;12,0;14,0;4,0;9,0;1,0;4,0;0,0;0,0;0,0;40,0;31,0;1;ok;11,691707611083984;11,25277314430628;14,0;14,0;31,2;0,0
170;;;;;;;;;;;;;;;0;nan;;11,25277314430628;14,0;14,0;31,2;0,0
171;58,0;2,0;111209,0;11,0;9,0;2,0;4,0;0,0;4,0;1,0;0,0;0,0;45,0;31,0;0;ok;10,861888885498047;11,25277314430628;14,0;14,0;31,2;0,0
172;;;;;;;;;;;;;;;1;nan;;11,25277314430628;14,0;14,0;31,2;0,0
173;;;;;;;;;;;;;;;1;nan;;11,25277314430628;14,0;14,0;31,2;0,0
174;64,0;2,0;391121,0;5,0;4,0;2,0;4,0;0,0;4,0;1,0;0,0;0,0;40,0;31,0;1;ok;10,636634826660156;11,25277314430628;14,0;14,0;31,2;0,0
175;41,0;2,0;125461,0;15,0;10,0;0,0;2,0;1,0;4,0;1,0;0,0;0,0;40,0;31,0;0;ok;10,400727272033691;11,25277314430628;14,0;14,0;31,2;0,0
176;;;;;;;;;;;;;;;1;nan;;11,25277314430628;14,0;14,0;31,2;0,0
177;;;;;;;;;;;;;;;0;nan;;11,25277314430628;14,0;14,0;31,2;0,0
178;;;;;;;;;;;;;;;1;nan;;11,25277314430628;14,0;14,0;31,2;0,0
179;;;;;;;;;;;;;;;1;nan;;11,25277314430628;14,0;14,0;31,2;0,0
180;;;;;;;;;;;;;;;1;nan;;11,25277314430628;14,0;14,0;31,2;0,0
181;;;;;;;;;;;;;;;0;nan;;11,25277314430628;14,0;14,0;31,2;0,0
182;;;;;;;;;;;;;;;1;nan;;11,25277314430628;14,0;14,0;31,2;0,0
183;;;;;;;;;;;;;;;1;nan;;11,25277314430628;14,0;14,0;31,2;0,0
184;;;;;;;;;;;;;;;0;nan;;11,25277314430628;14,0;14,0;31,2;0,0
185;;;;;;;;;;;;;;;1;nan;;11,25277314430628;14,0;14,0;31,2;0,0
186;;;;;;;;;;;;;;;1;nan;;11,25277314430628;14,0;14,0;31,2;0,0
187;45,0;0,9999999999999998;374450,0;11,0;9,0;2,0;13,0;5,0;4,0;0,0;5178,0;0,0;40,0;31,0;1;ok;12,667205810546875;11,25277314430628;14,0;14,0;31,2;0,0
188;47,0;2,0;188195,0;15,0;10,0;2,0;9,0;0,0;4,0;1,0;0,0;0,0;40,0;31,0;0;ok;10,7966890335083;11,25277314430628;14,0;14,0;31,2;0,0
189;;;;;;;;;;;;;;;1;nan;;11,25277314430628;14,0;14,0;31,2;0,0
190;;;;;;;;;;;;;;;1;nan;;11,25277314430628;14,0;14,0;31,2;0,0
191;;;;;;;;;;;;;;;1;nan;;11,25277314430628;14,0;14,0;31,2;0,0
192;54,0;2,0;98436,0;12,0;14,0;2,0;7,0;0,0;4,0;1,0;0,0;0,0;40,0;31,0;0;ok;11,225419998168945;11,25277314430628;14,0;14,0;31,2;0,0
193;;;;;;;;;;;;;;;1;nan;;11,25277314430628;14,0;14,0;31,2;0,0
194;42,0;2,0;187720,0;12,0;14,0;2,0;11,0;0,0;4,0;1,0;15023,999999999998;0,0;50,0;33,0;1;ok;12,32950496673584;11,25277314430628;14,0;14,0;31,2;0,0
195;;;;;;;;;;;;;;;1;nan;;11,25277314430628;14,0;14,0;31,2;0,0
196;43,0;0,9999999999999998;192381,0;9,0;13,0;4,0;7,0;3,0;4,0;1,0;0,0;0,0;40,0;31,0;1;ok;10,865009307861328;11,25277314430628;14,0;14,0;31,2;0,0
197;;;;;;;;;;;;;;;1;nan;;11,25277314430628;14,0;14,0;31,2;0,0
198;;;;;;;;;;;;;;;1;nan;;11,25277314430628;14,0;14,0;31,2;0,0
199;;;;;;;;;;;;;;;0;nan;;11,25277314430628;14,0;14,0;31,2;0,0
200;;;;;;;;;;;;;;;1;nan;;11,25277314430628;14,0;14,0;31,2;0,0
201;;;;;;;;;;;;;;;1;nan;;11,25277314430628;14,0;14,0;31,2;0,0
202;;;;;;;;;;;;;;;1;nan;;11,25277314430628;14,0;14,0;31,2;0,0
203;;;;;;;;;;;;;;;1;nan;;11,25277314430628;14,0;14,0;31,2;0,0
204;35,0;2,0;145704,0;11,0;9,0;2,0;9,0;5,0;4,0;0,0;3942,0;0,0;35,0;31,0;0;ok;10,440407752990723;11,25277314430628;14,0;14,0;31,2;0,0
205;;;;;;;;;;;;;;;1;nan;;11,25277314430628;14,0;14,0;31,2;0,0
206;27,0;2,0;106562,0;9,0;13,0;4,0;9,0;1,0;4,0;0,0;0,0;0,0;50,0;31,0;1;ok;11,068679809570312;11,25277314430628;14,0;14,0;31,2;0,0
207;50,0;2,0;196193,0;12,0;14,0;3,0;9,0;2,0;4,0;1,0;0,0;0,0;60,0;33,0;0;ok;13,697019577026367;11,25277314430628;14,0;14,0;31,2;0,0
208;32,0;2,0;353994,0;9,0;13,0;2,0;3,0;2,0;1,0;0,0;0,0;0,0;40,0;1,9999999999999964;1;ok;9,661776542663574;11,25277314430628;14,0;14,0;31,2;0,0
209;;;;;;;;;;;;;;;1;nan;;11,25277314430628;14,0;14,0;31,2;0,0
210;;;;;;;;;;;;;;;1;nan;;11,25277314430628;14,0;14,0;31,2;0,0
211;;;;;;;;;;;;;;;1;nan;;11,25277314430628;14,0;14,0;31,2;0,0
212;44,0;2,0;71269,0;15,0;10,0;0,0;3,0;1,0;4,0;1,0;0,0;0,0;50,0;31,0;0;ok;10,786520004272461;11,25277314430628;14,0;14,0;31,2;0,0
213;;;;;;;;;;;;;;;1;nan;;11,25277314430628;14,0;14,0;31,2;0,0
214;;;;;;;;;;;;;;;1;nan;;11,25277314430628;14,0;14,0;31,2;0,0
215;;;;;;;;;;;;;;;1;nan;;11,25277314430628;14,0;14,0;31,2;0,0
216;;;;;;;;;;;;;;;1;nan;;11,25277314430628;14,0;14,0;31,2;0,0
217;;;;;;;;;;;;;;;1;nan;;11,25277314430628;14,0;14,0;31,2;0,0
218;;;;;;;;;;;;;;;1;nan;;11,25277314430628;14,0;14,0;31,2;0,0
219;;;;;;;;;;;;;;;1;nan;;11,25277314430628;14,0;14,0;31,2;0,0
220;48,0;0,9999999999999998;273402,0;5,0;4,0;2,0;13,0;0,0;4,0;1,0;0,0;1902,0;40,0;31,0;1;ok;11,43248176574707;11,25277314430628;14,0;14,0;31,2;0,0
221;;;;;;;;;;;;;;;1;nan;;11,25277314430628;14,0;14,0;31,2;0,0
222;;;;;;;;;;;;;;;1;nan;;11,25277314430628;14,0;14,0;31,2;0,0
223;;;;;;;;;;;;;;;1;nan;;11,25277314430628;14,0;14,0;31,2;0,0
224;;;;;;;;;;;;;;;1;nan;;11,25277314430628;14,0;14,0;31,2;0,0
225;52,0;2,0;311350,0;11,0;9,0;0,0;13,0;1,0;4,0;1,0;0,0;0,0;50,0;31,0;1;ok;10,92996597290039;11,25277314430628;14,0;14,0;31,2;0,0
226;;;;;;;;;;;;;;;0;nan;;11,25277314430628;14,0;14,0;31,2;0,0
227;;;;;;;;;;;;;;;1;nan;;11,25277314430628;14,0;14,0;31,2;0,0
