;Attribute1;Attribute2;Attribute3;Attribute4;Attribute5;Attribute6;Attribute7;Attribute8;Attribute9;Attribute10;Attribute11;Attribute12;Attribute13;Attribute14;Attribute15;Attribute16;Attribute17;Attribute18;Attribute19;Attribute20;class;predict;euclidean;euclidean_medio;hamming;hamming_medio;cobertura_pct;erro_pct
14;A12;29,999999198806034;A32;A40;2150,0;A61;A73;4,0;A92;A103;1,9999999527389383;A124;23,99999966634905;A141;A152;1,0;A173;1,0;A191;A201;1;ok;8,429369557916289e-08;0,09216059174933665;5,0;3,575;100,0;0,0
15;A11;24,0;A31;A410;1358,0;A65;A75;4,0;A93;A101;2,999999986515588;A123;40,0;A142;A152;1,0;A174;1,0;A192;A201;1;ok;1,2065571297625866e-07;0,09216059174933665;4,0;3,575;100,0;0,0
16;A14;9,999999577108815;A32;A40;1418,0;A62;A73;3,0;A93;A101;2,0;A121;34,99999847992015;A143;A151;1,0;A172;1,0;A191;A202;0;ok;5,611726692222874e-07;0,09216059174933665;7,0;3,575;100,0;0,0
17;A12;16,683558090445047;A34;A49;2096,9982616452053;A63;A73;2,0;A93;A101;3,936604118135671;A123;25,69251082133566;A141;A152;1,0;A173;1,0;A191;A201;0;ok;0,280818372964859;0,09216059174933665;12,0;3,575;100,0;0,0
18;A12;24,0;A34;A40;3878,0;A62;A72;4,0;A91;A101;2,0;A123;37,0;A143;A152;1,0;A173;1,0;A192;A201;0;ok;9,313225746154785e-09;0,09216059174933665;3,0;3,575;100,0;0,0
19;A12;29,99999874458296;A30;A49;4221,0;A61;A73;2,0;A92;A101;1,0;A123;28,0;A143;A152;1,9999999333242884;A173;1,0;A191;A201;0;ok;2,327635826304686e-07;0,09216059174933665;6,0;3,575;100,0;0,0
20;A11;9,0;A32;A40;1422,0;A61;A72;3,0;A93;A101;2,0;A124;27,0;A143;A153;1,0;A174;1,0;A192;A201;1;ok;0,0;0,09216059174933665;2,0;3,575;100,0;0,0
21;A14;9,999999230722834;A32;A40;1546,0;A61;A73;3,0;A93;A101;2,0;A121;30,999999618741597;A143;A152;1,0;A172;2,0;A191;A202;0;ok;1,8371385124282824e-07;0,09216059174933665;6,0;3,575;100,0;0,0
22;A12;18,0;A30;A42;3244,0;A61;A73;0,9999999999999998;A92;A101;3,999999953907164;A123;32,999999912978446;A141;A152;2,0;A173;1,0;A192;A201;0;ok;2,107342389479072e-08;0,09216059174933665;4,0;3,575;100,0;0,0
23;A11;42,0;A33;A43;4370,0;A61;A74;3,0;A93;A101;1,9999999703460645;A122;26,0;A141;A152;2,0;A173;2,0;A192;A201;1;ok;0,0;0,09216059174933665;2,0;3,575;100,0;0,0
24;A14;30,0;A34;A41;7596,0;A65;A75;0,9999999999999998;A93;A101;4,0;A123;63,0;A143;A152;2,0;A173;1,0;A191;A201;0;ok;1,3328003944934608e-07;0,09216059174933665;3,0;3,575;100,0;0,0
25;A11;24,0;A32;A41;2924,0;A61;A73;3,0;A93;A103;4,0;A124;63,0;A141;A152;1,0;A173;2,0;A192;A201;0;ok;8,56006536764653e-08;0,09216059174933665;3,0;3,575;100,0;0,0
26;A14;36,0;A33;A41;8947,0;A65;A74;3,0;A93;A101;2,0;A123;31,0;A142;A152;1,0;A174;2,0;A192;A201;0;ok;8,429369557916289e-08;0,09216059174933665;4,0;3,575;100,0;0,0
27;A11;11,999999563896726;A32;A46;795,0;A61;A72;4,0;A92;A101;4,0;A122;53,0;A143;A152;1,0;A173;1,0;A191;A201;1;ok;0,0;0,09216059174933665;1,0;3,575;100,0;0,0
28;A12;6,0;A32;A45;454,0;A61;A72;2,9999999977602934;A94;A101;1,0;A122;22,0;A143;A152;1,0;A172;1,0;A191;A201;0;ok;1,862645149230957e-09;0,09216059174933665;2,0;3,575;100,0;0,0
29;A14;33,0;A34;A41;7253,0;A61;A74;3,0;A93;A101;2,0;A123;34,999999818626755;A143;A152;2,0;A174;1,0;A192;A201;0;ok;1,0563021390908034e-07;0,09216059174933665;6,0;3,575;100,0;0,0
30;A12;21,0;A34;A42;2529,0746439770396;A64;A74;2,974629802382368;A93;A101;2,0;A123;33,00765593351857;A143;A152;2,0;A173;1,0;A192;A201;0;ok;0,15001049637794495;0,09216059174933665;8,0;3,575;100,0;0,0
31;A14;8,269536199557926;A32;A44;782,0182219301532;A63;A73;0,9999999999999998;A91;A101;4,0;A121;62,0;A143;A152;1,0;A173;1,0;A191;A201;0;ok;0,4258357286453247;0,09216059174933665;7,0;3,575;100,0;0,0
32;A14;20,84100473325039;A32;A42;4675,311484940167;A63;A75;3,0;A93;A101;3,9568373449552237;A122;53,0;A143;A152;1,0;A173;1,0;A191;A201;0;ok;0,7232490181922913;0,09216059174933665;5,0;3,575;100,0;0,0
33;A12;12,0;A32;A42;3017,0;A61;A72;3,0;A92;A101;1,0;A121;34,0;A143;A151;1,0;A174;1,0;A191;A201;0;ok;5,960464477539063e-08;0,09216059174933665;1,0;3,575;100,0;0,0
34;A14;12,0;A34;A40;926,0;A61;A71;0,9999999999999998;A92;A101;2,0;A122;38,0;A143;A152;1,0;A171;1,0;A191;A201;0;ok;1,1920928955078125e-07;0,09216059174933665;2,0;3,575;100,0;0,0
35;A14;6,0;A32;A48;1237,9999999999998;A65;A71;4,0;A93;A101;4,0;A122;36,0;A143;A152;1,0;A174;2,0;A192;A201;0;ok;1,395896873646052e-07;0,09216059174933665;4,0;3,575;100,0;0,0
36;A14;17,2653395334509;A34;A43;1239,5789444446425;A64;A75;4,0;A93;A101;3,8960330682493334;A123;46,0;A143;A152;2,0;A173;1,0;A191;A201;0;ok;0,18008293211460114;0,09216059174933665;7,0;3,575;100,0;0,0
37;A11;6,0;A32;A46;448,0;A61;A72;3,9999999772228403;A92;A101;4,0;A122;23,0;A143;A152;1,0;A173;1,0;A191;A201;1;ok;6,032785648812933e-08;0,09216059174933665;2,0;3,575;100,0;0,0
38;A14;21,503221594033796;A32;A43;1274,969382375344;A65;A75;4,0;A93;A101;2,0;A123;25,0;A143;A152;2,0;A173;1,0;A191;A201;0;ok;0,2407023161649704;0,09216059174933665;6,0;3,575;100,0;0,0
39;A12;12,0;A32;A43;1566,9999999999998;A61;A73;0,9999999999999998;A92;A101;1,0;A123;22,0;A143;A152;1,0;A173;1,0;A192;A201;0;ok;4,6566128730773926e-09;0,09216059174933665;1,0;3,575;100,0;0,0
40;A14;6,0;A34;A43;1554,0;A61;A74;0,9999999999999998;A92;A101;2,0;A123;22,849232935568054;A143;A151;2,0;A173;1,0;A192;A201;0;ok;0,15833944082260132;0,09216059174933665;6,0;3,575;100,0;0,0
41;A14;24,0;A32;A42;5511,0;A62;A73;4,0;A93;A101;1,0;A123;25,0;A142;A152;1,0;A173;1,0;A191;A201;0;ok;6,322026990801533e-08;0,09216059174933665;4,0;3,575;100,0;0,0
42;A12;45,0;A34;A41;4576,0;A62;A71;3,0;A93;A101;4,0;A123;27,0;A143;A152;1,0;A173;1,0;A191;A201;0;ok;5,960464477539063e-08;0,09216059174933665;1,0;3,575;100,0;0,0
43;A12;12,0;A32;A40;2002,0;A61;A74;3,0;A93;A101;4,0;A122;29,999999870255415;A143;A151;1,0;A173;2,0;A192;A201;0;ok;6,664001972467304e-08;0,09216059174933665;3,0;3,575;100,0;0,0
44;A11;11,999999560912412;A31;A40;697,0;A61;A72;4,0;A93;A101;1,999999963430588;A123;46,0;A141;A152;2,0;A173;1,0;A192;A201;1;ok;0,0;0,09216059174933665;3,0;3,575;100,0;0,0
45;A14;24,0;A34;A40;2463,0;A62;A74;4,0;A94;A101;2,9999999877635717;A122;27,0;A143;A152;2,0;A173;1,0;A192;A201;0;ok;1,4901161193847656e-08;0,09216059174933665;2,0;3,575;100,0;0,0
46;A14;36,0;A34;A41;11054,0;A65;A73;4,0;A93;A101;2,0;A123;29,9999999758466;A143;A152;1,0;A174;1,0;A192;A201;0;ok;0,0;0,09216059174933665;3,0;3,575;100,0;0,0
47;A14;12,0;A32;A46;719,0;A61;A75;3,9999999761061336;A93;A101;4,0;A123;41,0;A141;A152;1,0;A172;2,0;A191;A201;1;ok;5,972094641037984e-08;0,09216059174933665;3,0;3,575;100,0;0,0
48;A14;13,272851505024118;A32;A40;4169,1126278560305;A65;A72;2,0;A93;A101;3,0;A122;45,0;A143;A152;1,0;A174;2,0;A192;A201;0;ok;0,2614177465438843;0,09216059174933665;5,0;3,575;100,0;0,0
49;A14;36,0;A34;A43;9566,0;A61;A73;2,0;A92;A101;1,9999999707571796;A123;31,0;A142;A152;2,0;A173;1,0;A191;A201;0;ok;0,0;0,09216059174933665;1,0;3,575;100,0;0,0
50;A11;36,0;A34;A46;8065,0;A61;A73;3,0;A92;A101;1,9999999703063254;A124;25,0;A143;A152;2,0;A174;1,0;A192;A201;1;ok;0,0;0,09216059174933665;1,0;3,575;100,0;0,0
51;A14;15,0;A32;A40;3186,0;A64;A74;2,0;A92;A101;3,0;A123;20,0;A143;A151;1,0;A173;1,0;A191;A201;0;ok;8,429369557916289e-08;0,09216059174933665;4,0;3,575;100,0;0,0
52;A14;12,0;A32;A40;1101,0;A61;A73;3,0;A94;A101;2,0;A121;27,0;A143;A152;2,0;A173;1,0;A192;A201;0;ok;2,434175030430197e-07;0,09216059174933665;5,0;3,575;100,0;0,0
53;A11;10,0;A32;A43;2315,0;A61;A75;3,0;A93;A101;4,0;A121;52,0;A143;A152;1,0;A172;1,0;A191;A201;0;ok;0,0;0,09216059174933665;1,0;3,575;100,0;0,0
54;A12;24,0;A34;A410;11938,0;A61;A73;2,0;A93;A102;3,0;A123;39,0;A143;A152;2,0;A174;2,0;A192;A201;1;ok;0,0;0,09216059174933665;1,0;3,575;100,0;0,0
55;A12;6,0;A32;A43;590,0;A61;A72;3,0;A94;A101;2,999999988018931;A121;26,0;A143;A152;1,0;A172;1,0;A191;A202;0;ok;6,21409270706863e-08;0,09216059174933665;3,0;3,575;100,0;0,0
56;A12;48,0;A32;A43;4030,9544187743563;A65;A74;4,0;A93;A101;1,0;A123;41,0;A143;A152;2,0;A173;1,9985651680082301;A192;A201;0;ok;0,025919141247868538;0,09216059174933665;8,0;3,575;100,0;0,0
57;A13;24,0;A32;A42;3749,0;A61;A72;2,0;A92;A101;4,0;A123;26,0;A143;A152;1,0;A173;1,0;A191;A201;0;ok;5,960464477539063e-08;0,09216059174933665;1,0;3,575;100,0;0,0
58;A12;11,900382684555964;A34;A43;3374,1430175009937;A61;A73;0,9999999999999998;A92;A101;1,0;A121;22,896604499910403;A143;A152;1,0;A172;1,0;A191;A201;0;ok;0,07976953685283661;0,09216059174933665;7,0;3,575;100,0;0,0
59;A14;15,0;A34;A40;6230,234310921629;A65;A74;0,9999999999999998;A92;A101;3,8865191968024067;A123;59,0;A143;A152;1,0;A173;1,0;A192;A201;0;ok;0,9917912483215332;0,09216059174933665;4,0;3,575;100,0;0,0
60;A11;21,0;A33;A46;3414,0;A61;A72;2,0;A93;A101;1,0;A122;26,0;A143;A152;2,0;A173;1,0;A191;A201;1;ok;3,0163928244064664e-08;0,09216059174933665;3,0;3,575;100,0;0,0
61;A11;12,0;A34;A40;2122,0;A61;A73;3,0;A93;A101;2,0;A121;39,0;A143;A151;2,0;A172;1,999999927935645;A191;A202;0;ok;5,960464477539062e-07;0,09216059174933665;4,0;3,575;100,0;0,0
62;A11;28,0;A32;A40;4006,0;A61;A73;2,9999999984422865;A93;A101;2,0;A123;45,0;A143;A152;1,0;A172;1,0;A191;A201;1;ok;1,862645149230957e-09;0,09216059174933665;1,0;3,575;100,0;0,0
63;A11;11,999999520963517;A32;A43;701,0;A61;A73;4,0;A94;A101;1,9999999702023992;A121;40,0;A143;A152;1,0;A172;1,0;A191;A201;0;ok;0,0;0,09216059174933665;2,0;3,575;100,0;0,0
64;A12;9,0;A32;A42;918,0;A61;A73;4,0;A92;A101;1,0;A122;29,999999918389527;A143;A152;1,0;A173;1,0;A191;A201;1;ok;8,786079419564885e-09;0,09216059174933665;4,0;3,575;100,0;0,0
65;A12;12,0;A32;A42;1528,879259215146;A65;A75;0,9999999999999998;A92;A101;2,0;A122;25,0;A141;A152;1,0;A173;1,0;A192;A201;1;ok;0,4642389416694641;0,09216059174933665;3,0;3,575;100,0;0,0
66;A11;6,0;A34;A42;1872,0;A61;A71;4,0;A93;A101;3,9999999474242767;A124;36,0;A143;A153;3,0;A174;1,0;A192;A201;0;ok;1,365714012990793e-07;0,09216059174933665;4,0;3,575;100,0;0,0
67;A13;24,0;A32;A42;2892,0;A61;A75;3,0;A91;A101;4,0;A124;51,0;A143;A153;1,0;A173;1,0;A191;A201;0;ok;2,9802322387695312e-08;0,09216059174933665;1,0;3,575;100,0;0,0
68;A14;18,0;A32;A43;1473,0;A61;A72;3,0;A94;A101;4,0;A121;39,0;A143;A152;1,0;A173;1,0;A192;A201;0;ok;2,154235829721074e-07;0,09216059174933665;5,0;3,575;100,0;0,0
69;A14;36,0;A33;A49;7980,0;A65;A72;4,0;A93;A101;4,0;A123;27,0;A143;A151;2,0;A173;1,0;A192;A201;1;ok;0,0;0,09216059174933665;1,0;3,575;100,0;0,0
70;A12;18,0;A32;A42;1924,0;A65;A72;4,0;A92;A101;2,99999998108853;A121;27,0;A143;A151;1,0;A173;1,0;A191;A201;1;ok;6,828570064953965e-08;0,09216059174933665;3,0;3,575;100,0;0,0
71;A11;30,0;A34;A41;10623,0;A61;A75;2,999999993711562;A93;A101;3,9999999566417745;A124;38,0;A143;A153;3,0;A174;2,0;A192;A201;0;ok;5,587935447692871e-09;0,09216059174933665;3,0;3,575;100,0;0,0
72;A12;18,0;A34;A40;884,0;A61;A75;4,0;A93;A101;4,0;A123;36,0;A141;A152;1,0;A173;2,0;A192;A201;1;ok;5,960464477539063e-08;0,09216059174933665;1,0;3,575;100,0;0,0
73;A14;12,0;A34;A49;1263,9999999999998;A65;A75;4,0;A93;A101;4,0;A124;57,0;A143;A151;1,0;A172;1,0;A191;A201;0;ok;0,0;0,09216059174933665;1,0;3,575;100,0;0,0
74;A12;48,0;A30;A410;18424,0;A61;A73;0,9999999999999998;A92;A101;2,0;A122;32,0;A141;A152;1,0;A174;1,0;A192;A202;1;ok;0,0;0,09216059174933665;1,0;3,575;100,0;0,0
75;A11;6,0;A34;A40;3503,159271617883;A61;A73;0,9999999999999998;A93;A101;3,0;A121;37,0;A143;A151;3,0;A173;1,9964210297784155;A191;A201;0;ok;0,08002977073192596;0,09216059174933665;4,0;3,575;100,0;0,0
76;A12;24,0;A32;A42;3069,0;A62;A75;4,0;A93;A101;4,0;A124;30,0;A143;A153;1,0;A173;1,0;A191;A201;0;ok;0,0;0,09216059174933665;4,0;3,575;100,0;0,0
77;A14;15,0;A32;A43;3568,0;A61;A75;4,0;A92;A101;2,0;A123;53,999998619350066;A141;A151;1,0;A174;1,0;A192;A201;0;ok;1,365714012990793e-07;0,09216059174933665;3,0;3,575;100,0;0,0
78;A12;47,99999968487982;A32;A42;9960,0;A61;A72;0,9999999999999998;A92;A101;1,9999999619669424;A123;26,0;A143;A152;1,0;A173;1,0;A192;A201;1;ok;0,0;0,09216059174933665;4,0;3,575;100,0;0,0
79;A12;24,0;A34;A42;4710,558478321827;A61;A72;2,0;A92;A101;4,0;A123;25,0;A141;A152;1,0;A172;1,0;A191;A201;1;ok;0,008874375373125076;0,09216059174933665;5,0;3,575;100,0;0,0
80;A12;36,0;A32;A40;14318,0;A61;A75;4,0;A93;A101;1,9999999674997533;A124;56,99999834957315;A143;A153;1,0;A174;1,0;A192;A201;1;ok;3,111453850124235e-07;0,09216059174933665;6,0;3,575;100,0;0,0
81;A14;8,118850566071478;A34;A40;613,1679952818786;A64;A73;2,0;A92;A101;2,0;A121;41,0;A141;A152;1,9832566585434863;A172;1,0;A191;A201;0;ok;0,2802343964576721;0,09216059174933665;5,0;3,575;100,0;0,0
82;A11;17,999999611452388;A31;A40;1442,0;A61;A74;4,0;A93;A101;4,0;A124;31,999999287634108;A143;A153;2,0;A172;2,0;A191;A201;1;ok;1,6049041562382627e-07;0,09216059174933665;5,0;3,575;100,0;0,0
83;A12;11,999999578783454;A32;A40;888,0;A61;A75;4,0;A93;A101;4,0;A123;41,0;A141;A152;1,0;A172;2,0;A191;A201;1;ok;0,0;0,09216059174933665;1,0;3,575;100,0;0,0
84;A12;15,0;A32;A43;802,0;A61;A75;4,0;A93;A101;3,0;A123;37,0;A143;A152;1,0;A173;2,0;A191;A201;1;ok;0,0;0,09216059174933665;1,0;3,575;100,0;0,0
85;A12;24,0;A34;A49;1935,0;A61;A75;4,0;A91;A101;4,0;A121;31,0;A143;A152;2,0;A173;1,0;A192;A201;1;ok;0,0;0,09216059174933665;1,0;3,575;100,0;0,0
86;A12;36,0;A33;A40;2862,0;A62;A75;4,0;A93;A101;3,0;A124;30,0;A143;A153;1,0;A173;1,0;A191;A201;0;ok;0,0;0,09216059174933665;1,0;3,575;100,0;0,0
87;A14;24,0;A34;A43;2611,0;A61;A75;4,0;A94;A102;2,9999894576426236;A121;45,99998520997392;A143;A152;2,0;A173;1,0;A191;A201;0;ok;6,588098767679185e-05;0,09216059174933665;6,0;3,575;100,0;0,0
88;A14;4,0;A32;A42;601,0;A61;A72;0,9999999999999998;A92;A101;3,0;A121;23,0;A143;A151;1,0;A172;2,0;A191;A201;0;ok;5,960464477539063e-08;0,09216059174933665;1,0;3,575;100,0;0,0
89;A11;12,0;A34;A40;2121,0;A61;A73;4,0;A93;A101;2,0;A122;30,0;A143;A152;2,0;A173;1,0;A191;A201;0;ok;0,0;0,09216059174933665;1,0;3,575;100,0;0,0
90;A14;6,0;A34;A40;6761,0;A61;A74;0,9999999999999998;A93;A101;3,0;A124;44,9992717530654;A143;A152;2,0;A174;1,9999363745487133;A192;A201;0;ok;0,0006724703125655651;0,09216059174933665;8,0;3,575;100,0;0,0
91;A11;24,0;A31;A42;6872,0;A61;A72;2,0;A91;A101;1,0;A122;55,0;A141;A152;1,0;A173;1,0;A192;A201;1;ok;0,0;0,09216059174933665;1,0;3,575;100,0;0,0
92;A11;12,0;A32;A42;1262,0;A65;A75;2,0;A91;A101;3,999999945281525;A122;49,0;A143;A152;1,0;A172;1,0;A192;A201;0;ok;1,1920928955078125e-07;0,09216059174933665;2,0;3,575;100,0;0,0
93;A11;18,0;A34;A43;1880,0;A61;A74;4,0;A94;A101;1,0;A122;31,999999866100186;A143;A152;2,0;A174;1,0;A192;A201;0;ok;3,0163928244064664e-08;0,09216059174933665;3,0;3,575;100,0;0,0
94;A11;12,0;A34;A41;1526,0;A61;A75;4,0;A93;A101;4,0;A124;66,0;A143;A153;2,0;A174;1,0;A191;A201;0;ok;1,1920928955078125e-07;0,09216059174933665;1,0;3,575;100,0;0,0
95;A11;6,0;A32;A43;2647,0;A63;A73;2,0;A93;A101;3,0;A121;44,0;A143;A151;1,0;A173;2,0;A191;A201;0;ok;5,960464477539063e-08;0,09216059174933665;2,0;3,575;100,0;0,0
96;A12;24,0;A32;A43;3092,0;A62;A72;3,0;A94;A101;2,0;A123;22,0;A143;A151;1,0;A173;1,0;A192;A201;1;ok;5,960464477539063e-08;0,09216059174933665;1,0;3,575;100,0;0,0
97;A14;47,99999969236647;A31;A49;3609,0;A61;A73;0,9999999999999998;A92;A101;1,0;A121;27,0;A142;A152;1,0;A173;1,0;A191;A201;0;ok;0,0;0,09216059174933665;1,0;3,575;100,0;0,0
98;A14;9,470248555991816;A34;A40;947,1407805655176;A61;A74;2,0;A93;A101;1,0;A121;36,6533365231295;A143;A152;3,0;A172;2,0;A191;A201;0;ok;0,7805178761482239;0,09216059174933665;7,0;3,575;100,0;0,0
99;A14;15,0;A32;A43;1224,9675131349688;A65;A75;4,0;A93;A101;2,0;A123;33,58629890087343;A143;A152;1,0;A173;1,0;A191;A201;0;ok;0,3217662572860718;0,09216059174933665;9,0;3,575;100,0;0,0
100;A14;12,0;A32;A40;2587,168690754787;A65;A75;4,0;A93;A101;2,904655180448082;A123;48,923095297654285;A143;A152;1,0;A173;1,0;A192;A201;0;ok;0,16861796379089355;0,09216059174933665;7,0;3,575;100,0;0,0
101;A14;24,0;A32;A41;5433,0;A65;A71;2,0;A92;A101;4,0;A122;26,0;A143;A151;1,0;A174;1,0;A192;A201;0;ok;5,960464477539063e-08;0,09216059174933665;1,0;3,575;100,0;0,0
102;A11;18,0;A32;A42;1131,0;A61;A71;4,0;A92;A101;1,999999968608941;A123;33,0;A143;A152;1,0;A173;1,0;A191;A201;1;ok;6,006850128414953e-08;0,09216059174933665;3,0;3,575;100,0;0,0
103;A14;36,0;A32;A40;909,0;A63;A75;4,0;A93;A101;4,0;A122;35,999999930216504;A143;A152;1,0;A173;1,0;A191;A201;0;ok;6,042123601446292e-08;0,09216059174933665;5,0;3,575;100,0;0,0
104;A14;9,0;A32;A49;1449,0000000000002;A61;A74;3,0;A92;A101;2,0;A123;27,0;A143;A152;2,0;A173;1,0;A191;A201;0;ok;5,960464477539063e-08;0,09216059174933665;1,0;3,575;100,0;0,0
105;A14;18,0;A33;A42;1867,277708802381;A61;A74;3,9959628800163403;A92;A101;1,0;A121;21,95919712921087;A143;A152;1,0;A173;1,0;A191;A201;1;ok;0,024094514548778534;0,09216059174933665;7,0;3,575;100,0;0,0
106;A11;36,0;A34;A42;2348,0;A61;A73;3,0;A94;A101;2,0;A122;46,0;A143;A152;2,0;A173;1,0;A192;A201;0;ok;0,0;0,09216059174933665;2,0;3,575;100,0;0,0
107;A11;20,0;A32;A42;2212,0;A65;A74;4,0;A93;A101;4,0;A123;39,0;A143;A152;1,0;A173;1,0;A192;A201;0;ok;5,960464477539063e-08;0,09216059174933665;2,0;3,575;100,0;0,0
108;A13;15,0;A32;A43;2327,0;A61;A72;2,0;A92;A101;2,9999999880445394;A121;25,0;A143;A152;1,0;A172;1,0;A191;A201;1;ok;3,332000986233652e-08;0,09216059174933665;3,0;3,575;100,0;0,0
109;A14;24,0;A32;A43;1376,0;A63;A74;4,0;A92;A101;1,0;A123;28,0;A143;A152;1,0;A173;1,0;A191;A201;0;ok;1,946998793300736e-07;0,09216059174933665;6,0;3,575;100,0;0,0
110;A14;36,0;A32;A46;1819,0;A61;A73;4,0;A93;A101;4,0;A124;37,0;A142;A153;1,0;A173;1,0;A192;A201;1;ok;7,450580596923828e-09;0,09216059174933665;2,0;3,575;100,0;0,0
111;A12;6,0;A33;A49;1479,4681032323315;A62;A75;0,9999999999999998;A91;A101;2,0;A123;30,96922274142751;A141;A152;2,0;A173;2,0;A191;A201;0;ok;0,011245649307966232;0,09216059174933665;5,0;3,575;100,0;0,0
112;A14;36,0;A32;A43;4694,320888245151;A65;A74;2,0;A92;A101;4,0;A121;44,53483080003317;A143;A152;1,0;A172;1,0;A192;A201;0;ok;0,9545308947563171;0,09216059174933665;6,0;3,575;100,0;0,0
113;A12;30,0;A34;A43;3152,234501956127;A64;A75;4,0;A93;A101;3,9231724238871077;A122;49,0;A142;A152;2,0;A172;1,0;A191;A201;0;ok;1,0761055946350098;0,09216059174933665;5,0;3,575;100,0;0,0
114;A12;7,0;A32;A43;2576,0;A61;A73;2,0;A93;A103;2,0;A121;35,0;A143;A152;1,0;A173;1,0;A191;A201;0;ok;4,814712610823335e-07;0,09216059174933665;3,0;3,575;100,0;0,0
115;A14;18,0;A32;A43;1505,0;A61;A73;4,0;A93;A101;2,0;A124;32,0;A143;A153;1,0;A174;1,0;A192;A201;0;ok;1,8128045553567063e-07;0,09216059174933665;4,0;3,575;100,0;0,0
116;A12;45,0;A32;A43;3031,0;A62;A73;4,0;A93;A103;4,0;A122;21,0;A143;A151;1,0;A173;1,0;A191;A201;1;ok;0,0;0,09216059174933665;1,0;3,575;100,0;0,0
117;A11;47,999999662447806;A32;A41;10297,0;A61;A74;4,0;A93;A101;3,9999999542633207;A124;39,0;A142;A153;3,0;A173;2,0;A192;A201;1;ok;3,332000986233652e-08;0,09216059174933665;4,0;3,575;100,0;0,0
118;A12;7,0;A32;A43;2329,0;A61;A72;0,9999999999999998;A92;A103;1,0;A121;45,0;A143;A152;1,0;A173;1,0;A191;A201;0;ok;4,805480102731963e-07;0,09216059174933665;2,0;3,575;100,0;0,0
